Namespace(batch_size=64, device='cuda', dropout_keep_prob=1.0, learning_rate=0.002, learning_rate_decay=0.96, learning_rate_step=5000, load_model=None, lstm_num_hidden=512, lstm_num_layers=2, max_epochs=5, max_norm=5.0, plot=False, print_every=100, sample_every=1000, seq_length=30, summary_path='./summaries/', train=True, train_steps=42000, txt_file='./assets/book_NL_darwin_reis_om_de_wereld.txt')
Device: cuda
Txt file: ./assets/book_NL_darwin_reis_om_de_wereld.txt
Initialize dataset with 1366815 characters, 115 unique.
[2020-11-28 01:08] EPOCH 0 Train Step 0099/42000, Batch Size = 64,                         Examples/Sec = 5937.66, Accuracy = 0.31, Loss = 2.466
[2020-11-28 01:08] EPOCH 0 Train Step 1499/42000, Batch Size = 64,                         Examples/Sec = 6148.60, Accuracy = 0.51, Loss = 1.603
[2020-11-28 01:08] EPOCH 0 Train Step 1599/42000, Batch Size = 64,                         Examples/Sec = 5753.01, Accuracy = 0.53, Loss = 1.597
[2020-11-28 01:08] EPOCH 0 Train Step 1699/42000, Batch Size = 64,                         Examples/Sec = 5411.02, Accuracy = 0.52, Loss = 1.625
[2020-11-28 01:08] EPOCH 0 Train Step 1799/42000, Batch Size = 64,                         Examples/Sec = 5605.25, Accuracy = 0.52, Loss = 1.593
[2020-11-28 01:08] EPOCH 0 Train Step 1899/42000, Batch Size = 64,                         Examples/Sec = 5964.30, Accuracy = 0.54, Loss = 1.590
[2020-11-28 01:08] EPOCH 0 Train Step 1999/42000, Batch Size = 64,                         Examples/Sec = 5755.48, Accuracy = 0.52, Loss = 1.619
[2020-11-28 01:08] EPOCH 0 Train Step 2099/42000, Batch Size = 64,                         Examples/Sec = 6162.29, Accuracy = 0.52, Loss = 1.562
[2020-11-28 01:08] EPOCH 0 Train Step 2199/42000, Batch Size = 64,                         Examples/Sec = 6171.36, Accuracy = 0.54, Loss = 1.482
[2020-11-28 01:08] EPOCH 0 Train Step 2299/42000, Batch Size = 64,                         Examples/Sec = 5682.86, Accuracy = 0.53, Loss = 1.531
[2020-11-28 01:08] EPOCH 0 Train Step 2399/42000, Batch Size = 64,                         Examples/Sec = 5697.94, Accuracy = 0.54, Loss = 1.528
[2020-11-28 01:08] EPOCH 0 Train Step 2499/42000, Batch Size = 64,                         Examples/Sec = 5600.22, Accuracy = 0.56, Loss = 1.480
[2020-11-28 01:08] EPOCH 0 Train Step 2599/42000, Batch Size = 64,                         Examples/Sec = 6234.42, Accuracy = 0.56, Loss = 1.464
[2020-11-28 01:08] EPOCH 0 Train Step 2699/42000, Batch Size = 64,                         Examples/Sec = 5517.91, Accuracy = 0.53, Loss = 1.551
[2020-11-28 01:08] EPOCH 0 Train Step 2799/42000, Batch Size = 64,                         Examples/Sec = 5835.30, Accuracy = 0.56, Loss = 1.458
[2020-11-28 01:08] EPOCH 0 Train Step 2899/42000, Batch Size = 64,                         Examples/Sec = 5358.63, Accuracy = 0.56, Loss = 1.476
[2020-11-28 01:08] EPOCH 0 Train Step 2999/42000, Batch Size = 64,                         Examples/Sec = 5720.03, Accuracy = 0.54, Loss = 1.482
[2020-11-28 01:08] EPOCH 0 Train Step 3099/42000, Batch Size = 64,                         Examples/Sec = 5753.38, Accuracy = 0.57, Loss = 1.447
[2020-11-28 01:08] EPOCH 0 Train Step 3199/42000, Batch Size = 64,                         Examples/Sec = 5689.96, Accuracy = 0.57, Loss = 1.469
[2020-11-28 01:08] EPOCH 0 Train Step 3299/42000, Batch Size = 64,                         Examples/Sec = 5735.07, Accuracy = 0.54, Loss = 1.516
[2020-11-28 01:09] EPOCH 0 Train Step 3399/42000, Batch Size = 64,                         Examples/Sec = 5563.31, Accuracy = 0.57, Loss = 1.428
[2020-11-28 01:09] EPOCH 0 Train Step 3499/42000, Batch Size = 64,                         Examples/Sec = 5742.67, Accuracy = 0.53, Loss = 1.513
[2020-11-28 01:09] EPOCH 0 Train Step 3599/42000, Batch Size = 64,                         Examples/Sec = 6334.16, Accuracy = 0.54, Loss = 1.561
[2020-11-28 01:09] EPOCH 0 Train Step 3699/42000, Batch Size = 64,                         Examples/Sec = 5867.57, Accuracy = 0.57, Loss = 1.431
[2020-11-28 01:09] EPOCH 0 Train Step 3799/42000, Batch Size = 64,                         Examples/Sec = 5808.41, Accuracy = 0.56, Loss = 1.470
[2020-11-28 01:09] EPOCH 0 Train Step 3899/42000, Batch Size = 64,                         Examples/Sec = 6043.80, Accuracy = 0.56, Loss = 1.428
[2020-11-28 01:09] EPOCH 0 Train Step 3999/42000, Batch Size = 64,                         Examples/Sec = 5759.55, Accuracy = 0.55, Loss = 1.510
[2020-11-28 01:09] EPOCH 0 Train Step 4099/42000, Batch Size = 64,                         Examples/Sec = 6144.09, Accuracy = 0.58, Loss = 1.406
[2020-11-28 01:09] EPOCH 0 Train Step 4199/42000, Batch Size = 64,                         Examples/Sec = 5829.22, Accuracy = 0.55, Loss = 1.497
[2020-11-28 01:09] EPOCH 0 Train Step 4299/42000, Batch Size = 64,                         Examples/Sec = 5959.01, Accuracy = 0.56, Loss = 1.440
[2020-11-28 01:09] EPOCH 0 Train Step 4399/42000, Batch Size = 64,                         Examples/Sec = 5589.14, Accuracy = 0.54, Loss = 1.519
[2020-11-28 01:09] EPOCH 0 Train Step 4499/42000, Batch Size = 64,                         Examples/Sec = 5373.98, Accuracy = 0.56, Loss = 1.411
[2020-11-28 01:09] EPOCH 0 Train Step 4599/42000, Batch Size = 64,                         Examples/Sec = 6166.54, Accuracy = 0.57, Loss = 1.406
[2020-11-28 01:09] EPOCH 0 Train Step 4699/42000, Batch Size = 64,                         Examples/Sec = 5453.68, Accuracy = 0.56, Loss = 1.496
[2020-11-28 01:09] EPOCH 0 Train Step 4799/42000, Batch Size = 64,                         Examples/Sec = 6043.53, Accuracy = 0.56, Loss = 1.445
[2020-11-28 01:09] EPOCH 0 Train Step 4899/42000, Batch Size = 64,                         Examples/Sec = 5918.67, Accuracy = 0.57, Loss = 1.382
[2020-11-28 01:09] EPOCH 0 Train Step 4999/42000, Batch Size = 64,                         Examples/Sec = 6088.77, Accuracy = 0.57, Loss = 1.403
[2020-11-28 01:09] EPOCH 0 Train Step 5099/42000, Batch Size = 64,                         Examples/Sec = 5663.79, Accuracy = 0.57, Loss = 1.376
[2020-11-28 01:09] EPOCH 0 Train Step 5199/42000, Batch Size = 64,                         Examples/Sec = 5558.48, Accuracy = 0.56, Loss = 1.432
[2020-11-28 01:09] EPOCH 0 Train Step 5299/42000, Batch Size = 64,                         Examples/Sec = 6102.89, Accuracy = 0.57, Loss = 1.429
[2020-11-28 01:09] EPOCH 0 Train Step 5399/42000, Batch Size = 64,                         Examples/Sec = 5709.08, Accuracy = 0.57, Loss = 1.412
[2020-11-28 01:09] EPOCH 0 Train Step 5499/42000, Batch Size = 64,                         Examples/Sec = 5682.86, Accuracy = 0.59, Loss = 1.348
[2020-11-28 01:09] EPOCH 0 Train Step 5599/42000, Batch Size = 64,                         Examples/Sec = 5955.57, Accuracy = 0.57, Loss = 1.415
[2020-11-28 01:09] EPOCH 0 Train Step 5699/42000, Batch Size = 64,                         Examples/Sec = 5783.75, Accuracy = 0.56, Loss = 1.416
[2020-11-28 01:09] EPOCH 0 Train Step 5799/42000, Batch Size = 64,                         Examples/Sec = 5909.55, Accuracy = 0.54, Loss = 1.469
[2020-11-28 01:09] EPOCH 0 Train Step 5899/42000, Batch Size = 64,                         Examples/Sec = 5756.83, Accuracy = 0.55, Loss = 1.474
[2020-11-28 01:09] EPOCH 0 Train Step 5999/42000, Batch Size = 64,                         Examples/Sec = 5742.92, Accuracy = 0.57, Loss = 1.433
[2020-11-28 01:09] EPOCH 0 Train Step 6099/42000, Batch Size = 64,                         Examples/Sec = 5747.34, Accuracy = 0.57, Loss = 1.409
[2020-11-28 01:09] EPOCH 0 Train Step 6199/42000, Batch Size = 64,                         Examples/Sec = 5598.59, Accuracy = 0.56, Loss = 1.424
[2020-11-28 01:09] EPOCH 0 Train Step 6299/42000, Batch Size = 64,                         Examples/Sec = 5538.18, Accuracy = 0.57, Loss = 1.385
[2020-11-28 01:09] EPOCH 0 Train Step 6399/42000, Batch Size = 64,                         Examples/Sec = 5687.55, Accuracy = 0.56, Loss = 1.443
[2020-11-28 01:09] EPOCH 0 Train Step 6499/42000, Batch Size = 64,                         Examples/Sec = 5749.81, Accuracy = 0.59, Loss = 1.348
[2020-11-28 01:09] EPOCH 0 Train Step 6599/42000, Batch Size = 64,                         Examples/Sec = 6398.33, Accuracy = 0.57, Loss = 1.395
[2020-11-28 01:09] EPOCH 0 Train Step 6699/42000, Batch Size = 64,                         Examples/Sec = 5664.27, Accuracy = 0.58, Loss = 1.363
[2020-11-28 01:09] EPOCH 0 Train Step 6799/42000, Batch Size = 64,                         Examples/Sec = 5804.89, Accuracy = 0.59, Loss = 1.332
[2020-11-28 01:09] EPOCH 0 Train Step 6899/42000, Batch Size = 64,                         Examples/Sec = 5779.14, Accuracy = 0.58, Loss = 1.397
[2020-11-28 01:09] EPOCH 0 Train Step 6999/42000, Batch Size = 64,                         Examples/Sec = 5611.46, Accuracy = 0.59, Loss = 1.348
[2020-11-28 01:09] EPOCH 0 Train Step 7099/42000, Batch Size = 64,                         Examples/Sec = 5514.85, Accuracy = 0.56, Loss = 1.423
[2020-11-28 01:09] EPOCH 0 Train Step 7199/42000, Batch Size = 64,                         Examples/Sec = 6130.76, Accuracy = 0.58, Loss = 1.342
[2020-11-28 01:10] EPOCH 0 Train Step 7299/42000, Batch Size = 64,                         Examples/Sec = 6054.71, Accuracy = 0.55, Loss = 1.467
[2020-11-28 01:10] EPOCH 0 Train Step 7399/42000, Batch Size = 64,                         Examples/Sec = 5871.93, Accuracy = 0.59, Loss = 1.341
[2020-11-28 01:10] EPOCH 0 Train Step 7499/42000, Batch Size = 64,                         Examples/Sec = 5665.23, Accuracy = 0.60, Loss = 1.316
[2020-11-28 01:10] EPOCH 0 Train Step 7599/42000, Batch Size = 64,                         Examples/Sec = 6095.26, Accuracy = 0.57, Loss = 1.365
[2020-11-28 01:10] EPOCH 0 Train Step 7699/42000, Batch Size = 64,                         Examples/Sec = 5437.33, Accuracy = 0.58, Loss = 1.354
[2020-11-28 01:10] EPOCH 0 Train Step 7799/42000, Batch Size = 64,                         Examples/Sec = 5630.53, Accuracy = 0.59, Loss = 1.319
[2020-11-28 01:10] EPOCH 0 Train Step 7899/42000, Batch Size = 64,                         Examples/Sec = 5610.99, Accuracy = 0.58, Loss = 1.364
[2020-11-28 01:10] EPOCH 0 Train Step 7999/42000, Batch Size = 64,                         Examples/Sec = 5988.65, Accuracy = 0.59, Loss = 1.329
[2020-11-28 01:10] EPOCH 0 Train Step 8099/42000, Batch Size = 64,                         Examples/Sec = 5593.10, Accuracy = 0.57, Loss = 1.376
[2020-11-28 01:10] EPOCH 0 Train Step 8199/42000, Batch Size = 64,                         Examples/Sec = 6180.02, Accuracy = 0.60, Loss = 1.335
[2020-11-28 01:10] EPOCH 0 Train Step 8299/42000, Batch Size = 64,                         Examples/Sec = 6057.71, Accuracy = 0.58, Loss = 1.369
[2020-11-28 01:10] EPOCH 0 Train Step 8399/42000, Batch Size = 64,                         Examples/Sec = 5470.79, Accuracy = 0.59, Loss = 1.331
[2020-11-28 01:10] EPOCH 0 Train Step 8499/42000, Batch Size = 64,                         Examples/Sec = 5574.64, Accuracy = 0.59, Loss = 1.329
[2020-11-28 01:10] EPOCH 0 Train Step 8599/42000, Batch Size = 64,                         Examples/Sec = 5590.77, Accuracy = 0.58, Loss = 1.330
[2020-11-28 01:10] EPOCH 0 Train Step 8699/42000, Batch Size = 64,                         Examples/Sec = 5609.70, Accuracy = 0.58, Loss = 1.381
[2020-11-28 01:10] EPOCH 0 Train Step 8799/42000, Batch Size = 64,                         Examples/Sec = 5906.43, Accuracy = 0.58, Loss = 1.319
[2020-11-28 01:10] EPOCH 0 Train Step 8899/42000, Batch Size = 64,                         Examples/Sec = 6325.51, Accuracy = 0.57, Loss = 1.397
[2020-11-28 01:10] EPOCH 0 Train Step 8999/42000, Batch Size = 64,                         Examples/Sec = 5589.84, Accuracy = 0.57, Loss = 1.397
[2020-11-28 01:10] EPOCH 0 Train Step 9099/42000, Batch Size = 64,                         Examples/Sec = 5766.85, Accuracy = 0.59, Loss = 1.320
[2020-11-28 01:10] EPOCH 0 Train Step 9199/42000, Batch Size = 64,                         Examples/Sec = 6020.89, Accuracy = 0.58, Loss = 1.382
[2020-11-28 01:10] EPOCH 0 Train Step 9299/42000, Batch Size = 64,                         Examples/Sec = 6125.59, Accuracy = 0.59, Loss = 1.316
[2020-11-28 01:10] EPOCH 0 Train Step 9399/42000, Batch Size = 64,                         Examples/Sec = 5802.00, Accuracy = 0.59, Loss = 1.339
[2020-11-28 01:10] EPOCH 0 Train Step 9499/42000, Batch Size = 64,                         Examples/Sec = 6209.90, Accuracy = 0.59, Loss = 1.394
[2020-11-28 01:10] EPOCH 0 Train Step 9599/42000, Batch Size = 64,                         Examples/Sec = 6086.97, Accuracy = 0.60, Loss = 1.314
[2020-11-28 01:10] EPOCH 0 Train Step 9699/42000, Batch Size = 64,                         Examples/Sec = 5472.80, Accuracy = 0.59, Loss = 1.306
[2020-11-28 01:10] EPOCH 0 Train Step 9799/42000, Batch Size = 64,                         Examples/Sec = 5348.60, Accuracy = 0.58, Loss = 1.312
[2020-11-28 01:10] EPOCH 0 Train Step 9899/42000, Batch Size = 64,                         Examples/Sec = 5754.49, Accuracy = 0.61, Loss = 1.265
[2020-11-28 01:10] EPOCH 0 Train Step 9999/42000, Batch Size = 64,                         Examples/Sec = 5627.11, Accuracy = 0.58, Loss = 1.284
[2020-11-28 01:10] EPOCH 0 Train Step 10099/42000, Batch Size = 64,                         Examples/Sec = 5782.88, Accuracy = 0.59, Loss = 1.323
[2020-11-28 01:10] EPOCH 0 Train Step 10199/42000, Batch Size = 64,                         Examples/Sec = 5472.36, Accuracy = 0.61, Loss = 1.310
[2020-11-28 01:10] EPOCH 0 Train Step 10299/42000, Batch Size = 64,                         Examples/Sec = 6022.11, Accuracy = 0.59, Loss = 1.341
[2020-11-28 01:10] EPOCH 0 Train Step 10399/42000, Batch Size = 64,                         Examples/Sec = 5569.43, Accuracy = 0.57, Loss = 1.348
[2020-11-28 01:10] EPOCH 0 Train Step 10499/42000, Batch Size = 64,                         Examples/Sec = 6066.34, Accuracy = 0.59, Loss = 1.345
[2020-11-28 01:10] EPOCH 0 Train Step 10599/42000, Batch Size = 64,                         Examples/Sec = 6434.83, Accuracy = 0.58, Loss = 1.402
[2020-11-28 01:10] EPOCH 0 Train Step 10699/42000, Batch Size = 64,                         Examples/Sec = 6117.49, Accuracy = 0.58, Loss = 1.359
[2020-11-28 01:10] EPOCH 0 Train Step 10799/42000, Batch Size = 64,                         Examples/Sec = 5784.62, Accuracy = 0.60, Loss = 1.317
[2020-11-28 01:10] EPOCH 0 Train Step 10899/42000, Batch Size = 64,                         Examples/Sec = 5480.96, Accuracy = 0.58, Loss = 1.347
[2020-11-28 01:10] EPOCH 0 Train Step 10999/42000, Batch Size = 64,                         Examples/Sec = 6127.82, Accuracy = 0.58, Loss = 1.357
[2020-11-28 01:10] EPOCH 0 Train Step 11099/42000, Batch Size = 64,                         Examples/Sec = 6075.26, Accuracy = 0.59, Loss = 1.286
[2020-11-28 01:11] EPOCH 0 Train Step 11199/42000, Batch Size = 64,                         Examples/Sec = 5980.12, Accuracy = 0.59, Loss = 1.340
[2020-11-28 01:11] EPOCH 0 Train Step 11299/42000, Batch Size = 64,                         Examples/Sec = 6043.12, Accuracy = 0.62, Loss = 1.269
[2020-11-28 01:11] EPOCH 0 Train Step 11399/42000, Batch Size = 64,                         Examples/Sec = 5421.19, Accuracy = 0.60, Loss = 1.317
[2020-11-28 01:11] EPOCH 0 Train Step 11499/42000, Batch Size = 64,                         Examples/Sec = 5578.69, Accuracy = 0.59, Loss = 1.307
[2020-11-28 01:11] EPOCH 0 Train Step 11599/42000, Batch Size = 64,                         Examples/Sec = 5934.64, Accuracy = 0.59, Loss = 1.331
[2020-11-28 01:11] EPOCH 0 Train Step 11699/42000, Batch Size = 64,                         Examples/Sec = 5885.32, Accuracy = 0.59, Loss = 1.342
[2020-11-28 01:11] EPOCH 0 Train Step 11799/42000, Batch Size = 64,                         Examples/Sec = 5935.42, Accuracy = 0.59, Loss = 1.309
[2020-11-28 01:11] EPOCH 0 Train Step 11899/42000, Batch Size = 64,                         Examples/Sec = 5717.23, Accuracy = 0.61, Loss = 1.294
[2020-11-28 01:11] EPOCH 0 Train Step 11999/42000, Batch Size = 64,                         Examples/Sec = 5969.88, Accuracy = 0.61, Loss = 1.284
[2020-11-28 01:11] EPOCH 0 Train Step 12099/42000, Batch Size = 64,                         Examples/Sec = 5992.93, Accuracy = 0.61, Loss = 1.276
[2020-11-28 01:11] EPOCH 0 Train Step 12199/42000, Batch Size = 64,                         Examples/Sec = 5546.65, Accuracy = 0.61, Loss = 1.290
[2020-11-28 01:11] EPOCH 0 Train Step 12299/42000, Batch Size = 64,                         Examples/Sec = 6016.71, Accuracy = 0.59, Loss = 1.300
[2020-11-28 01:11] EPOCH 0 Train Step 12399/42000, Batch Size = 64,                         Examples/Sec = 6006.61, Accuracy = 0.60, Loss = 1.301
[2020-11-28 01:11] EPOCH 0 Train Step 12499/42000, Batch Size = 64,                         Examples/Sec = 4895.42, Accuracy = 0.57, Loss = 1.405
[2020-11-28 01:11] EPOCH 0 Train Step 12599/42000, Batch Size = 64,                         Examples/Sec = 6005.67, Accuracy = 0.59, Loss = 1.318
[2020-11-28 01:11] EPOCH 0 Train Step 12699/42000, Batch Size = 64,                         Examples/Sec = 5587.17, Accuracy = 0.62, Loss = 1.281
[2020-11-28 01:11] EPOCH 0 Train Step 12799/42000, Batch Size = 64,                         Examples/Sec = 5540.12, Accuracy = 0.60, Loss = 1.331
[2020-11-28 01:11] EPOCH 0 Train Step 12899/42000, Batch Size = 64,                         Examples/Sec = 5803.63, Accuracy = 0.58, Loss = 1.330
[2020-11-28 01:11] EPOCH 0 Train Step 12999/42000, Batch Size = 64,                         Examples/Sec = 5998.56, Accuracy = 0.60, Loss = 1.289
[2020-11-28 01:11] EPOCH 0 Train Step 13099/42000, Batch Size = 64,                         Examples/Sec = 5174.86, Accuracy = 0.59, Loss = 1.286
[2020-11-28 01:11] EPOCH 0 Train Step 13199/42000, Batch Size = 64,                         Examples/Sec = 6238.33, Accuracy = 0.60, Loss = 1.296
[2020-11-28 01:11] EPOCH 0 Train Step 13299/42000, Batch Size = 64,                         Examples/Sec = 5920.50, Accuracy = 0.60, Loss = 1.330
[2020-11-28 01:11] EPOCH 0 Train Step 13399/42000, Batch Size = 64,                         Examples/Sec = 6088.63, Accuracy = 0.61, Loss = 1.267
[2020-11-28 01:11] EPOCH 0 Train Step 13499/42000, Batch Size = 64,                         Examples/Sec = 6378.41, Accuracy = 0.57, Loss = 1.345
[2020-11-28 01:11] EPOCH 0 Train Step 13599/42000, Batch Size = 64,                         Examples/Sec = 6187.00, Accuracy = 0.59, Loss = 1.330
[2020-11-28 01:11] EPOCH 0 Train Step 13699/42000, Batch Size = 64,                         Examples/Sec = 5933.59, Accuracy = 0.58, Loss = 1.343
[2020-11-28 01:11] EPOCH 0 Train Step 13799/42000, Batch Size = 64,                         Examples/Sec = 6176.18, Accuracy = 0.58, Loss = 1.303
[2020-11-28 01:11] EPOCH 0 Train Step 13899/42000, Batch Size = 64,                         Examples/Sec = 6031.31, Accuracy = 0.60, Loss = 1.323
[2020-11-28 01:11] EPOCH 0 Train Step 13999/42000, Batch Size = 64,                         Examples/Sec = 6149.58, Accuracy = 0.57, Loss = 1.332
[2020-11-28 01:11] EPOCH 0 Train Step 14099/42000, Batch Size = 64,                         Examples/Sec = 6149.02, Accuracy = 0.59, Loss = 1.317
[2020-11-28 01:11] EPOCH 0 Train Step 14199/42000, Batch Size = 64,                         Examples/Sec = 5998.96, Accuracy = 0.62, Loss = 1.272
[2020-11-28 01:11] EPOCH 0 Train Step 14299/42000, Batch Size = 64,                         Examples/Sec = 6041.63, Accuracy = 0.62, Loss = 1.246
[2020-11-28 01:11] EPOCH 0 Train Step 14399/42000, Batch Size = 64,                         Examples/Sec = 5547.79, Accuracy = 0.58, Loss = 1.336
[2020-11-28 01:11] EPOCH 0 Train Step 14499/42000, Batch Size = 64,                         Examples/Sec = 6106.50, Accuracy = 0.60, Loss = 1.292
[2020-11-28 01:11] EPOCH 0 Train Step 14599/42000, Batch Size = 64,                         Examples/Sec = 5908.38, Accuracy = 0.62, Loss = 1.244
[2020-11-28 01:11] EPOCH 0 Train Step 14699/42000, Batch Size = 64,                         Examples/Sec = 5674.69, Accuracy = 0.59, Loss = 1.345
[2020-11-28 01:11] EPOCH 0 Train Step 14799/42000, Batch Size = 64,                         Examples/Sec = 6014.01, Accuracy = 0.59, Loss = 1.312
[2020-11-28 01:11] EPOCH 0 Train Step 14899/42000, Batch Size = 64,                         Examples/Sec = 5974.26, Accuracy = 0.59, Loss = 1.278
[2020-11-28 01:11] EPOCH 0 Train Step 14999/42000, Batch Size = 64,                         Examples/Sec = 5503.88, Accuracy = 0.60, Loss = 1.274
[2020-11-28 01:12] EPOCH 0 Train Step 15099/42000, Batch Size = 64,                         Examples/Sec = 6233.41, Accuracy = 0.60, Loss = 1.314
[2020-11-28 01:12] EPOCH 0 Train Step 15199/42000, Batch Size = 64,                         Examples/Sec = 6154.80, Accuracy = 0.58, Loss = 1.384
[2020-11-28 01:12] EPOCH 0 Train Step 15299/42000, Batch Size = 64,                         Examples/Sec = 5872.32, Accuracy = 0.61, Loss = 1.247
[2020-11-28 01:12] EPOCH 0 Train Step 15399/42000, Batch Size = 64,                         Examples/Sec = 5568.39, Accuracy = 0.61, Loss = 1.298
[2020-11-28 01:12] EPOCH 0 Train Step 15499/42000, Batch Size = 64,                         Examples/Sec = 6124.61, Accuracy = 0.61, Loss = 1.248
[2020-11-28 01:12] EPOCH 0 Train Step 15599/42000, Batch Size = 64,                         Examples/Sec = 5536.81, Accuracy = 0.59, Loss = 1.296
[2020-11-28 01:12] EPOCH 0 Train Step 15699/42000, Batch Size = 64,                         Examples/Sec = 6024.00, Accuracy = 0.59, Loss = 1.296
[2020-11-28 01:12] EPOCH 0 Train Step 15799/42000, Batch Size = 64,                         Examples/Sec = 6137.91, Accuracy = 0.61, Loss = 1.269
[2020-11-28 01:12] EPOCH 0 Train Step 15899/42000, Batch Size = 64,                         Examples/Sec = 5554.22, Accuracy = 0.59, Loss = 1.287
[2020-11-28 01:12] EPOCH 0 Train Step 15999/42000, Batch Size = 64,                         Examples/Sec = 5862.83, Accuracy = 0.62, Loss = 1.218
[2020-11-28 01:12] EPOCH 0 Train Step 16099/42000, Batch Size = 64,                         Examples/Sec = 5934.37, Accuracy = 0.60, Loss = 1.265
[2020-11-28 01:12] EPOCH 0 Train Step 16199/42000, Batch Size = 64,                         Examples/Sec = 5931.62, Accuracy = 0.59, Loss = 1.277
[2020-11-28 01:12] EPOCH 0 Train Step 16299/42000, Batch Size = 64,                         Examples/Sec = 6115.26, Accuracy = 0.61, Loss = 1.266
[2020-11-28 01:12] EPOCH 0 Train Step 16399/42000, Batch Size = 64,                         Examples/Sec = 6237.90, Accuracy = 0.59, Loss = 1.314
[2020-11-28 01:12] EPOCH 0 Train Step 16499/42000, Batch Size = 64,                         Examples/Sec = 5507.27, Accuracy = 0.63, Loss = 1.229
[2020-11-28 01:12] EPOCH 0 Train Step 16599/42000, Batch Size = 64,                         Examples/Sec = 5820.12, Accuracy = 0.58, Loss = 1.299
[2020-11-28 01:12] EPOCH 0 Train Step 16699/42000, Batch Size = 64,                         Examples/Sec = 6274.50, Accuracy = 0.62, Loss = 1.247
[2020-11-28 01:12] EPOCH 0 Train Step 16799/42000, Batch Size = 64,                         Examples/Sec = 5993.60, Accuracy = 0.60, Loss = 1.279
[2020-11-28 01:12] EPOCH 0 Train Step 16899/42000, Batch Size = 64,                         Examples/Sec = 6212.92, Accuracy = 0.61, Loss = 1.236
[2020-11-28 01:12] EPOCH 0 Train Step 16999/42000, Batch Size = 64,                         Examples/Sec = 6111.50, Accuracy = 0.57, Loss = 1.372
[2020-11-28 01:12] EPOCH 0 Train Step 17099/42000, Batch Size = 64,                         Examples/Sec = 5999.50, Accuracy = 0.59, Loss = 1.309
[2020-11-28 01:12] EPOCH 0 Train Step 17199/42000, Batch Size = 64,                         Examples/Sec = 5648.42, Accuracy = 0.61, Loss = 1.300
[2020-11-28 01:12] EPOCH 0 Train Step 17299/42000, Batch Size = 64,                         Examples/Sec = 5836.19, Accuracy = 0.65, Loss = 1.201
[2020-11-28 01:12] EPOCH 0 Train Step 17399/42000, Batch Size = 64,                         Examples/Sec = 5815.33, Accuracy = 0.61, Loss = 1.223
[2020-11-28 01:12] EPOCH 0 Train Step 17499/42000, Batch Size = 64,                         Examples/Sec = 5631.36, Accuracy = 0.59, Loss = 1.295
[2020-11-28 01:12] EPOCH 0 Train Step 17599/42000, Batch Size = 64,                         Examples/Sec = 6007.28, Accuracy = 0.60, Loss = 1.273
