Namespace(batch_size=64, device='cuda', dropout_keep_prob=1.0, learning_rate=0.01, learning_rate_decay=0.96, learning_rate_step=5000, lstm_num_hidden=512, lstm_num_layers=2, max_epochs=5, max_norm=5.0, print_every=100, sample_every=5000, seq_length=30, summary_path='./summaries/', train_steps=50000, txt_file='./assets/book_EN_grimms_fairy_tails.txt')
Device: cuda
Txt file: ./assets/book_EN_grimms_fairy_tails.txt
Initialize dataset with 550595 characters, 91 unique.
[2020-11-27 17:17] EPOCH 0 Train Step 0099/50000, Batch Size = 64,                         Examples/Sec = 5705.69, Accuracy = 0.48, Loss = 1.795
[2020-11-27 17:18] EPOCH 0 Train Step 5899/50000, Batch Size = 64,                         Examples/Sec = 5587.98, Accuracy = 0.60, Loss = 1.284
[2020-11-27 17:18] EPOCH 0 Train Step 5999/50000, Batch Size = 64,                         Examples/Sec = 5521.66, Accuracy = 0.60, Loss = 1.262
[2020-11-27 17:18] EPOCH 0 Train Step 6099/50000, Batch Size = 64,                         Examples/Sec = 5456.78, Accuracy = 0.59, Loss = 1.268
[2020-11-27 17:18] EPOCH 0 Train Step 6199/50000, Batch Size = 64,                         Examples/Sec = 6023.46, Accuracy = 0.60, Loss = 1.254
[2020-11-27 17:18] EPOCH 0 Train Step 6299/50000, Batch Size = 64,                         Examples/Sec = 6066.20, Accuracy = 0.61, Loss = 1.222
[2020-11-27 17:18] EPOCH 0 Train Step 6399/50000, Batch Size = 64,                         Examples/Sec = 6024.00, Accuracy = 0.57, Loss = 1.306
[2020-11-27 17:18] EPOCH 0 Train Step 6499/50000, Batch Size = 64,                         Examples/Sec = 5535.66, Accuracy = 0.59, Loss = 1.288
[2020-11-27 17:18] EPOCH 0 Train Step 6599/50000, Batch Size = 64,                         Examples/Sec = 5555.71, Accuracy = 0.62, Loss = 1.206
[2020-11-27 17:18] EPOCH 0 Train Step 6699/50000, Batch Size = 64,                         Examples/Sec = 5391.57, Accuracy = 0.62, Loss = 1.217
[2020-11-27 17:18] EPOCH 0 Train Step 6799/50000, Batch Size = 64,                         Examples/Sec = 5677.21, Accuracy = 0.63, Loss = 1.237
[2020-11-27 17:18] EPOCH 0 Train Step 6899/50000, Batch Size = 64,                         Examples/Sec = 6198.14, Accuracy = 0.60, Loss = 1.282
[2020-11-27 17:19] EPOCH 0 Train Step 6999/50000, Batch Size = 64,                         Examples/Sec = 5409.06, Accuracy = 0.61, Loss = 1.231
[2020-11-27 17:19] EPOCH 0 Train Step 7099/50000, Batch Size = 64,                         Examples/Sec = 5673.49, Accuracy = 0.58, Loss = 1.300
[2020-11-27 17:19] EPOCH 0 Train Step 7199/50000, Batch Size = 64,                         Examples/Sec = 6104.55, Accuracy = 0.62, Loss = 1.202
[2020-11-27 17:19] EPOCH 0 Train Step 7299/50000, Batch Size = 64,                         Examples/Sec = 6270.54, Accuracy = 0.62, Loss = 1.216
[2020-11-27 17:19] EPOCH 0 Train Step 7399/50000, Batch Size = 64,                         Examples/Sec = 5391.57, Accuracy = 0.61, Loss = 1.250
[2020-11-27 17:19] EPOCH 0 Train Step 7499/50000, Batch Size = 64,                         Examples/Sec = 5567.58, Accuracy = 0.61, Loss = 1.237
[2020-11-27 17:19] EPOCH 0 Train Step 7599/50000, Batch Size = 64,                         Examples/Sec = 5658.90, Accuracy = 0.62, Loss = 1.193
[2020-11-27 17:19] EPOCH 0 Train Step 7699/50000, Batch Size = 64,                         Examples/Sec = 4758.90, Accuracy = 0.61, Loss = 1.256
[2020-11-27 17:19] EPOCH 0 Train Step 7799/50000, Batch Size = 64,                         Examples/Sec = 5574.06, Accuracy = 0.62, Loss = 1.203
[2020-11-27 17:19] EPOCH 0 Train Step 7899/50000, Batch Size = 64,                         Examples/Sec = 5490.94, Accuracy = 0.59, Loss = 1.306
[2020-11-27 17:19] EPOCH 0 Train Step 7999/50000, Batch Size = 64,                         Examples/Sec = 5418.67, Accuracy = 0.61, Loss = 1.222
[2020-11-27 17:19] EPOCH 0 Train Step 8099/50000, Batch Size = 64,                         Examples/Sec = 5406.56, Accuracy = 0.61, Loss = 1.242
[2020-11-27 17:19] EPOCH 0 Train Step 8199/50000, Batch Size = 64,                         Examples/Sec = 5345.83, Accuracy = 0.62, Loss = 1.212
[2020-11-27 17:19] EPOCH 0 Train Step 8299/50000, Batch Size = 64,                         Examples/Sec = 6219.11, Accuracy = 0.62, Loss = 1.234
[2020-11-27 17:19] EPOCH 0 Train Step 8399/50000, Batch Size = 64,                         Examples/Sec = 5465.34, Accuracy = 0.62, Loss = 1.263
[2020-11-27 17:19] EPOCH 0 Train Step 8499/50000, Batch Size = 64,                         Examples/Sec = 5733.72, Accuracy = 0.61, Loss = 1.249
[2020-11-27 17:19] EPOCH 0 Train Step 8599/50000, Batch Size = 64,                         Examples/Sec = 5580.20, Accuracy = 0.60, Loss = 1.282
[2020-11-27 17:19] EPOCH 1 Train Step 8699/50000, Batch Size = 64,                         Examples/Sec = 5594.85, Accuracy = 0.62, Loss = 1.219
[2020-11-27 17:19] EPOCH 1 Train Step 8799/50000, Batch Size = 64,                         Examples/Sec = 5918.02, Accuracy = 0.60, Loss = 1.299
[2020-11-27 17:19] EPOCH 1 Train Step 8899/50000, Batch Size = 64,                         Examples/Sec = 5492.29, Accuracy = 0.60, Loss = 1.287
[2020-11-27 17:19] EPOCH 1 Train Step 8999/50000, Batch Size = 64,                         Examples/Sec = 6191.14, Accuracy = 0.60, Loss = 1.216
[2020-11-27 17:19] EPOCH 1 Train Step 9099/50000, Batch Size = 64,                         Examples/Sec = 5776.16, Accuracy = 0.62, Loss = 1.238
[2020-11-27 17:19] EPOCH 1 Train Step 9199/50000, Batch Size = 64,                         Examples/Sec = 6163.99, Accuracy = 0.63, Loss = 1.209
[2020-11-27 17:19] EPOCH 1 Train Step 9299/50000, Batch Size = 64,                         Examples/Sec = 6164.84, Accuracy = 0.59, Loss = 1.325
[2020-11-27 17:19] EPOCH 1 Train Step 9399/50000, Batch Size = 64,                         Examples/Sec = 5564.81, Accuracy = 0.62, Loss = 1.222
[2020-11-27 17:19] EPOCH 1 Train Step 9499/50000, Batch Size = 64,                         Examples/Sec = 6189.28, Accuracy = 0.61, Loss = 1.254
[2020-11-27 17:19] EPOCH 1 Train Step 9599/50000, Batch Size = 64,                         Examples/Sec = 4730.47, Accuracy = 0.61, Loss = 1.225
[2020-11-27 17:19] EPOCH 1 Train Step 9699/50000, Batch Size = 64,                         Examples/Sec = 5486.56, Accuracy = 0.61, Loss = 1.242
[2020-11-27 17:19] EPOCH 1 Train Step 9799/50000, Batch Size = 64,                         Examples/Sec = 5695.16, Accuracy = 0.62, Loss = 1.231
[2020-11-27 17:19] EPOCH 1 Train Step 9899/50000, Batch Size = 64,                         Examples/Sec = 5677.57, Accuracy = 0.61, Loss = 1.249
[2020-11-27 17:19] EPOCH 1 Train Step 9999/50000, Batch Size = 64,                         Examples/Sec = 6025.49, Accuracy = 0.61, Loss = 1.268
[2020-11-27 17:19] EPOCH 1 Train Step 10099/50000, Batch Size = 64,                         Examples/Sec = 5704.96, Accuracy = 0.59, Loss = 1.324
[2020-11-27 17:19] EPOCH 1 Train Step 10199/50000, Batch Size = 64,                         Examples/Sec = 5345.30, Accuracy = 0.61, Loss = 1.286
[2020-11-27 17:19] EPOCH 1 Train Step 10299/50000, Batch Size = 64,                         Examples/Sec = 6246.46, Accuracy = 0.60, Loss = 1.281
[2020-11-27 17:19] EPOCH 1 Train Step 10399/50000, Batch Size = 64,                         Examples/Sec = 5072.67, Accuracy = 0.60, Loss = 1.249
[2020-11-27 17:19] EPOCH 1 Train Step 10499/50000, Batch Size = 64,                         Examples/Sec = 6126.71, Accuracy = 0.62, Loss = 1.206
[2020-11-27 17:19] EPOCH 1 Train Step 10599/50000, Batch Size = 64,                         Examples/Sec = 5369.68, Accuracy = 0.61, Loss = 1.278
[2020-11-27 17:19] EPOCH 1 Train Step 10699/50000, Batch Size = 64,                         Examples/Sec = 5627.46, Accuracy = 0.60, Loss = 1.238
[2020-11-27 17:19] EPOCH 1 Train Step 10799/50000, Batch Size = 64,                         Examples/Sec = 5557.90, Accuracy = 0.60, Loss = 1.292
[2020-11-27 17:19] EPOCH 1 Train Step 10899/50000, Batch Size = 64,                         Examples/Sec = 5708.84, Accuracy = 0.62, Loss = 1.209
[2020-11-27 17:19] EPOCH 1 Train Step 10999/50000, Batch Size = 64,                         Examples/Sec = 5270.67, Accuracy = 0.63, Loss = 1.192
[2020-11-27 17:19] EPOCH 1 Train Step 11099/50000, Batch Size = 64,                         Examples/Sec = 5687.31, Accuracy = 0.61, Loss = 1.267
[2020-11-27 17:19] EPOCH 1 Train Step 11199/50000, Batch Size = 64,                         Examples/Sec = 5344.02, Accuracy = 0.59, Loss = 1.310
[2020-11-27 17:20] EPOCH 1 Train Step 11299/50000, Batch Size = 64,                         Examples/Sec = 5852.60, Accuracy = 0.63, Loss = 1.195
[2020-11-27 17:20] EPOCH 1 Train Step 11399/50000, Batch Size = 64,                         Examples/Sec = 5990.79, Accuracy = 0.61, Loss = 1.239
[2020-11-27 17:20] EPOCH 1 Train Step 11499/50000, Batch Size = 64,                         Examples/Sec = 5308.62, Accuracy = 0.61, Loss = 1.268
[2020-11-27 17:20] EPOCH 1 Train Step 11599/50000, Batch Size = 64,                         Examples/Sec = 5518.71, Accuracy = 0.60, Loss = 1.237
[2020-11-27 17:20] EPOCH 1 Train Step 11699/50000, Batch Size = 64,                         Examples/Sec = 5365.17, Accuracy = 0.60, Loss = 1.257
[2020-11-27 17:20] EPOCH 1 Train Step 11799/50000, Batch Size = 64,                         Examples/Sec = 5742.06, Accuracy = 0.59, Loss = 1.283
[2020-11-27 17:20] EPOCH 1 Train Step 11899/50000, Batch Size = 64,                         Examples/Sec = 5557.09, Accuracy = 0.60, Loss = 1.281
[2020-11-27 17:20] EPOCH 1 Train Step 11999/50000, Batch Size = 64,                         Examples/Sec = 5767.72, Accuracy = 0.61, Loss = 1.264
[2020-11-27 17:20] EPOCH 1 Train Step 12099/50000, Batch Size = 64,                         Examples/Sec = 5504.56, Accuracy = 0.60, Loss = 1.234
[2020-11-27 17:20] EPOCH 1 Train Step 12199/50000, Batch Size = 64,                         Examples/Sec = 6185.15, Accuracy = 0.61, Loss = 1.227
[2020-11-27 17:20] EPOCH 1 Train Step 12299/50000, Batch Size = 64,                         Examples/Sec = 6074.16, Accuracy = 0.61, Loss = 1.243
[2020-11-27 17:20] EPOCH 1 Train Step 12399/50000, Batch Size = 64,                         Examples/Sec = 5261.58, Accuracy = 0.60, Loss = 1.282
[2020-11-27 17:20] EPOCH 1 Train Step 12499/50000, Batch Size = 64,                         Examples/Sec = 5792.61, Accuracy = 0.60, Loss = 1.246
[2020-11-27 17:20] EPOCH 1 Train Step 12599/50000, Batch Size = 64,                         Examples/Sec = 6098.17, Accuracy = 0.61, Loss = 1.224
[2020-11-27 17:20] EPOCH 1 Train Step 12699/50000, Batch Size = 64,                         Examples/Sec = 6077.74, Accuracy = 0.61, Loss = 1.218
[2020-11-27 17:20] EPOCH 1 Train Step 12799/50000, Batch Size = 64,                         Examples/Sec = 5612.87, Accuracy = 0.60, Loss = 1.295
[2020-11-27 17:20] EPOCH 1 Train Step 12899/50000, Batch Size = 64,                         Examples/Sec = 5519.73, Accuracy = 0.60, Loss = 1.357
[2020-11-27 17:20] EPOCH 1 Train Step 12999/50000, Batch Size = 64,                         Examples/Sec = 5670.01, Accuracy = 0.60, Loss = 1.274
[2020-11-27 17:20] EPOCH 1 Train Step 13099/50000, Batch Size = 64,                         Examples/Sec = 5689.84, Accuracy = 0.61, Loss = 1.239
[2020-11-27 17:20] EPOCH 1 Train Step 13199/50000, Batch Size = 64,                         Examples/Sec = 5681.17, Accuracy = 0.59, Loss = 1.300
[2020-11-27 17:20] EPOCH 1 Train Step 13299/50000, Batch Size = 64,                         Examples/Sec = 5303.79, Accuracy = 0.61, Loss = 1.295
[2020-11-27 17:20] EPOCH 1 Train Step 13399/50000, Batch Size = 64,                         Examples/Sec = 5685.51, Accuracy = 0.62, Loss = 1.209
[2020-11-27 17:20] EPOCH 1 Train Step 13499/50000, Batch Size = 64,                         Examples/Sec = 5871.42, Accuracy = 0.61, Loss = 1.267
[2020-11-27 17:20] EPOCH 1 Train Step 13599/50000, Batch Size = 64,                         Examples/Sec = 6124.33, Accuracy = 0.60, Loss = 1.284
[2020-11-27 17:20] EPOCH 1 Train Step 13699/50000, Batch Size = 64,                         Examples/Sec = 5727.48, Accuracy = 0.61, Loss = 1.210
[2020-11-27 17:20] EPOCH 1 Train Step 13799/50000, Batch Size = 64,                         Examples/Sec = 5512.25, Accuracy = 0.61, Loss = 1.248
[2020-11-27 17:20] EPOCH 1 Train Step 13899/50000, Batch Size = 64,                         Examples/Sec = 5586.70, Accuracy = 0.60, Loss = 1.244
[2020-11-27 17:20] EPOCH 1 Train Step 13999/50000, Batch Size = 64,                         Examples/Sec = 5605.13, Accuracy = 0.61, Loss = 1.288
[2020-11-27 17:20] EPOCH 1 Train Step 14099/50000, Batch Size = 64,                         Examples/Sec = 5453.01, Accuracy = 0.60, Loss = 1.267
[2020-11-27 17:20] EPOCH 1 Train Step 14199/50000, Batch Size = 64,                         Examples/Sec = 5553.76, Accuracy = 0.59, Loss = 1.299
[2020-11-27 17:20] EPOCH 1 Train Step 14299/50000, Batch Size = 64,                         Examples/Sec = 5677.93, Accuracy = 0.60, Loss = 1.242
[2020-11-27 17:20] EPOCH 1 Train Step 14399/50000, Batch Size = 64,                         Examples/Sec = 5770.08, Accuracy = 0.61, Loss = 1.288
[2020-11-27 17:20] EPOCH 1 Train Step 14499/50000, Batch Size = 64,                         Examples/Sec = 5581.01, Accuracy = 0.62, Loss = 1.212
[2020-11-27 17:20] EPOCH 1 Train Step 14599/50000, Batch Size = 64,                         Examples/Sec = 5752.89, Accuracy = 0.60, Loss = 1.308
[2020-11-27 17:20] EPOCH 1 Train Step 14699/50000, Batch Size = 64,                         Examples/Sec = 5355.32, Accuracy = 0.62, Loss = 1.216
[2020-11-27 17:20] EPOCH 1 Train Step 14799/50000, Batch Size = 64,                         Examples/Sec = 5749.68, Accuracy = 0.59, Loss = 1.278
[2020-11-27 17:20] EPOCH 1 Train Step 14899/50000, Batch Size = 64,                         Examples/Sec = 5460.22, Accuracy = 0.61, Loss = 1.258
[2020-11-27 17:20] EPOCH 1 Train Step 14999/50000, Batch Size = 64,                         Examples/Sec = 5709.33, Accuracy = 0.62, Loss = 1.252
[2020-11-27 17:20] EPOCH 1 Train Step 15099/50000, Batch Size = 64,                         Examples/Sec = 5689.12, Accuracy = 0.62, Loss = 1.239
[2020-11-27 17:20] EPOCH 1 Train Step 15199/50000, Batch Size = 64,                         Examples/Sec = 5655.20, Accuracy = 0.62, Loss = 1.292
[2020-11-27 17:20] EPOCH 1 Train Step 15299/50000, Batch Size = 64,                         Examples/Sec = 5595.67, Accuracy = 0.61, Loss = 1.250
[2020-11-27 17:20] EPOCH 1 Train Step 15399/50000, Batch Size = 64,                         Examples/Sec = 6195.71, Accuracy = 0.60, Loss = 1.281
[2020-11-27 17:20] EPOCH 1 Train Step 15499/50000, Batch Size = 64,                         Examples/Sec = 5679.97, Accuracy = 0.62, Loss = 1.238
[2020-11-27 17:21] EPOCH 1 Train Step 15599/50000, Batch Size = 64,                         Examples/Sec = 5632.89, Accuracy = 0.58, Loss = 1.290
[2020-11-27 17:21] EPOCH 1 Train Step 15699/50000, Batch Size = 64,                         Examples/Sec = 5595.09, Accuracy = 0.62, Loss = 1.259
[2020-11-27 17:21] EPOCH 1 Train Step 15799/50000, Batch Size = 64,                         Examples/Sec = 5266.85, Accuracy = 0.59, Loss = 1.300
[2020-11-27 17:21] EPOCH 1 Train Step 15899/50000, Batch Size = 64,                         Examples/Sec = 5747.47, Accuracy = 0.60, Loss = 1.244
[2020-11-27 17:21] EPOCH 1 Train Step 15999/50000, Batch Size = 64,                         Examples/Sec = 5475.59, Accuracy = 0.60, Loss = 1.273
[2020-11-27 17:21] EPOCH 1 Train Step 16099/50000, Batch Size = 64,                         Examples/Sec = 5749.07, Accuracy = 0.61, Loss = 1.247
[2020-11-27 17:21] EPOCH 1 Train Step 16199/50000, Batch Size = 64,                         Examples/Sec = 5618.86, Accuracy = 0.61, Loss = 1.256
[2020-11-27 17:21] EPOCH 1 Train Step 16299/50000, Batch Size = 64,                         Examples/Sec = 5774.05, Accuracy = 0.59, Loss = 1.279
[2020-11-27 17:21] EPOCH 1 Train Step 16399/50000, Batch Size = 64,                         Examples/Sec = 5779.89, Accuracy = 0.60, Loss = 1.271
[2020-11-27 17:21] EPOCH 1 Train Step 16499/50000, Batch Size = 64,                         Examples/Sec = 5161.62, Accuracy = 0.61, Loss = 1.282
[2020-11-27 17:21] EPOCH 1 Train Step 16599/50000, Batch Size = 64,                         Examples/Sec = 5772.18, Accuracy = 0.60, Loss = 1.300
[2020-11-27 17:21] EPOCH 1 Train Step 16699/50000, Batch Size = 64,                         Examples/Sec = 5906.95, Accuracy = 0.60, Loss = 1.307
[2020-11-27 17:21] EPOCH 1 Train Step 16799/50000, Batch Size = 64,                         Examples/Sec = 5362.49, Accuracy = 0.60, Loss = 1.307
[2020-11-27 17:21] EPOCH 1 Train Step 16899/50000, Batch Size = 64,                         Examples/Sec = 5801.50, Accuracy = 0.59, Loss = 1.293
[2020-11-27 17:21] EPOCH 1 Train Step 16999/50000, Batch Size = 64,                         Examples/Sec = 5928.87, Accuracy = 0.60, Loss = 1.307
[2020-11-27 17:21] EPOCH 1 Train Step 17099/50000, Batch Size = 64,                         Examples/Sec = 5732.98, Accuracy = 0.58, Loss = 1.389
[2020-11-27 17:21] EPOCH 1 Train Step 17199/50000, Batch Size = 64,                         Examples/Sec = 5664.03, Accuracy = 0.58, Loss = 1.340
[2020-11-27 17:21] EPOCH 2 Train Step 17299/50000, Batch Size = 64,                         Examples/Sec = 5806.14, Accuracy = 0.60, Loss = 1.301
[2020-11-27 17:21] EPOCH 2 Train Step 17399/50000, Batch Size = 64,                         Examples/Sec = 5682.38, Accuracy = 0.61, Loss = 1.266
[2020-11-27 17:21] EPOCH 2 Train Step 17499/50000, Batch Size = 64,                         Examples/Sec = 5660.33, Accuracy = 0.59, Loss = 1.328
[2020-11-27 17:21] EPOCH 2 Train Step 17599/50000, Batch Size = 64,                         Examples/Sec = 5691.89, Accuracy = 0.60, Loss = 1.241
[2020-11-27 17:21] EPOCH 2 Train Step 17699/50000, Batch Size = 64,                         Examples/Sec = 5554.33, Accuracy = 0.60, Loss = 1.316
