Namespace(batch_size=64, device='cuda', dropout_keep_prob=1.0, learning_rate=0.002, learning_rate_decay=0.96, learning_rate_step=5000, lstm_num_hidden=128, lstm_num_layers=2, max_epochs=5, max_norm=5.0, print_every=50, sample_every=1000, seq_length=30, summary_path='./summaries/', train_steps=20000, txt_file='./assets/book_EN_grimms_fairy_tails.txt')
Device: cuda
Txt file: ./assets/book_EN_grimms_fairy_tails.txt
Initialize dataset with 550595 characters, 91 unique.
[2020-11-27 15:42] EPOCH 0 Train Step 0049/20000, Batch Size = 64,                         Examples/Sec = 2435.27, Accuracy = 0.28, Loss = 2.650
[2020-11-27 15:42] EPOCH 0 Train Step 1399/20000, Batch Size = 64,                         Examples/Sec = 2456.36, Accuracy = 0.58, Loss = 1.410
[2020-11-27 15:42] EPOCH 0 Train Step 1449/20000, Batch Size = 64,                         Examples/Sec = 2456.20, Accuracy = 0.58, Loss = 1.388
[2020-11-27 15:42] EPOCH 0 Train Step 1499/20000, Batch Size = 64,                         Examples/Sec = 2393.22, Accuracy = 0.58, Loss = 1.334
[2020-11-27 15:42] EPOCH 0 Train Step 1549/20000, Batch Size = 64,                         Examples/Sec = 2229.05, Accuracy = 0.57, Loss = 1.376
[2020-11-27 15:42] EPOCH 0 Train Step 1599/20000, Batch Size = 64,                         Examples/Sec = 2390.45, Accuracy = 0.60, Loss = 1.303
[2020-11-27 15:42] EPOCH 0 Train Step 1649/20000, Batch Size = 64,                         Examples/Sec = 2413.03, Accuracy = 0.60, Loss = 1.321
[2020-11-27 15:42] EPOCH 0 Train Step 1699/20000, Batch Size = 64,                         Examples/Sec = 2255.25, Accuracy = 0.58, Loss = 1.338
[2020-11-27 15:42] EPOCH 0 Train Step 1749/20000, Batch Size = 64,                         Examples/Sec = 2264.90, Accuracy = 0.59, Loss = 1.289
[2020-11-27 15:42] EPOCH 0 Train Step 1799/20000, Batch Size = 64,                         Examples/Sec = 2227.87, Accuracy = 0.59, Loss = 1.343
[2020-11-27 15:42] EPOCH 0 Train Step 1849/20000, Batch Size = 64,                         Examples/Sec = 2296.77, Accuracy = 0.60, Loss = 1.336
[2020-11-27 15:42] EPOCH 0 Train Step 1899/20000, Batch Size = 64,                         Examples/Sec = 2422.37, Accuracy = 0.59, Loss = 1.336
[2020-11-27 15:43] EPOCH 0 Train Step 1949/20000, Batch Size = 64,                         Examples/Sec = 2236.03, Accuracy = 0.59, Loss = 1.330
[2020-11-27 15:43] EPOCH 0 Train Step 1999/20000, Batch Size = 64,                         Examples/Sec = 2393.88, Accuracy = 0.62, Loss = 1.213
[2020-11-27 15:43] EPOCH 0 Train Step 2049/20000, Batch Size = 64,                         Examples/Sec = 2277.42, Accuracy = 0.61, Loss = 1.271
[2020-11-27 15:43] EPOCH 0 Train Step 2099/20000, Batch Size = 64,                         Examples/Sec = 2316.92, Accuracy = 0.61, Loss = 1.245
[2020-11-27 15:43] EPOCH 0 Train Step 2149/20000, Batch Size = 64,                         Examples/Sec = 2531.22, Accuracy = 0.61, Loss = 1.271
[2020-11-27 15:43] EPOCH 0 Train Step 2199/20000, Batch Size = 64,                         Examples/Sec = 2308.98, Accuracy = 0.61, Loss = 1.251
[2020-11-27 15:43] EPOCH 0 Train Step 2249/20000, Batch Size = 64,                         Examples/Sec = 2310.31, Accuracy = 0.62, Loss = 1.199
[2020-11-27 15:43] EPOCH 0 Train Step 2299/20000, Batch Size = 64,                         Examples/Sec = 2418.51, Accuracy = 0.61, Loss = 1.230
[2020-11-27 15:43] EPOCH 0 Train Step 2349/20000, Batch Size = 64,                         Examples/Sec = 2484.92, Accuracy = 0.59, Loss = 1.339
[2020-11-27 15:43] EPOCH 0 Train Step 2399/20000, Batch Size = 64,                         Examples/Sec = 2191.42, Accuracy = 0.63, Loss = 1.230
[2020-11-27 15:43] EPOCH 0 Train Step 2449/20000, Batch Size = 64,                         Examples/Sec = 2433.49, Accuracy = 0.61, Loss = 1.300
[2020-11-27 15:43] EPOCH 0 Train Step 2499/20000, Batch Size = 64,                         Examples/Sec = 2292.22, Accuracy = 0.62, Loss = 1.253
[2020-11-27 15:43] EPOCH 0 Train Step 2549/20000, Batch Size = 64,                         Examples/Sec = 2275.90, Accuracy = 0.62, Loss = 1.220
[2020-11-27 15:43] EPOCH 0 Train Step 2599/20000, Batch Size = 64,                         Examples/Sec = 2324.42, Accuracy = 0.61, Loss = 1.266
[2020-11-27 15:43] EPOCH 0 Train Step 2649/20000, Batch Size = 64,                         Examples/Sec = 2549.27, Accuracy = 0.62, Loss = 1.244
[2020-11-27 15:43] EPOCH 0 Train Step 2699/20000, Batch Size = 64,                         Examples/Sec = 2302.86, Accuracy = 0.63, Loss = 1.196
[2020-11-27 15:43] EPOCH 0 Train Step 2749/20000, Batch Size = 64,                         Examples/Sec = 2419.43, Accuracy = 0.64, Loss = 1.168
[2020-11-27 15:43] EPOCH 0 Train Step 2799/20000, Batch Size = 64,                         Examples/Sec = 2312.66, Accuracy = 0.63, Loss = 1.224
[2020-11-27 15:43] EPOCH 0 Train Step 2849/20000, Batch Size = 64,                         Examples/Sec = 2432.30, Accuracy = 0.63, Loss = 1.212
[2020-11-27 15:43] EPOCH 0 Train Step 2899/20000, Batch Size = 64,                         Examples/Sec = 2446.53, Accuracy = 0.64, Loss = 1.168
[2020-11-27 15:43] EPOCH 0 Train Step 2949/20000, Batch Size = 64,                         Examples/Sec = 2311.53, Accuracy = 0.62, Loss = 1.233
[2020-11-27 15:43] EPOCH 0 Train Step 2999/20000, Batch Size = 64,                         Examples/Sec = 2498.10, Accuracy = 0.63, Loss = 1.192
[2020-11-27 15:43] EPOCH 0 Train Step 3049/20000, Batch Size = 64,                         Examples/Sec = 2474.72, Accuracy = 0.64, Loss = 1.166
[2020-11-27 15:43] EPOCH 0 Train Step 3099/20000, Batch Size = 64,                         Examples/Sec = 2477.07, Accuracy = 0.62, Loss = 1.192
[2020-11-27 15:43] EPOCH 0 Train Step 3149/20000, Batch Size = 64,                         Examples/Sec = 2297.50, Accuracy = 0.63, Loss = 1.180
[2020-11-27 15:43] EPOCH 0 Train Step 3199/20000, Batch Size = 64,                         Examples/Sec = 2242.55, Accuracy = 0.65, Loss = 1.141
[2020-11-27 15:43] EPOCH 0 Train Step 3249/20000, Batch Size = 64,                         Examples/Sec = 2339.27, Accuracy = 0.65, Loss = 1.172
[2020-11-27 15:43] EPOCH 0 Train Step 3299/20000, Batch Size = 64,                         Examples/Sec = 2411.54, Accuracy = 0.65, Loss = 1.145
[2020-11-27 15:43] EPOCH 0 Train Step 3349/20000, Batch Size = 64,                         Examples/Sec = 2231.01, Accuracy = 0.63, Loss = 1.197
[2020-11-27 15:43] EPOCH 0 Train Step 3399/20000, Batch Size = 64,                         Examples/Sec = 2439.92, Accuracy = 0.63, Loss = 1.161
[2020-11-27 15:43] EPOCH 0 Train Step 3449/20000, Batch Size = 64,                         Examples/Sec = 2239.76, Accuracy = 0.65, Loss = 1.136
[2020-11-27 15:43] EPOCH 0 Train Step 3499/20000, Batch Size = 64,                         Examples/Sec = 2463.30, Accuracy = 0.64, Loss = 1.185
[2020-11-27 15:43] EPOCH 0 Train Step 3549/20000, Batch Size = 64,                         Examples/Sec = 2328.05, Accuracy = 0.63, Loss = 1.175
[2020-11-27 15:43] EPOCH 0 Train Step 3599/20000, Batch Size = 64,                         Examples/Sec = 2450.46, Accuracy = 0.65, Loss = 1.144
[2020-11-27 15:43] EPOCH 0 Train Step 3649/20000, Batch Size = 64,                         Examples/Sec = 2271.28, Accuracy = 0.62, Loss = 1.213
[2020-11-27 15:43] EPOCH 0 Train Step 3699/20000, Batch Size = 64,                         Examples/Sec = 2437.04, Accuracy = 0.63, Loss = 1.178
[2020-11-27 15:43] EPOCH 0 Train Step 3749/20000, Batch Size = 64,                         Examples/Sec = 2491.60, Accuracy = 0.64, Loss = 1.146
[2020-11-27 15:43] EPOCH 0 Train Step 3799/20000, Batch Size = 64,                         Examples/Sec = 2250.63, Accuracy = 0.64, Loss = 1.172
[2020-11-27 15:43] EPOCH 0 Train Step 3849/20000, Batch Size = 64,                         Examples/Sec = 2552.42, Accuracy = 0.65, Loss = 1.116
[2020-11-27 15:44] EPOCH 0 Train Step 3899/20000, Batch Size = 64,                         Examples/Sec = 2468.74, Accuracy = 0.64, Loss = 1.172
[2020-11-27 15:44] EPOCH 0 Train Step 3949/20000, Batch Size = 64,                         Examples/Sec = 2323.41, Accuracy = 0.62, Loss = 1.179
[2020-11-27 15:44] EPOCH 0 Train Step 3999/20000, Batch Size = 64,                         Examples/Sec = 2254.60, Accuracy = 0.62, Loss = 1.154
[2020-11-27 15:44] EPOCH 0 Train Step 4049/20000, Batch Size = 64,                         Examples/Sec = 2219.85, Accuracy = 0.63, Loss = 1.135
[2020-11-27 15:44] EPOCH 0 Train Step 4099/20000, Batch Size = 64,                         Examples/Sec = 2369.52, Accuracy = 0.62, Loss = 1.210
[2020-11-27 15:44] EPOCH 0 Train Step 4149/20000, Batch Size = 64,                         Examples/Sec = 2265.11, Accuracy = 0.63, Loss = 1.169
[2020-11-27 15:44] EPOCH 0 Train Step 4199/20000, Batch Size = 64,                         Examples/Sec = 2358.86, Accuracy = 0.62, Loss = 1.183
[2020-11-27 15:44] EPOCH 0 Train Step 4249/20000, Batch Size = 64,                         Examples/Sec = 2302.35, Accuracy = 0.64, Loss = 1.146
[2020-11-27 15:44] EPOCH 0 Train Step 4299/20000, Batch Size = 64,                         Examples/Sec = 2428.29, Accuracy = 0.64, Loss = 1.157
[2020-11-27 15:44] EPOCH 0 Train Step 4349/20000, Batch Size = 64,                         Examples/Sec = 2621.03, Accuracy = 0.65, Loss = 1.130
[2020-11-27 15:44] EPOCH 0 Train Step 4399/20000, Batch Size = 64,                         Examples/Sec = 2455.88, Accuracy = 0.63, Loss = 1.182
[2020-11-27 15:44] EPOCH 0 Train Step 4449/20000, Batch Size = 64,                         Examples/Sec = 2266.94, Accuracy = 0.66, Loss = 1.102
[2020-11-27 15:44] EPOCH 0 Train Step 4499/20000, Batch Size = 64,                         Examples/Sec = 2445.55, Accuracy = 0.65, Loss = 1.093
[2020-11-27 15:44] EPOCH 0 Train Step 4549/20000, Batch Size = 64,                         Examples/Sec = 2379.85, Accuracy = 0.67, Loss = 1.061
[2020-11-27 15:44] EPOCH 0 Train Step 4599/20000, Batch Size = 64,                         Examples/Sec = 2628.91, Accuracy = 0.64, Loss = 1.165
[2020-11-27 15:44] EPOCH 0 Train Step 4649/20000, Batch Size = 64,                         Examples/Sec = 2343.55, Accuracy = 0.66, Loss = 1.070
[2020-11-27 15:44] EPOCH 0 Train Step 4699/20000, Batch Size = 64,                         Examples/Sec = 2330.41, Accuracy = 0.65, Loss = 1.178
[2020-11-27 15:44] EPOCH 0 Train Step 4749/20000, Batch Size = 64,                         Examples/Sec = 2247.51, Accuracy = 0.65, Loss = 1.112
[2020-11-27 15:44] EPOCH 0 Train Step 4799/20000, Batch Size = 64,                         Examples/Sec = 2253.58, Accuracy = 0.65, Loss = 1.121
[2020-11-27 15:44] EPOCH 0 Train Step 4849/20000, Batch Size = 64,                         Examples/Sec = 2407.13, Accuracy = 0.64, Loss = 1.147
[2020-11-27 15:44] EPOCH 0 Train Step 4899/20000, Batch Size = 64,                         Examples/Sec = 2265.26, Accuracy = 0.64, Loss = 1.118
[2020-11-27 15:44] EPOCH 0 Train Step 4949/20000, Batch Size = 64,                         Examples/Sec = 2318.76, Accuracy = 0.64, Loss = 1.103
[2020-11-27 15:44] EPOCH 0 Train Step 4999/20000, Batch Size = 64,                         Examples/Sec = 2449.65, Accuracy = 0.66, Loss = 1.115
[2020-11-27 15:44] EPOCH 0 Train Step 5049/20000, Batch Size = 64,                         Examples/Sec = 2377.98, Accuracy = 0.66, Loss = 1.097
[2020-11-27 15:44] EPOCH 0 Train Step 5099/20000, Batch Size = 64,                         Examples/Sec = 2048.36, Accuracy = 0.65, Loss = 1.127
[2020-11-27 15:44] EPOCH 0 Train Step 5149/20000, Batch Size = 64,                         Examples/Sec = 2512.88, Accuracy = 0.64, Loss = 1.116
[2020-11-27 15:44] EPOCH 0 Train Step 5199/20000, Batch Size = 64,                         Examples/Sec = 2300.81, Accuracy = 0.65, Loss = 1.125
[2020-11-27 15:44] EPOCH 0 Train Step 5249/20000, Batch Size = 64,                         Examples/Sec = 2235.56, Accuracy = 0.62, Loss = 1.171
[2020-11-27 15:44] EPOCH 0 Train Step 5299/20000, Batch Size = 64,                         Examples/Sec = 2319.94, Accuracy = 0.65, Loss = 1.077
[2020-11-27 15:44] EPOCH 0 Train Step 5349/20000, Batch Size = 64,                         Examples/Sec = 2533.58, Accuracy = 0.64, Loss = 1.115
[2020-11-27 15:44] EPOCH 0 Train Step 5399/20000, Batch Size = 64,                         Examples/Sec = 2438.31, Accuracy = 0.67, Loss = 1.090
[2020-11-27 15:44] EPOCH 0 Train Step 5449/20000, Batch Size = 64,                         Examples/Sec = 2341.06, Accuracy = 0.64, Loss = 1.129
[2020-11-27 15:44] EPOCH 0 Train Step 5499/20000, Batch Size = 64,                         Examples/Sec = 2368.74, Accuracy = 0.66, Loss = 1.084
[2020-11-27 15:44] EPOCH 0 Train Step 5549/20000, Batch Size = 64,                         Examples/Sec = 2447.15, Accuracy = 0.63, Loss = 1.141
[2020-11-27 15:44] EPOCH 0 Train Step 5599/20000, Batch Size = 64,                         Examples/Sec = 2277.77, Accuracy = 0.65, Loss = 1.101
[2020-11-27 15:44] EPOCH 0 Train Step 5649/20000, Batch Size = 64,                         Examples/Sec = 2315.44, Accuracy = 0.65, Loss = 1.121
[2020-11-27 15:44] EPOCH 0 Train Step 5699/20000, Batch Size = 64,                         Examples/Sec = 2327.60, Accuracy = 0.67, Loss = 1.117
[2020-11-27 15:44] EPOCH 0 Train Step 5749/20000, Batch Size = 64,                         Examples/Sec = 2283.33, Accuracy = 0.64, Loss = 1.131
[2020-11-27 15:44] EPOCH 0 Train Step 5799/20000, Batch Size = 64,                         Examples/Sec = 2342.33, Accuracy = 0.67, Loss = 1.075
[2020-11-27 15:45] EPOCH 0 Train Step 5849/20000, Batch Size = 64,                         Examples/Sec = 2385.46, Accuracy = 0.64, Loss = 1.125
[2020-11-27 15:45] EPOCH 0 Train Step 5899/20000, Batch Size = 64,                         Examples/Sec = 2441.70, Accuracy = 0.66, Loss = 1.107
[2020-11-27 15:45] EPOCH 0 Train Step 5949/20000, Batch Size = 64,                         Examples/Sec = 2280.00, Accuracy = 0.64, Loss = 1.125
[2020-11-27 15:45] EPOCH 0 Train Step 5999/20000, Batch Size = 64,                         Examples/Sec = 2327.12, Accuracy = 0.66, Loss = 1.096
[2020-11-27 15:45] EPOCH 0 Train Step 6049/20000, Batch Size = 64,                         Examples/Sec = 2355.56, Accuracy = 0.66, Loss = 1.081
[2020-11-27 15:45] EPOCH 0 Train Step 6099/20000, Batch Size = 64,                         Examples/Sec = 2447.40, Accuracy = 0.65, Loss = 1.091
[2020-11-27 15:45] EPOCH 0 Train Step 6149/20000, Batch Size = 64,                         Examples/Sec = 2271.64, Accuracy = 0.68, Loss = 1.027
[2020-11-27 15:45] EPOCH 0 Train Step 6199/20000, Batch Size = 64,                         Examples/Sec = 2326.72, Accuracy = 0.66, Loss = 1.052
[2020-11-27 15:45] EPOCH 0 Train Step 6249/20000, Batch Size = 64,                         Examples/Sec = 2280.17, Accuracy = 0.66, Loss = 1.055
[2020-11-27 15:45] EPOCH 0 Train Step 6299/20000, Batch Size = 64,                         Examples/Sec = 2447.17, Accuracy = 0.66, Loss = 1.102
[2020-11-27 15:45] EPOCH 0 Train Step 6349/20000, Batch Size = 64,                         Examples/Sec = 2287.98, Accuracy = 0.66, Loss = 1.113
[2020-11-27 15:45] EPOCH 0 Train Step 6399/20000, Batch Size = 64,                         Examples/Sec = 2258.61, Accuracy = 0.67, Loss = 1.091
[2020-11-27 15:45] EPOCH 0 Train Step 6449/20000, Batch Size = 64,                         Examples/Sec = 2330.86, Accuracy = 0.66, Loss = 1.079
[2020-11-27 15:45] EPOCH 0 Train Step 6499/20000, Batch Size = 64,                         Examples/Sec = 2316.46, Accuracy = 0.66, Loss = 1.064
[2020-11-27 15:45] EPOCH 0 Train Step 6549/20000, Batch Size = 64,                         Examples/Sec = 2342.53, Accuracy = 0.66, Loss = 1.046
[2020-11-27 15:45] EPOCH 0 Train Step 6599/20000, Batch Size = 64,                         Examples/Sec = 2318.48, Accuracy = 0.65, Loss = 1.095
[2020-11-27 15:45] EPOCH 0 Train Step 6649/20000, Batch Size = 64,                         Examples/Sec = 2470.67, Accuracy = 0.68, Loss = 1.021
[2020-11-27 15:45] EPOCH 0 Train Step 6699/20000, Batch Size = 64,                         Examples/Sec = 2329.60, Accuracy = 0.66, Loss = 1.091
[2020-11-27 15:45] EPOCH 0 Train Step 6749/20000, Batch Size = 64,                         Examples/Sec = 2319.16, Accuracy = 0.67, Loss = 1.060
[2020-11-27 15:45] EPOCH 0 Train Step 6799/20000, Batch Size = 64,                         Examples/Sec = 2318.46, Accuracy = 0.65, Loss = 1.109
[2020-11-27 15:45] EPOCH 0 Train Step 6849/20000, Batch Size = 64,                         Examples/Sec = 2343.27, Accuracy = 0.65, Loss = 1.089
[2020-11-27 15:45] EPOCH 0 Train Step 6899/20000, Batch Size = 64,                         Examples/Sec = 2335.74, Accuracy = 0.65, Loss = 1.117
[2020-11-27 15:45] EPOCH 0 Train Step 6949/20000, Batch Size = 64,                         Examples/Sec = 2379.96, Accuracy = 0.65, Loss = 1.084
[2020-11-27 15:45] EPOCH 0 Train Step 6999/20000, Batch Size = 64,                         Examples/Sec = 2377.96, Accuracy = 0.66, Loss = 1.082
[2020-11-27 15:45] EPOCH 0 Train Step 7049/20000, Batch Size = 64,                         Examples/Sec = 2190.34, Accuracy = 0.65, Loss = 1.114
[2020-11-27 15:45] EPOCH 0 Train Step 7099/20000, Batch Size = 64,                         Examples/Sec = 2319.16, Accuracy = 0.66, Loss = 1.080
[2020-11-27 15:45] EPOCH 0 Train Step 7149/20000, Batch Size = 64,                         Examples/Sec = 2271.70, Accuracy = 0.67, Loss = 1.053
[2020-11-27 15:45] EPOCH 0 Train Step 7199/20000, Batch Size = 64,                         Examples/Sec = 2421.76, Accuracy = 0.65, Loss = 1.094
[2020-11-27 15:45] EPOCH 0 Train Step 7249/20000, Batch Size = 64,                         Examples/Sec = 2344.91, Accuracy = 0.66, Loss = 1.124
[2020-11-27 15:45] EPOCH 0 Train Step 7299/20000, Batch Size = 64,                         Examples/Sec = 2392.22, Accuracy = 0.68, Loss = 1.040
[2020-11-27 15:45] EPOCH 0 Train Step 7349/20000, Batch Size = 64,                         Examples/Sec = 2331.48, Accuracy = 0.66, Loss = 1.082
[2020-11-27 15:45] EPOCH 0 Train Step 7399/20000, Batch Size = 64,                         Examples/Sec = 2435.14, Accuracy = 0.64, Loss = 1.117
[2020-11-27 15:45] EPOCH 0 Train Step 7449/20000, Batch Size = 64,                         Examples/Sec = 2344.25, Accuracy = 0.66, Loss = 1.067
[2020-11-27 15:45] EPOCH 0 Train Step 7499/20000, Batch Size = 64,                         Examples/Sec = 2439.17, Accuracy = 0.67, Loss = 1.045
[2020-11-27 15:45] EPOCH 0 Train Step 7549/20000, Batch Size = 64,                         Examples/Sec = 2186.28, Accuracy = 0.67, Loss = 1.038
[2020-11-27 15:45] EPOCH 0 Train Step 7599/20000, Batch Size = 64,                         Examples/Sec = 2223.22, Accuracy = 0.66, Loss = 1.084
[2020-11-27 15:45] EPOCH 0 Train Step 7649/20000, Batch Size = 64,                         Examples/Sec = 2251.31, Accuracy = 0.67, Loss = 1.033
[2020-11-27 15:45] EPOCH 0 Train Step 7699/20000, Batch Size = 64,                         Examples/Sec = 2392.13, Accuracy = 0.66, Loss = 1.070
[2020-11-27 15:46] EPOCH 0 Train Step 7749/20000, Batch Size = 64,                         Examples/Sec = 2298.47, Accuracy = 0.67, Loss = 1.032
[2020-11-27 15:46] EPOCH 0 Train Step 7799/20000, Batch Size = 64,                         Examples/Sec = 2462.58, Accuracy = 0.67, Loss = 1.057
[2020-11-27 15:46] EPOCH 0 Train Step 7849/20000, Batch Size = 64,                         Examples/Sec = 2693.84, Accuracy = 0.66, Loss = 1.071
[2020-11-27 15:46] EPOCH 0 Train Step 7899/20000, Batch Size = 64,                         Examples/Sec = 2322.91, Accuracy = 0.65, Loss = 1.065
[2020-11-27 15:46] EPOCH 0 Train Step 7949/20000, Batch Size = 64,                         Examples/Sec = 2479.96, Accuracy = 0.65, Loss = 1.073
[2020-11-27 15:46] EPOCH 0 Train Step 7999/20000, Batch Size = 64,                         Examples/Sec = 2333.57, Accuracy = 0.66, Loss = 1.071
[2020-11-27 15:46] EPOCH 0 Train Step 8049/20000, Batch Size = 64,                         Examples/Sec = 2259.48, Accuracy = 0.67, Loss = 1.035
[2020-11-27 15:46] EPOCH 0 Train Step 8099/20000, Batch Size = 64,                         Examples/Sec = 2446.57, Accuracy = 0.68, Loss = 1.024
[2020-11-27 15:46] EPOCH 0 Train Step 8149/20000, Batch Size = 64,                         Examples/Sec = 2436.16, Accuracy = 0.68, Loss = 1.022
[2020-11-27 15:46] EPOCH 0 Train Step 8199/20000, Batch Size = 64,                         Examples/Sec = 2360.66, Accuracy = 0.67, Loss = 1.044
[2020-11-27 15:46] EPOCH 0 Train Step 8249/20000, Batch Size = 64,                         Examples/Sec = 2261.59, Accuracy = 0.67, Loss = 1.072
[2020-11-27 15:46] EPOCH 0 Train Step 8299/20000, Batch Size = 64,                         Examples/Sec = 2334.46, Accuracy = 0.67, Loss = 1.049
[2020-11-27 15:46] EPOCH 0 Train Step 8349/20000, Batch Size = 64,                         Examples/Sec = 2295.54, Accuracy = 0.67, Loss = 1.004
[2020-11-27 15:46] EPOCH 0 Train Step 8399/20000, Batch Size = 64,                         Examples/Sec = 2322.59, Accuracy = 0.68, Loss = 1.010
[2020-11-27 15:46] EPOCH 0 Train Step 8449/20000, Batch Size = 64,                         Examples/Sec = 2312.17, Accuracy = 0.65, Loss = 1.095
[2020-11-27 15:46] EPOCH 0 Train Step 8499/20000, Batch Size = 64,                         Examples/Sec = 2449.36, Accuracy = 0.66, Loss = 1.083
[2020-11-27 15:46] EPOCH 0 Train Step 8549/20000, Batch Size = 64,                         Examples/Sec = 2593.03, Accuracy = 0.66, Loss = 1.055
[2020-11-27 15:46] EPOCH 0 Train Step 8599/20000, Batch Size = 64,                         Examples/Sec = 2268.55, Accuracy = 0.66, Loss = 1.063
[2020-11-27 15:46] EPOCH 1 Train Step 8649/20000, Batch Size = 64,                         Examples/Sec = 2346.01, Accuracy = 0.66, Loss = 1.048
[2020-11-27 15:46] EPOCH 1 Train Step 8699/20000, Batch Size = 64,                         Examples/Sec = 2242.55, Accuracy = 0.66, Loss = 1.057
[2020-11-27 15:46] EPOCH 1 Train Step 8749/20000, Batch Size = 64,                         Examples/Sec = 2212.08, Accuracy = 0.67, Loss = 1.054
[2020-11-27 15:46] EPOCH 1 Train Step 8799/20000, Batch Size = 64,                         Examples/Sec = 2315.26, Accuracy = 0.68, Loss = 1.016
[2020-11-27 15:46] EPOCH 1 Train Step 8849/20000, Batch Size = 64,                         Examples/Sec = 2239.07, Accuracy = 0.68, Loss = 1.025
