Namespace(batch_size=64, device='cuda:0', dropout_keep_prob=1.0, learning_rate=0.002, learning_rate_decay=0.96, learning_rate_step=5000, lstm_num_hidden=128, lstm_num_layers=2, max_norm=5.0, print_every=50, sample_every=100, seq_length=30, summary_path='./summaries/', train_steps=1000000.0, txt_file='./assets/book_EN_grimms_fairy_tails.txt')
cuda:0
./assets/book_EN_grimms_fairy_tails.txt
Initialize dataset with 550595 characters, 91 unique.
[2020-11-20 19:07] Train Step 0049/1000000.000000, Batch Size = 64,                     Examples/Sec = 2471.35, Accuracy = 0.30, Loss = 2.582
[2020-11-20 19:10] Train Step 5599/1000000.000000, Batch Size = 64,                     Examples/Sec = 2432.45, Accuracy = 0.66, Loss = 1.084
[2020-11-20 19:10] Train Step 5649/1000000.000000, Batch Size = 64,                     Examples/Sec = 2350.45, Accuracy = 0.65, Loss = 1.114
[2020-11-20 19:10] Train Step 5699/1000000.000000, Batch Size = 64,                     Examples/Sec = 2496.86, Accuracy = 0.65, Loss = 1.081
[2020-11-20 19:10] Train Step 5749/1000000.000000, Batch Size = 64,                     Examples/Sec = 2278.89, Accuracy = 0.65, Loss = 1.089
[2020-11-20 19:10] Train Step 5799/1000000.000000, Batch Size = 64,                     Examples/Sec = 2426.43, Accuracy = 0.65, Loss = 1.093
[2020-11-20 19:10] Train Step 5849/1000000.000000, Batch Size = 64,                     Examples/Sec = 2434.83, Accuracy = 0.65, Loss = 1.132
[2020-11-20 19:10] Train Step 5899/1000000.000000, Batch Size = 64,                     Examples/Sec = 2321.60, Accuracy = 0.64, Loss = 1.094
[2020-11-20 19:10] Train Step 5949/1000000.000000, Batch Size = 64,                     Examples/Sec = 2444.23, Accuracy = 0.65, Loss = 1.097
[2020-11-20 19:10] Train Step 5999/1000000.000000, Batch Size = 64,                     Examples/Sec = 2260.17, Accuracy = 0.67, Loss = 1.077
[2020-11-20 19:10] Train Step 6049/1000000.000000, Batch Size = 64,                     Examples/Sec = 2322.79, Accuracy = 0.68, Loss = 1.009
[2020-11-20 19:10] Train Step 6099/1000000.000000, Batch Size = 64,                     Examples/Sec = 2637.25, Accuracy = 0.65, Loss = 1.081
[2020-11-20 19:10] Train Step 6149/1000000.000000, Batch Size = 64,                     Examples/Sec = 2447.89, Accuracy = 0.65, Loss = 1.115
[2020-11-20 19:10] Train Step 6199/1000000.000000, Batch Size = 64,                     Examples/Sec = 2288.08, Accuracy = 0.65, Loss = 1.111
[2020-11-20 19:10] Train Step 6249/1000000.000000, Batch Size = 64,                     Examples/Sec = 2423.58, Accuracy = 0.65, Loss = 1.096
[2020-11-20 19:10] Train Step 6299/1000000.000000, Batch Size = 64,                     Examples/Sec = 2252.62, Accuracy = 0.67, Loss = 1.082
[2020-11-20 19:10] Train Step 6349/1000000.000000, Batch Size = 64,                     Examples/Sec = 2334.67, Accuracy = 0.67, Loss = 1.068
[2020-11-20 19:10] Train Step 6399/1000000.000000, Batch Size = 64,                     Examples/Sec = 2330.86, Accuracy = 0.65, Loss = 1.076
[2020-11-20 19:10] Train Step 6449/1000000.000000, Batch Size = 64,                     Examples/Sec = 2225.19, Accuracy = 0.68, Loss = 1.044
[2020-11-20 19:10] Train Step 6499/1000000.000000, Batch Size = 64,                     Examples/Sec = 2253.03, Accuracy = 0.65, Loss = 1.103
[2020-11-20 19:10] Train Step 6549/1000000.000000, Batch Size = 64,                     Examples/Sec = 2246.36, Accuracy = 0.66, Loss = 1.060
[2020-11-20 19:10] Train Step 6599/1000000.000000, Batch Size = 64,                     Examples/Sec = 2256.94, Accuracy = 0.67, Loss = 1.055
[2020-11-20 19:10] Train Step 6649/1000000.000000, Batch Size = 64,                     Examples/Sec = 2266.46, Accuracy = 0.66, Loss = 1.054
[2020-11-20 19:10] Train Step 6699/1000000.000000, Batch Size = 64,                     Examples/Sec = 2315.22, Accuracy = 0.67, Loss = 1.055
[2020-11-20 19:10] Train Step 6749/1000000.000000, Batch Size = 64,                     Examples/Sec = 2522.01, Accuracy = 0.68, Loss = 0.995
[2020-11-20 19:10] Train Step 6799/1000000.000000, Batch Size = 64,                     Examples/Sec = 2314.18, Accuracy = 0.67, Loss = 1.084
[2020-11-20 19:10] Train Step 6849/1000000.000000, Batch Size = 64,                     Examples/Sec = 2408.66, Accuracy = 0.67, Loss = 1.038
[2020-11-20 19:10] Train Step 6899/1000000.000000, Batch Size = 64,                     Examples/Sec = 2370.75, Accuracy = 0.65, Loss = 1.074
[2020-11-20 19:10] Train Step 6949/1000000.000000, Batch Size = 64,                     Examples/Sec = 2464.02, Accuracy = 0.67, Loss = 1.052
[2020-11-20 19:10] Train Step 6999/1000000.000000, Batch Size = 64,                     Examples/Sec = 2400.47, Accuracy = 0.66, Loss = 1.108
[2020-11-20 19:10] Train Step 7049/1000000.000000, Batch Size = 64,                     Examples/Sec = 2416.29, Accuracy = 0.67, Loss = 1.072
[2020-11-20 19:10] Train Step 7099/1000000.000000, Batch Size = 64,                     Examples/Sec = 2224.21, Accuracy = 0.67, Loss = 1.061
[2020-11-20 19:10] Train Step 7149/1000000.000000, Batch Size = 64,                     Examples/Sec = 2322.41, Accuracy = 0.65, Loss = 1.084
[2020-11-20 19:10] Train Step 7199/1000000.000000, Batch Size = 64,                     Examples/Sec = 2328.05, Accuracy = 0.67, Loss = 1.047
[2020-11-20 19:10] Train Step 7249/1000000.000000, Batch Size = 64,                     Examples/Sec = 2336.29, Accuracy = 0.67, Loss = 1.035
[2020-11-20 19:10] Train Step 7299/1000000.000000, Batch Size = 64,                     Examples/Sec = 2706.96, Accuracy = 0.64, Loss = 1.119
[2020-11-20 19:10] Train Step 7349/1000000.000000, Batch Size = 64,                     Examples/Sec = 2637.41, Accuracy = 0.67, Loss = 1.054
[2020-11-20 19:10] Train Step 7399/1000000.000000, Batch Size = 64,                     Examples/Sec = 2383.57, Accuracy = 0.67, Loss = 1.067
[2020-11-20 19:10] Train Step 7449/1000000.000000, Batch Size = 64,                     Examples/Sec = 2296.15, Accuracy = 0.65, Loss = 1.066
[2020-11-20 19:10] Train Step 7499/1000000.000000, Batch Size = 64,                     Examples/Sec = 2377.18, Accuracy = 0.66, Loss = 1.075
[2020-11-20 19:10] Train Step 7549/1000000.000000, Batch Size = 64,                     Examples/Sec = 2551.81, Accuracy = 0.66, Loss = 1.050
[2020-11-20 19:11] Train Step 7599/1000000.000000, Batch Size = 64,                     Examples/Sec = 2306.11, Accuracy = 0.66, Loss = 1.098
[2020-11-20 19:11] Train Step 7649/1000000.000000, Batch Size = 64,                     Examples/Sec = 2497.28, Accuracy = 0.68, Loss = 1.002
[2020-11-20 19:11] Train Step 7699/1000000.000000, Batch Size = 64,                     Examples/Sec = 2543.62, Accuracy = 0.66, Loss = 1.061
[2020-11-20 19:11] Train Step 7749/1000000.000000, Batch Size = 64,                     Examples/Sec = 2505.11, Accuracy = 0.66, Loss = 1.079
[2020-11-20 19:11] Train Step 7799/1000000.000000, Batch Size = 64,                     Examples/Sec = 2347.76, Accuracy = 0.67, Loss = 1.033
[2020-11-20 19:11] Train Step 7849/1000000.000000, Batch Size = 64,                     Examples/Sec = 2417.75, Accuracy = 0.68, Loss = 0.995
[2020-11-20 19:11] Train Step 7899/1000000.000000, Batch Size = 64,                     Examples/Sec = 2303.75, Accuracy = 0.67, Loss = 1.065
[2020-11-20 19:11] Train Step 7949/1000000.000000, Batch Size = 64,                     Examples/Sec = 2207.75, Accuracy = 0.67, Loss = 1.063
[2020-11-20 19:11] Train Step 7999/1000000.000000, Batch Size = 64,                     Examples/Sec = 2406.69, Accuracy = 0.65, Loss = 1.085
[2020-11-20 19:11] Train Step 8049/1000000.000000, Batch Size = 64,                     Examples/Sec = 2679.42, Accuracy = 0.66, Loss = 1.079
[2020-11-20 19:11] Train Step 8099/1000000.000000, Batch Size = 64,                     Examples/Sec = 2311.19, Accuracy = 0.68, Loss = 0.996
[2020-11-20 19:11] Train Step 8149/1000000.000000, Batch Size = 64,                     Examples/Sec = 2288.74, Accuracy = 0.66, Loss = 1.056
[2020-11-20 19:11] Train Step 8199/1000000.000000, Batch Size = 64,                     Examples/Sec = 2381.82, Accuracy = 0.66, Loss = 1.072
[2020-11-20 19:11] Train Step 8249/1000000.000000, Batch Size = 64,                     Examples/Sec = 2293.81, Accuracy = 0.66, Loss = 1.068
[2020-11-20 19:11] Train Step 8299/1000000.000000, Batch Size = 64,                     Examples/Sec = 2345.52, Accuracy = 0.66, Loss = 1.040
[2020-11-20 19:11] Train Step 8349/1000000.000000, Batch Size = 64,                     Examples/Sec = 2442.41, Accuracy = 0.67, Loss = 1.035
[2020-11-20 19:11] Train Step 8399/1000000.000000, Batch Size = 64,                     Examples/Sec = 2403.98, Accuracy = 0.65, Loss = 1.054
[2020-11-20 19:11] Train Step 8449/1000000.000000, Batch Size = 64,                     Examples/Sec = 2330.84, Accuracy = 0.68, Loss = 0.998
[2020-11-20 19:11] Train Step 8499/1000000.000000, Batch Size = 64,                     Examples/Sec = 2247.85, Accuracy = 0.66, Loss = 1.062
[2020-11-20 19:11] Train Step 8549/1000000.000000, Batch Size = 64,                     Examples/Sec = 2452.45, Accuracy = 0.67, Loss = 1.031
[2020-11-20 19:11] Train Step 8599/1000000.000000, Batch Size = 64,                     Examples/Sec = 2281.16, Accuracy = 0.65, Loss = 1.096
Done training.
