Namespace(batch_size=64, device='cuda', dropout_keep_prob=1.0, learning_rate=0.002, learning_rate_decay=0.96, learning_rate_step=5000, load_model=None, lstm_num_hidden=512, lstm_num_layers=2, max_epochs=5, max_norm=5.0, plot=False, print_every=100, sample_every=1000, seq_length=30, summary_path='./summaries/', train=True, train_steps=42000, txt_file='./assets/book_NL_darwin_reis_om_de_wereld.txt')
Device: cuda
Txt file: ./assets/book_NL_darwin_reis_om_de_wereld.txt
Initialize dataset with 1366815 characters, 115 unique.
[2020-11-28 00:38] EPOCH 0 Train Step 0099/42000, Batch Size = 64,                         Examples/Sec = 4597.13, Accuracy = 0.32, Loss = 2.468
[2020-11-28 00:39] EPOCH 0 Train Step 1899/42000, Batch Size = 64,                         Examples/Sec = 4814.64, Accuracy = 0.54, Loss = 1.491
[2020-11-28 00:39] EPOCH 0 Train Step 1999/42000, Batch Size = 64,                         Examples/Sec = 5074.59, Accuracy = 0.54, Loss = 1.553
[2020-11-28 00:39] EPOCH 0 Train Step 2099/42000, Batch Size = 64,                         Examples/Sec = 4964.04, Accuracy = 0.52, Loss = 1.553
[2020-11-28 00:39] EPOCH 0 Train Step 2199/42000, Batch Size = 64,                         Examples/Sec = 5278.34, Accuracy = 0.54, Loss = 1.494
[2020-11-28 00:39] EPOCH 0 Train Step 2299/42000, Batch Size = 64,                         Examples/Sec = 5162.82, Accuracy = 0.54, Loss = 1.501
[2020-11-28 00:39] EPOCH 0 Train Step 2399/42000, Batch Size = 64,                         Examples/Sec = 5317.03, Accuracy = 0.55, Loss = 1.490
[2020-11-28 00:39] EPOCH 0 Train Step 2499/42000, Batch Size = 64,                         Examples/Sec = 5105.67, Accuracy = 0.57, Loss = 1.473
[2020-11-28 00:39] EPOCH 0 Train Step 2599/42000, Batch Size = 64,                         Examples/Sec = 4567.71, Accuracy = 0.56, Loss = 1.427
[2020-11-28 00:39] EPOCH 0 Train Step 2699/42000, Batch Size = 64,                         Examples/Sec = 4988.12, Accuracy = 0.55, Loss = 1.492
[2020-11-28 00:39] EPOCH 0 Train Step 2799/42000, Batch Size = 64,                         Examples/Sec = 4995.26, Accuracy = 0.54, Loss = 1.536
[2020-11-28 00:39] EPOCH 0 Train Step 2899/42000, Batch Size = 64,                         Examples/Sec = 5210.11, Accuracy = 0.53, Loss = 1.522
[2020-11-28 00:39] EPOCH 0 Train Step 2999/42000, Batch Size = 64,                         Examples/Sec = 5318.08, Accuracy = 0.56, Loss = 1.481
[2020-11-28 00:39] EPOCH 0 Train Step 3099/42000, Batch Size = 64,                         Examples/Sec = 5332.98, Accuracy = 0.54, Loss = 1.489
[2020-11-28 00:39] EPOCH 0 Train Step 3199/42000, Batch Size = 64,                         Examples/Sec = 4966.15, Accuracy = 0.54, Loss = 1.535
[2020-11-28 00:39] EPOCH 0 Train Step 3299/42000, Batch Size = 64,                         Examples/Sec = 5057.00, Accuracy = 0.57, Loss = 1.443
[2020-11-28 00:39] EPOCH 0 Train Step 3399/42000, Batch Size = 64,                         Examples/Sec = 5918.02, Accuracy = 0.56, Loss = 1.489
[2020-11-28 00:39] EPOCH 0 Train Step 3499/42000, Batch Size = 64,                         Examples/Sec = 4374.55, Accuracy = 0.57, Loss = 1.388
[2020-11-28 00:39] EPOCH 0 Train Step 3599/42000, Batch Size = 64,                         Examples/Sec = 4483.26, Accuracy = 0.58, Loss = 1.413
[2020-11-28 00:39] EPOCH 0 Train Step 3699/42000, Batch Size = 64,                         Examples/Sec = 4429.19, Accuracy = 0.57, Loss = 1.440
[2020-11-28 00:39] EPOCH 0 Train Step 3799/42000, Batch Size = 64,                         Examples/Sec = 4277.17, Accuracy = 0.58, Loss = 1.397
[2020-11-28 00:39] EPOCH 0 Train Step 3899/42000, Batch Size = 64,                         Examples/Sec = 4676.66, Accuracy = 0.55, Loss = 1.490
[2020-11-28 00:39] EPOCH 0 Train Step 3999/42000, Batch Size = 64,                         Examples/Sec = 4646.54, Accuracy = 0.57, Loss = 1.446
[2020-11-28 00:39] EPOCH 0 Train Step 4099/42000, Batch Size = 64,                         Examples/Sec = 4537.07, Accuracy = 0.56, Loss = 1.461
[2020-11-28 00:39] EPOCH 0 Train Step 4199/42000, Batch Size = 64,                         Examples/Sec = 4685.31, Accuracy = 0.57, Loss = 1.444
[2020-11-28 00:39] EPOCH 0 Train Step 4299/42000, Batch Size = 64,                         Examples/Sec = 5588.68, Accuracy = 0.55, Loss = 1.443
[2020-11-28 00:39] EPOCH 0 Train Step 4399/42000, Batch Size = 64,                         Examples/Sec = 5415.17, Accuracy = 0.59, Loss = 1.350
[2020-11-28 00:39] EPOCH 0 Train Step 4499/42000, Batch Size = 64,                         Examples/Sec = 5333.19, Accuracy = 0.58, Loss = 1.380
[2020-11-28 00:39] EPOCH 0 Train Step 4599/42000, Batch Size = 64,                         Examples/Sec = 5247.90, Accuracy = 0.56, Loss = 1.444
[2020-11-28 00:39] EPOCH 0 Train Step 4699/42000, Batch Size = 64,                         Examples/Sec = 5294.27, Accuracy = 0.57, Loss = 1.386
[2020-11-28 00:39] EPOCH 0 Train Step 4799/42000, Batch Size = 64,                         Examples/Sec = 5646.64, Accuracy = 0.57, Loss = 1.464
[2020-11-28 00:39] EPOCH 0 Train Step 4899/42000, Batch Size = 64,                         Examples/Sec = 5541.26, Accuracy = 0.59, Loss = 1.338
[2020-11-28 00:39] EPOCH 0 Train Step 4999/42000, Batch Size = 64,                         Examples/Sec = 5959.41, Accuracy = 0.56, Loss = 1.475
[2020-11-28 00:39] EPOCH 0 Train Step 5099/42000, Batch Size = 64,                         Examples/Sec = 4402.67, Accuracy = 0.57, Loss = 1.421
[2020-11-28 00:40] EPOCH 0 Train Step 5199/42000, Batch Size = 64,                         Examples/Sec = 4589.50, Accuracy = 0.58, Loss = 1.371
[2020-11-28 00:40] EPOCH 0 Train Step 5299/42000, Batch Size = 64,                         Examples/Sec = 5551.35, Accuracy = 0.57, Loss = 1.395
[2020-11-28 00:40] EPOCH 0 Train Step 5399/42000, Batch Size = 64,                         Examples/Sec = 5446.93, Accuracy = 0.56, Loss = 1.377
[2020-11-28 00:40] EPOCH 0 Train Step 5499/42000, Batch Size = 64,                         Examples/Sec = 5099.46, Accuracy = 0.58, Loss = 1.417
[2020-11-28 00:40] EPOCH 0 Train Step 5599/42000, Batch Size = 64,                         Examples/Sec = 5184.35, Accuracy = 0.57, Loss = 1.404
[2020-11-28 00:40] EPOCH 0 Train Step 5699/42000, Batch Size = 64,                         Examples/Sec = 5299.18, Accuracy = 0.57, Loss = 1.355
[2020-11-28 00:40] EPOCH 0 Train Step 5799/42000, Batch Size = 64,                         Examples/Sec = 4959.64, Accuracy = 0.57, Loss = 1.384
[2020-11-28 00:40] EPOCH 0 Train Step 5899/42000, Batch Size = 64,                         Examples/Sec = 5284.79, Accuracy = 0.57, Loss = 1.396
[2020-11-28 00:40] EPOCH 0 Train Step 5999/42000, Batch Size = 64,                         Examples/Sec = 5166.59, Accuracy = 0.58, Loss = 1.373
[2020-11-28 00:40] EPOCH 0 Train Step 6099/42000, Batch Size = 64,                         Examples/Sec = 5400.57, Accuracy = 0.59, Loss = 1.425
[2020-11-28 00:40] EPOCH 0 Train Step 6199/42000, Batch Size = 64,                         Examples/Sec = 5805.27, Accuracy = 0.57, Loss = 1.350
[2020-11-28 00:40] EPOCH 0 Train Step 6299/42000, Batch Size = 64,                         Examples/Sec = 5712.97, Accuracy = 0.57, Loss = 1.357
[2020-11-28 00:40] EPOCH 0 Train Step 6399/42000, Batch Size = 64,                         Examples/Sec = 4469.98, Accuracy = 0.58, Loss = 1.378
[2020-11-28 00:40] EPOCH 0 Train Step 6499/42000, Batch Size = 64,                         Examples/Sec = 4671.77, Accuracy = 0.58, Loss = 1.349
[2020-11-28 00:40] EPOCH 0 Train Step 6599/42000, Batch Size = 64,                         Examples/Sec = 4500.55, Accuracy = 0.58, Loss = 1.346
[2020-11-28 00:40] EPOCH 0 Train Step 6699/42000, Batch Size = 64,                         Examples/Sec = 4343.69, Accuracy = 0.59, Loss = 1.322
[2020-11-28 00:40] EPOCH 0 Train Step 6799/42000, Batch Size = 64,                         Examples/Sec = 4607.78, Accuracy = 0.60, Loss = 1.347
[2020-11-28 00:40] EPOCH 0 Train Step 6899/42000, Batch Size = 64,                         Examples/Sec = 5628.52, Accuracy = 0.60, Loss = 1.317
[2020-11-28 00:40] EPOCH 0 Train Step 6999/42000, Batch Size = 64,                         Examples/Sec = 5998.56, Accuracy = 0.59, Loss = 1.345
[2020-11-28 00:40] EPOCH 0 Train Step 7099/42000, Batch Size = 64,                         Examples/Sec = 5615.22, Accuracy = 0.60, Loss = 1.350
[2020-11-28 00:40] EPOCH 0 Train Step 7199/42000, Batch Size = 64,                         Examples/Sec = 6015.23, Accuracy = 0.59, Loss = 1.346
[2020-11-28 00:40] EPOCH 0 Train Step 7299/42000, Batch Size = 64,                         Examples/Sec = 5710.30, Accuracy = 0.57, Loss = 1.359
[2020-11-28 00:40] EPOCH 0 Train Step 7399/42000, Batch Size = 64,                         Examples/Sec = 5586.24, Accuracy = 0.59, Loss = 1.358
[2020-11-28 00:40] EPOCH 0 Train Step 7499/42000, Batch Size = 64,                         Examples/Sec = 5554.22, Accuracy = 0.58, Loss = 1.341
[2020-11-28 00:40] EPOCH 0 Train Step 7599/42000, Batch Size = 64,                         Examples/Sec = 5742.67, Accuracy = 0.59, Loss = 1.375
[2020-11-28 00:40] EPOCH 0 Train Step 7699/42000, Batch Size = 64,                         Examples/Sec = 6172.63, Accuracy = 0.58, Loss = 1.349
[2020-11-28 00:40] EPOCH 0 Train Step 7799/42000, Batch Size = 64,                         Examples/Sec = 5102.56, Accuracy = 0.59, Loss = 1.327
[2020-11-28 00:40] EPOCH 0 Train Step 7899/42000, Batch Size = 64,                         Examples/Sec = 6025.35, Accuracy = 0.58, Loss = 1.377
[2020-11-28 00:40] EPOCH 0 Train Step 7999/42000, Batch Size = 64,                         Examples/Sec = 4734.23, Accuracy = 0.56, Loss = 1.416
[2020-11-28 00:40] EPOCH 0 Train Step 8099/42000, Batch Size = 64,                         Examples/Sec = 4389.21, Accuracy = 0.59, Loss = 1.325
[2020-11-28 00:40] EPOCH 0 Train Step 8199/42000, Batch Size = 64,                         Examples/Sec = 4614.43, Accuracy = 0.59, Loss = 1.312
[2020-11-28 00:40] EPOCH 0 Train Step 8299/42000, Batch Size = 64,                         Examples/Sec = 6095.13, Accuracy = 0.60, Loss = 1.311
[2020-11-28 00:40] EPOCH 0 Train Step 8399/42000, Batch Size = 64,                         Examples/Sec = 5621.33, Accuracy = 0.60, Loss = 1.290
[2020-11-28 00:40] EPOCH 0 Train Step 8499/42000, Batch Size = 64,                         Examples/Sec = 4643.73, Accuracy = 0.58, Loss = 1.369
[2020-11-28 00:40] EPOCH 0 Train Step 8599/42000, Batch Size = 64,                         Examples/Sec = 5512.93, Accuracy = 0.57, Loss = 1.349
[2020-11-28 00:40] EPOCH 0 Train Step 8699/42000, Batch Size = 64,                         Examples/Sec = 5530.42, Accuracy = 0.60, Loss = 1.319
[2020-11-28 00:41] EPOCH 0 Train Step 8799/42000, Batch Size = 64,                         Examples/Sec = 5157.16, Accuracy = 0.59, Loss = 1.316
[2020-11-28 00:41] EPOCH 0 Train Step 8899/42000, Batch Size = 64,                         Examples/Sec = 5157.96, Accuracy = 0.58, Loss = 1.345
[2020-11-28 00:41] EPOCH 0 Train Step 8999/42000, Batch Size = 64,                         Examples/Sec = 5252.63, Accuracy = 0.58, Loss = 1.340
[2020-11-28 00:41] EPOCH 0 Train Step 9099/42000, Batch Size = 64,                         Examples/Sec = 5714.68, Accuracy = 0.59, Loss = 1.292
[2020-11-28 00:41] EPOCH 0 Train Step 9199/42000, Batch Size = 64,                         Examples/Sec = 4489.34, Accuracy = 0.60, Loss = 1.331
[2020-11-28 00:41] EPOCH 0 Train Step 9299/42000, Batch Size = 64,                         Examples/Sec = 4314.71, Accuracy = 0.62, Loss = 1.295
[2020-11-28 00:41] EPOCH 0 Train Step 9399/42000, Batch Size = 64,                         Examples/Sec = 4582.06, Accuracy = 0.59, Loss = 1.302
[2020-11-28 00:41] EPOCH 0 Train Step 9499/42000, Batch Size = 64,                         Examples/Sec = 4636.67, Accuracy = 0.60, Loss = 1.267
[2020-11-28 00:41] EPOCH 0 Train Step 9599/42000, Batch Size = 64,                         Examples/Sec = 4591.70, Accuracy = 0.59, Loss = 1.362
[2020-11-28 00:41] EPOCH 0 Train Step 9699/42000, Batch Size = 64,                         Examples/Sec = 4336.04, Accuracy = 0.59, Loss = 1.381
[2020-11-28 00:41] EPOCH 0 Train Step 9799/42000, Batch Size = 64,                         Examples/Sec = 4493.70, Accuracy = 0.59, Loss = 1.304
[2020-11-28 00:41] EPOCH 0 Train Step 9899/42000, Batch Size = 64,                         Examples/Sec = 4315.54, Accuracy = 0.59, Loss = 1.331
[2020-11-28 00:41] EPOCH 0 Train Step 9999/42000, Batch Size = 64,                         Examples/Sec = 4054.37, Accuracy = 0.58, Loss = 1.379
[2020-11-28 00:41] EPOCH 0 Train Step 10099/42000, Batch Size = 64,                         Examples/Sec = 4701.48, Accuracy = 0.61, Loss = 1.292
[2020-11-28 00:41] EPOCH 0 Train Step 10199/42000, Batch Size = 64,                         Examples/Sec = 5195.49, Accuracy = 0.58, Loss = 1.352
[2020-11-28 00:41] EPOCH 0 Train Step 10299/42000, Batch Size = 64,                         Examples/Sec = 5071.90, Accuracy = 0.60, Loss = 1.337
[2020-11-28 00:41] EPOCH 0 Train Step 10399/42000, Batch Size = 64,                         Examples/Sec = 5190.47, Accuracy = 0.60, Loss = 1.301
[2020-11-28 00:41] EPOCH 0 Train Step 10499/42000, Batch Size = 64,                         Examples/Sec = 5585.77, Accuracy = 0.60, Loss = 1.282
[2020-11-28 00:41] EPOCH 0 Train Step 10599/42000, Batch Size = 64,                         Examples/Sec = 5194.08, Accuracy = 0.60, Loss = 1.293
[2020-11-28 00:41] EPOCH 0 Train Step 10699/42000, Batch Size = 64,                         Examples/Sec = 5260.66, Accuracy = 0.59, Loss = 1.341
[2020-11-28 00:41] EPOCH 0 Train Step 10799/42000, Batch Size = 64,                         Examples/Sec = 5383.24, Accuracy = 0.59, Loss = 1.318
[2020-11-28 00:41] EPOCH 0 Train Step 10899/42000, Batch Size = 64,                         Examples/Sec = 5387.35, Accuracy = 0.61, Loss = 1.256
[2020-11-28 00:41] EPOCH 0 Train Step 10999/42000, Batch Size = 64,                         Examples/Sec = 5411.24, Accuracy = 0.60, Loss = 1.294
[2020-11-28 00:41] EPOCH 0 Train Step 11099/42000, Batch Size = 64,                         Examples/Sec = 5279.80, Accuracy = 0.61, Loss = 1.265
[2020-11-28 00:41] EPOCH 0 Train Step 11199/42000, Batch Size = 64,                         Examples/Sec = 5060.05, Accuracy = 0.59, Loss = 1.295
[2020-11-28 00:41] EPOCH 0 Train Step 11299/42000, Batch Size = 64,                         Examples/Sec = 5095.39, Accuracy = 0.60, Loss = 1.291
[2020-11-28 00:41] EPOCH 0 Train Step 11399/42000, Batch Size = 64,                         Examples/Sec = 5221.26, Accuracy = 0.59, Loss = 1.277
[2020-11-28 00:41] EPOCH 0 Train Step 11499/42000, Batch Size = 64,                         Examples/Sec = 5219.43, Accuracy = 0.60, Loss = 1.341
[2020-11-28 00:41] EPOCH 0 Train Step 11599/42000, Batch Size = 64,                         Examples/Sec = 5307.04, Accuracy = 0.60, Loss = 1.288
[2020-11-28 00:41] EPOCH 0 Train Step 11699/42000, Batch Size = 64,                         Examples/Sec = 5400.90, Accuracy = 0.61, Loss = 1.266
[2020-11-28 00:41] EPOCH 0 Train Step 11799/42000, Batch Size = 64,                         Examples/Sec = 5060.52, Accuracy = 0.60, Loss = 1.301
[2020-11-28 00:41] EPOCH 0 Train Step 11899/42000, Batch Size = 64,                         Examples/Sec = 5211.33, Accuracy = 0.60, Loss = 1.287
[2020-11-28 00:41] EPOCH 0 Train Step 11999/42000, Batch Size = 64,                         Examples/Sec = 5312.61, Accuracy = 0.62, Loss = 1.232
[2020-11-28 00:42] EPOCH 0 Train Step 12099/42000, Batch Size = 64,                         Examples/Sec = 5237.05, Accuracy = 0.60, Loss = 1.297
[2020-11-28 00:42] EPOCH 0 Train Step 12199/42000, Batch Size = 64,                         Examples/Sec = 4319.78, Accuracy = 0.61, Loss = 1.272
[2020-11-28 00:42] EPOCH 0 Train Step 12299/42000, Batch Size = 64,                         Examples/Sec = 4432.99, Accuracy = 0.59, Loss = 1.304
[2020-11-28 00:42] EPOCH 0 Train Step 12399/42000, Batch Size = 64,                         Examples/Sec = 4643.73, Accuracy = 0.60, Loss = 1.261
[2020-11-28 00:42] EPOCH 0 Train Step 12499/42000, Batch Size = 64,                         Examples/Sec = 4419.49, Accuracy = 0.59, Loss = 1.356
[2020-11-28 00:42] EPOCH 0 Train Step 12599/42000, Batch Size = 64,                         Examples/Sec = 4625.80, Accuracy = 0.60, Loss = 1.309
[2020-11-28 00:42] EPOCH 0 Train Step 12699/42000, Batch Size = 64,                         Examples/Sec = 4354.61, Accuracy = 0.62, Loss = 1.278
[2020-11-28 00:42] EPOCH 0 Train Step 12799/42000, Batch Size = 64,                         Examples/Sec = 4676.82, Accuracy = 0.60, Loss = 1.291
[2020-11-28 00:42] EPOCH 0 Train Step 12899/42000, Batch Size = 64,                         Examples/Sec = 4425.61, Accuracy = 0.58, Loss = 1.324
[2020-11-28 00:42] EPOCH 0 Train Step 12999/42000, Batch Size = 64,                         Examples/Sec = 4450.85, Accuracy = 0.61, Loss = 1.251
[2020-11-28 00:42] EPOCH 0 Train Step 13099/42000, Batch Size = 64,                         Examples/Sec = 5140.18, Accuracy = 0.60, Loss = 1.234
[2020-11-28 00:42] EPOCH 0 Train Step 13199/42000, Batch Size = 64,                         Examples/Sec = 5142.54, Accuracy = 0.59, Loss = 1.293
[2020-11-28 00:42] EPOCH 0 Train Step 13299/42000, Batch Size = 64,                         Examples/Sec = 5154.88, Accuracy = 0.61, Loss = 1.246
[2020-11-28 00:42] EPOCH 0 Train Step 13399/42000, Batch Size = 64,                         Examples/Sec = 4681.55, Accuracy = 0.60, Loss = 1.266
[2020-11-28 00:42] EPOCH 0 Train Step 13499/42000, Batch Size = 64,                         Examples/Sec = 4652.91, Accuracy = 0.58, Loss = 1.361
[2020-11-28 00:42] EPOCH 0 Train Step 13599/42000, Batch Size = 64,                         Examples/Sec = 5373.76, Accuracy = 0.60, Loss = 1.300
[2020-11-28 00:42] EPOCH 0 Train Step 13699/42000, Batch Size = 64,                         Examples/Sec = 4680.25, Accuracy = 0.59, Loss = 1.319
[2020-11-28 00:42] EPOCH 0 Train Step 13799/42000, Batch Size = 64,                         Examples/Sec = 4600.44, Accuracy = 0.59, Loss = 1.317
[2020-11-28 00:42] EPOCH 0 Train Step 13899/42000, Batch Size = 64,                         Examples/Sec = 4336.60, Accuracy = 0.60, Loss = 1.296
[2020-11-28 00:42] EPOCH 0 Train Step 13999/42000, Batch Size = 64,                         Examples/Sec = 4352.07, Accuracy = 0.62, Loss = 1.238
[2020-11-28 00:42] EPOCH 0 Train Step 14099/42000, Batch Size = 64,                         Examples/Sec = 4404.91, Accuracy = 0.60, Loss = 1.321
[2020-11-28 00:42] EPOCH 0 Train Step 14199/42000, Batch Size = 64,                         Examples/Sec = 4684.25, Accuracy = 0.61, Loss = 1.263
[2020-11-28 00:42] EPOCH 0 Train Step 14299/42000, Batch Size = 64,                         Examples/Sec = 4722.32, Accuracy = 0.61, Loss = 1.253
[2020-11-28 00:42] EPOCH 0 Train Step 14399/42000, Batch Size = 64,                         Examples/Sec = 4614.75, Accuracy = 0.61, Loss = 1.289
[2020-11-28 00:42] EPOCH 0 Train Step 14499/42000, Batch Size = 64,                         Examples/Sec = 4562.90, Accuracy = 0.59, Loss = 1.335
[2020-11-28 00:42] EPOCH 0 Train Step 14599/42000, Batch Size = 64,                         Examples/Sec = 4472.58, Accuracy = 0.62, Loss = 1.217
[2020-11-28 00:42] EPOCH 0 Train Step 14699/42000, Batch Size = 64,                         Examples/Sec = 4602.64, Accuracy = 0.59, Loss = 1.319
[2020-11-28 00:42] EPOCH 0 Train Step 14799/42000, Batch Size = 64,                         Examples/Sec = 4651.62, Accuracy = 0.58, Loss = 1.321
[2020-11-28 00:42] EPOCH 0 Train Step 14899/42000, Batch Size = 64,                         Examples/Sec = 4489.86, Accuracy = 0.60, Loss = 1.294
[2020-11-28 00:42] EPOCH 0 Train Step 14999/42000, Batch Size = 64,                         Examples/Sec = 5573.83, Accuracy = 0.60, Loss = 1.298
[2020-11-28 00:42] EPOCH 0 Train Step 15099/42000, Batch Size = 64,                         Examples/Sec = 5782.01, Accuracy = 0.60, Loss = 1.253
[2020-11-28 00:42] EPOCH 0 Train Step 15199/42000, Batch Size = 64,                         Examples/Sec = 4365.80, Accuracy = 0.61, Loss = 1.287
[2020-11-28 00:42] EPOCH 0 Train Step 15299/42000, Batch Size = 64,                         Examples/Sec = 6101.36, Accuracy = 0.62, Loss = 1.202
[2020-11-28 00:43] EPOCH 0 Train Step 15399/42000, Batch Size = 64,                         Examples/Sec = 6156.07, Accuracy = 0.63, Loss = 1.210
[2020-11-28 00:43] EPOCH 0 Train Step 15499/42000, Batch Size = 64,                         Examples/Sec = 5204.66, Accuracy = 0.61, Loss = 1.269
[2020-11-28 00:43] EPOCH 0 Train Step 15599/42000, Batch Size = 64,                         Examples/Sec = 5296.47, Accuracy = 0.59, Loss = 1.294
[2020-11-28 00:43] EPOCH 0 Train Step 15699/42000, Batch Size = 64,                         Examples/Sec = 5127.90, Accuracy = 0.60, Loss = 1.281
[2020-11-28 00:43] EPOCH 0 Train Step 15799/42000, Batch Size = 64,                         Examples/Sec = 5106.15, Accuracy = 0.61, Loss = 1.251
[2020-11-28 00:43] EPOCH 0 Train Step 15899/42000, Batch Size = 64,                         Examples/Sec = 5106.15, Accuracy = 0.65, Loss = 1.174
[2020-11-28 00:43] EPOCH 0 Train Step 15999/42000, Batch Size = 64,                         Examples/Sec = 5211.12, Accuracy = 0.60, Loss = 1.307
[2020-11-28 00:43] EPOCH 0 Train Step 16099/42000, Batch Size = 64,                         Examples/Sec = 5086.80, Accuracy = 0.60, Loss = 1.241
[2020-11-28 00:43] EPOCH 0 Train Step 16199/42000, Batch Size = 64,                         Examples/Sec = 5686.23, Accuracy = 0.61, Loss = 1.285
[2020-11-28 00:43] EPOCH 0 Train Step 16299/42000, Batch Size = 64,                         Examples/Sec = 5162.52, Accuracy = 0.63, Loss = 1.184
[2020-11-28 00:43] EPOCH 0 Train Step 16399/42000, Batch Size = 64,                         Examples/Sec = 5270.36, Accuracy = 0.63, Loss = 1.211
[2020-11-28 00:43] EPOCH 0 Train Step 16499/42000, Batch Size = 64,                         Examples/Sec = 5254.58, Accuracy = 0.63, Loss = 1.209
[2020-11-28 00:43] EPOCH 0 Train Step 16599/42000, Batch Size = 64,                         Examples/Sec = 6058.40, Accuracy = 0.62, Loss = 1.222
[2020-11-28 00:43] EPOCH 0 Train Step 16699/42000, Batch Size = 64,                         Examples/Sec = 5228.48, Accuracy = 0.63, Loss = 1.202
[2020-11-28 00:43] EPOCH 0 Train Step 16799/42000, Batch Size = 64,                         Examples/Sec = 5279.07, Accuracy = 0.60, Loss = 1.271
[2020-11-28 00:43] EPOCH 0 Train Step 16899/42000, Batch Size = 64,                         Examples/Sec = 5259.01, Accuracy = 0.61, Loss = 1.303
[2020-11-28 00:43] EPOCH 0 Train Step 16999/42000, Batch Size = 64,                         Examples/Sec = 5202.44, Accuracy = 0.60, Loss = 1.286
[2020-11-28 00:43] EPOCH 0 Train Step 17099/42000, Batch Size = 64,                         Examples/Sec = 5108.29, Accuracy = 0.61, Loss = 1.225
[2020-11-28 00:43] EPOCH 0 Train Step 17199/42000, Batch Size = 64,                         Examples/Sec = 5336.05, Accuracy = 0.61, Loss = 1.252
[2020-11-28 00:43] EPOCH 0 Train Step 17299/42000, Batch Size = 64,                         Examples/Sec = 4314.50, Accuracy = 0.60, Loss = 1.303
[2020-11-28 00:43] EPOCH 0 Train Step 17399/42000, Batch Size = 64,                         Examples/Sec = 4657.18, Accuracy = 0.60, Loss = 1.303
[2020-11-28 00:43] EPOCH 0 Train Step 17499/42000, Batch Size = 64,                         Examples/Sec = 5064.82, Accuracy = 0.62, Loss = 1.226
[2020-11-28 00:43] EPOCH 0 Train Step 17599/42000, Batch Size = 64,                         Examples/Sec = 5227.56, Accuracy = 0.62, Loss = 1.220
