Namespace(batch_size=64, device='cuda:0', dropout_keep_prob=1.0, learning_rate=0.002, learning_rate_decay=0.96, learning_rate_step=5000, lstm_num_hidden=128, lstm_num_layers=2, max_norm=5.0, print_every=50, sample_every=100, seq_length=30, summary_path='./summaries/', train_steps=1000000.0, txt_file='./assets/book_EN_democracy_in_the_US.txt')
cuda:0
./assets/book_EN_democracy_in_the_US.txt
Initialize dataset with 1148437 characters, 86 unique.
[2020-11-20 19:07] Train Step 0049/1000000.000000, Batch Size = 64,                     Examples/Sec = 2483.31, Accuracy = 0.27, Loss = 2.824
[2020-11-20 19:09] Train Step 4749/1000000.000000, Batch Size = 64,                     Examples/Sec = 2387.43, Accuracy = 0.63, Loss = 1.212
[2020-11-20 19:09] Train Step 4799/1000000.000000, Batch Size = 64,                     Examples/Sec = 2303.16, Accuracy = 0.64, Loss = 1.144
[2020-11-20 19:09] Train Step 4849/1000000.000000, Batch Size = 64,                     Examples/Sec = 2327.16, Accuracy = 0.65, Loss = 1.146
[2020-11-20 19:09] Train Step 4899/1000000.000000, Batch Size = 64,                     Examples/Sec = 2416.66, Accuracy = 0.64, Loss = 1.187
[2020-11-20 19:09] Train Step 4949/1000000.000000, Batch Size = 64,                     Examples/Sec = 2261.59, Accuracy = 0.64, Loss = 1.191
[2020-11-20 19:09] Train Step 4999/1000000.000000, Batch Size = 64,                     Examples/Sec = 2459.03, Accuracy = 0.64, Loss = 1.177
[2020-11-20 19:09] Train Step 5049/1000000.000000, Batch Size = 64,                     Examples/Sec = 2440.01, Accuracy = 0.64, Loss = 1.198
[2020-11-20 19:09] Train Step 5099/1000000.000000, Batch Size = 64,                     Examples/Sec = 2170.51, Accuracy = 0.65, Loss = 1.142
[2020-11-20 19:10] Train Step 5149/1000000.000000, Batch Size = 64,                     Examples/Sec = 2312.72, Accuracy = 0.63, Loss = 1.221
[2020-11-20 19:10] Train Step 5199/1000000.000000, Batch Size = 64,                     Examples/Sec = 2448.20, Accuracy = 0.65, Loss = 1.125
[2020-11-20 19:10] Train Step 5249/1000000.000000, Batch Size = 64,                     Examples/Sec = 2371.40, Accuracy = 0.65, Loss = 1.151
[2020-11-20 19:10] Train Step 5299/1000000.000000, Batch Size = 64,                     Examples/Sec = 2319.98, Accuracy = 0.64, Loss = 1.151
[2020-11-20 19:10] Train Step 5349/1000000.000000, Batch Size = 64,                     Examples/Sec = 2454.33, Accuracy = 0.64, Loss = 1.178
[2020-11-20 19:10] Train Step 5399/1000000.000000, Batch Size = 64,                     Examples/Sec = 2244.44, Accuracy = 0.65, Loss = 1.150
[2020-11-20 19:10] Train Step 5449/1000000.000000, Batch Size = 64,                     Examples/Sec = 2314.22, Accuracy = 0.63, Loss = 1.195
[2020-11-20 19:10] Train Step 5499/1000000.000000, Batch Size = 64,                     Examples/Sec = 2328.98, Accuracy = 0.65, Loss = 1.132
[2020-11-20 19:10] Train Step 5549/1000000.000000, Batch Size = 64,                     Examples/Sec = 2273.45, Accuracy = 0.65, Loss = 1.171
[2020-11-20 19:10] Train Step 5599/1000000.000000, Batch Size = 64,                     Examples/Sec = 2272.10, Accuracy = 0.62, Loss = 1.214
[2020-11-20 19:10] Train Step 5649/1000000.000000, Batch Size = 64,                     Examples/Sec = 2431.83, Accuracy = 0.62, Loss = 1.191
[2020-11-20 19:10] Train Step 5699/1000000.000000, Batch Size = 64,                     Examples/Sec = 2294.58, Accuracy = 0.65, Loss = 1.165
[2020-11-20 19:10] Train Step 5749/1000000.000000, Batch Size = 64,                     Examples/Sec = 2596.26, Accuracy = 0.64, Loss = 1.159
[2020-11-20 19:10] Train Step 5799/1000000.000000, Batch Size = 64,                     Examples/Sec = 2430.20, Accuracy = 0.64, Loss = 1.177
[2020-11-20 19:10] Train Step 5849/1000000.000000, Batch Size = 64,                     Examples/Sec = 2258.25, Accuracy = 0.64, Loss = 1.168
[2020-11-20 19:10] Train Step 5899/1000000.000000, Batch Size = 64,                     Examples/Sec = 2441.34, Accuracy = 0.66, Loss = 1.152
[2020-11-20 19:10] Train Step 5949/1000000.000000, Batch Size = 64,                     Examples/Sec = 2334.85, Accuracy = 0.66, Loss = 1.098
[2020-11-20 19:10] Train Step 5999/1000000.000000, Batch Size = 64,                     Examples/Sec = 2452.11, Accuracy = 0.66, Loss = 1.133
[2020-11-20 19:10] Train Step 6049/1000000.000000, Batch Size = 64,                     Examples/Sec = 2453.71, Accuracy = 0.65, Loss = 1.144
[2020-11-20 19:10] Train Step 6099/1000000.000000, Batch Size = 64,                     Examples/Sec = 2252.01, Accuracy = 0.65, Loss = 1.105
[2020-11-20 19:10] Train Step 6149/1000000.000000, Batch Size = 64,                     Examples/Sec = 2222.07, Accuracy = 0.63, Loss = 1.172
[2020-11-20 19:10] Train Step 6199/1000000.000000, Batch Size = 64,                     Examples/Sec = 2284.69, Accuracy = 0.65, Loss = 1.121
[2020-11-20 19:10] Train Step 6249/1000000.000000, Batch Size = 64,                     Examples/Sec = 2334.51, Accuracy = 0.63, Loss = 1.187
[2020-11-20 19:10] Train Step 6299/1000000.000000, Batch Size = 64,                     Examples/Sec = 2175.10, Accuracy = 0.63, Loss = 1.186
[2020-11-20 19:10] Train Step 6349/1000000.000000, Batch Size = 64,                     Examples/Sec = 2435.30, Accuracy = 0.65, Loss = 1.132
[2020-11-20 19:10] Train Step 6399/1000000.000000, Batch Size = 64,                     Examples/Sec = 2422.59, Accuracy = 0.63, Loss = 1.200
[2020-11-20 19:10] Train Step 6449/1000000.000000, Batch Size = 64,                     Examples/Sec = 2291.38, Accuracy = 0.65, Loss = 1.141
[2020-11-20 19:10] Train Step 6499/1000000.000000, Batch Size = 64,                     Examples/Sec = 2201.75, Accuracy = 0.64, Loss = 1.125
[2020-11-20 19:10] Train Step 6549/1000000.000000, Batch Size = 64,                     Examples/Sec = 2304.80, Accuracy = 0.65, Loss = 1.081
[2020-11-20 19:10] Train Step 6599/1000000.000000, Batch Size = 64,                     Examples/Sec = 2324.62, Accuracy = 0.64, Loss = 1.142
[2020-11-20 19:10] Train Step 6649/1000000.000000, Batch Size = 64,                     Examples/Sec = 2419.19, Accuracy = 0.66, Loss = 1.094
[2020-11-20 19:10] Train Step 6699/1000000.000000, Batch Size = 64,                     Examples/Sec = 2345.64, Accuracy = 0.65, Loss = 1.155
[2020-11-20 19:10] Train Step 6749/1000000.000000, Batch Size = 64,                     Examples/Sec = 2266.90, Accuracy = 0.66, Loss = 1.139
[2020-11-20 19:10] Train Step 6799/1000000.000000, Batch Size = 64,                     Examples/Sec = 2435.58, Accuracy = 0.64, Loss = 1.146
[2020-11-20 19:10] Train Step 6849/1000000.000000, Batch Size = 64,                     Examples/Sec = 2326.76, Accuracy = 0.67, Loss = 1.080
[2020-11-20 19:10] Train Step 6899/1000000.000000, Batch Size = 64,                     Examples/Sec = 2290.44, Accuracy = 0.65, Loss = 1.141
[2020-11-20 19:10] Train Step 6949/1000000.000000, Batch Size = 64,                     Examples/Sec = 2244.46, Accuracy = 0.65, Loss = 1.123
[2020-11-20 19:10] Train Step 6999/1000000.000000, Batch Size = 64,                     Examples/Sec = 2211.99, Accuracy = 0.65, Loss = 1.108
[2020-11-20 19:10] Train Step 7049/1000000.000000, Batch Size = 64,                     Examples/Sec = 2323.11, Accuracy = 0.64, Loss = 1.145
[2020-11-20 19:10] Train Step 7099/1000000.000000, Batch Size = 64,                     Examples/Sec = 2366.76, Accuracy = 0.63, Loss = 1.190
[2020-11-20 19:11] Train Step 7149/1000000.000000, Batch Size = 64,                     Examples/Sec = 2262.01, Accuracy = 0.67, Loss = 1.054
[2020-11-20 19:11] Train Step 7199/1000000.000000, Batch Size = 64,                     Examples/Sec = 2252.86, Accuracy = 0.66, Loss = 1.100
[2020-11-20 19:11] Train Step 7249/1000000.000000, Batch Size = 64,                     Examples/Sec = 2194.95, Accuracy = 0.64, Loss = 1.155
[2020-11-20 19:11] Train Step 7299/1000000.000000, Batch Size = 64,                     Examples/Sec = 2315.64, Accuracy = 0.66, Loss = 1.104
[2020-11-20 19:11] Train Step 7349/1000000.000000, Batch Size = 64,                     Examples/Sec = 2527.28, Accuracy = 0.66, Loss = 1.097
[2020-11-20 19:11] Train Step 7399/1000000.000000, Batch Size = 64,                     Examples/Sec = 2307.77, Accuracy = 0.67, Loss = 1.061
[2020-11-20 19:11] Train Step 7449/1000000.000000, Batch Size = 64,                     Examples/Sec = 2364.38, Accuracy = 0.65, Loss = 1.124
[2020-11-20 19:11] Train Step 7499/1000000.000000, Batch Size = 64,                     Examples/Sec = 2282.96, Accuracy = 0.64, Loss = 1.176
[2020-11-20 19:11] Train Step 7549/1000000.000000, Batch Size = 64,                     Examples/Sec = 2204.79, Accuracy = 0.64, Loss = 1.172
[2020-11-20 19:11] Train Step 7599/1000000.000000, Batch Size = 64,                     Examples/Sec = 2315.58, Accuracy = 0.64, Loss = 1.170
[2020-11-20 19:11] Train Step 7649/1000000.000000, Batch Size = 64,                     Examples/Sec = 2418.08, Accuracy = 0.66, Loss = 1.124
[2020-11-20 19:11] Train Step 7699/1000000.000000, Batch Size = 64,                     Examples/Sec = 2250.67, Accuracy = 0.64, Loss = 1.155
[2020-11-20 19:11] Train Step 7749/1000000.000000, Batch Size = 64,                     Examples/Sec = 2624.23, Accuracy = 0.65, Loss = 1.135
[2020-11-20 19:11] Train Step 7799/1000000.000000, Batch Size = 64,                     Examples/Sec = 2462.76, Accuracy = 0.64, Loss = 1.162
[2020-11-20 19:11] Train Step 7849/1000000.000000, Batch Size = 64,                     Examples/Sec = 2293.05, Accuracy = 0.66, Loss = 1.101
[2020-11-20 19:11] Train Step 7899/1000000.000000, Batch Size = 64,                     Examples/Sec = 2240.08, Accuracy = 0.67, Loss = 1.070
[2020-11-20 19:11] Train Step 7949/1000000.000000, Batch Size = 64,                     Examples/Sec = 2189.22, Accuracy = 0.66, Loss = 1.109
[2020-11-20 19:11] Train Step 7999/1000000.000000, Batch Size = 64,                     Examples/Sec = 2447.20, Accuracy = 0.65, Loss = 1.103
[2020-11-20 19:11] Train Step 8049/1000000.000000, Batch Size = 64,                     Examples/Sec = 2371.82, Accuracy = 0.65, Loss = 1.111
[2020-11-20 19:11] Train Step 8099/1000000.000000, Batch Size = 64,                     Examples/Sec = 2275.86, Accuracy = 0.64, Loss = 1.156
[2020-11-20 19:11] Train Step 8149/1000000.000000, Batch Size = 64,                     Examples/Sec = 2259.12, Accuracy = 0.63, Loss = 1.199
[2020-11-20 19:11] Train Step 8199/1000000.000000, Batch Size = 64,                     Examples/Sec = 2331.69, Accuracy = 0.65, Loss = 1.118
[2020-11-20 19:11] Train Step 8249/1000000.000000, Batch Size = 64,                     Examples/Sec = 2357.92, Accuracy = 0.64, Loss = 1.133
[2020-11-20 19:11] Train Step 8299/1000000.000000, Batch Size = 64,                     Examples/Sec = 2307.06, Accuracy = 0.66, Loss = 1.088
[2020-11-20 19:11] Train Step 8349/1000000.000000, Batch Size = 64,                     Examples/Sec = 2300.43, Accuracy = 0.63, Loss = 1.175
[2020-11-20 19:11] Train Step 8399/1000000.000000, Batch Size = 64,                     Examples/Sec = 2301.82, Accuracy = 0.66, Loss = 1.078
[2020-11-20 19:11] Train Step 8449/1000000.000000, Batch Size = 64,                     Examples/Sec = 2360.06, Accuracy = 0.64, Loss = 1.095
[2020-11-20 19:11] Train Step 8499/1000000.000000, Batch Size = 64,                     Examples/Sec = 2309.90, Accuracy = 0.65, Loss = 1.157
[2020-11-20 19:11] Train Step 8549/1000000.000000, Batch Size = 64,                     Examples/Sec = 2598.37, Accuracy = 0.67, Loss = 1.087
[2020-11-20 19:11] Train Step 8599/1000000.000000, Batch Size = 64,                     Examples/Sec = 2346.05, Accuracy = 0.64, Loss = 1.144
[2020-11-20 19:11] Train Step 8649/1000000.000000, Batch Size = 64,                     Examples/Sec = 2314.60, Accuracy = 0.66, Loss = 1.085
[2020-11-20 19:11] Train Step 8699/1000000.000000, Batch Size = 64,                     Examples/Sec = 2259.98, Accuracy = 0.68, Loss = 1.043
[2020-11-20 19:11] Train Step 8749/1000000.000000, Batch Size = 64,                     Examples/Sec = 2452.72, Accuracy = 0.66, Loss = 1.112
[2020-11-20 19:11] Train Step 8799/1000000.000000, Batch Size = 64,                     Examples/Sec = 2460.72, Accuracy = 0.65, Loss = 1.121
[2020-11-20 19:11] Train Step 8849/1000000.000000, Batch Size = 64,                     Examples/Sec = 2331.44, Accuracy = 0.66, Loss = 1.055
[2020-11-20 19:11] Train Step 8899/1000000.000000, Batch Size = 64,                     Examples/Sec = 2257.32, Accuracy = 0.66, Loss = 1.092
[2020-11-20 19:11] Train Step 8949/1000000.000000, Batch Size = 64,                     Examples/Sec = 2297.15, Accuracy = 0.63, Loss = 1.177
[2020-11-20 19:11] Train Step 8999/1000000.000000, Batch Size = 64,                     Examples/Sec = 2465.40, Accuracy = 0.66, Loss = 1.111
[2020-11-20 19:11] Train Step 9049/1000000.000000, Batch Size = 64,                     Examples/Sec = 2653.44, Accuracy = 0.66, Loss = 1.095
[2020-11-20 19:11] Train Step 9099/1000000.000000, Batch Size = 64,                     Examples/Sec = 2455.05, Accuracy = 0.66, Loss = 1.132
[2020-11-20 19:12] Train Step 9149/1000000.000000, Batch Size = 64,                     Examples/Sec = 3073.31, Accuracy = 0.66, Loss = 1.092
[2020-11-20 19:12] Train Step 9199/1000000.000000, Batch Size = 64,                     Examples/Sec = 2265.49, Accuracy = 0.65, Loss = 1.131
[2020-11-20 19:12] Train Step 9249/1000000.000000, Batch Size = 64,                     Examples/Sec = 2358.32, Accuracy = 0.65, Loss = 1.142
[2020-11-20 19:12] Train Step 9299/1000000.000000, Batch Size = 64,                     Examples/Sec = 2421.46, Accuracy = 0.67, Loss = 1.077
[2020-11-20 19:12] Train Step 9349/1000000.000000, Batch Size = 64,                     Examples/Sec = 2324.88, Accuracy = 0.64, Loss = 1.144
