Namespace(batch_size=64, device='cuda:0', dropout_keep_prob=1.0, learning_rate=0.002, learning_rate_decay=0.96, learning_rate_step=5000, lstm_num_hidden=128, lstm_num_layers=2, max_norm=5.0, print_every=50, sample_every=100, seq_length=30, summary_path='./summaries/', train_steps=1000000.0, txt_file='./assets/book_EN_grimms_fairy_tails.txt')
cuda:0
Initialize dataset with 550595 characters, 91 unique.
[2020-11-20 18:45] Train Step 0049/1000000.000000, Batch Size = 64,                     Examples/Sec = 3122.29, Accuracy = 0.31, Loss = 2.667
[2020-11-20 18:46] Train Step 1649/1000000.000000, Batch Size = 64,                     Examples/Sec = 2213.96, Accuracy = 0.59, Loss = 1.345
[2020-11-20 18:46] Train Step 1699/1000000.000000, Batch Size = 64,                     Examples/Sec = 2332.98, Accuracy = 0.59, Loss = 1.303
[2020-11-20 18:46] Train Step 1749/1000000.000000, Batch Size = 64,                     Examples/Sec = 2459.53, Accuracy = 0.57, Loss = 1.389
[2020-11-20 18:46] Train Step 1799/1000000.000000, Batch Size = 64,                     Examples/Sec = 2400.35, Accuracy = 0.59, Loss = 1.334
[2020-11-20 18:46] Train Step 1849/1000000.000000, Batch Size = 64,                     Examples/Sec = 2339.82, Accuracy = 0.59, Loss = 1.317
[2020-11-20 18:46] Train Step 1899/1000000.000000, Batch Size = 64,                     Examples/Sec = 2124.64, Accuracy = 0.61, Loss = 1.268
[2020-11-20 18:46] Train Step 1949/1000000.000000, Batch Size = 64,                     Examples/Sec = 2446.15, Accuracy = 0.61, Loss = 1.291
[2020-11-20 18:46] Train Step 1999/1000000.000000, Batch Size = 64,                     Examples/Sec = 2414.64, Accuracy = 0.60, Loss = 1.284
[2020-11-20 18:46] Train Step 2049/1000000.000000, Batch Size = 64,                     Examples/Sec = 2495.96, Accuracy = 0.60, Loss = 1.311
[2020-11-20 18:46] Train Step 2099/1000000.000000, Batch Size = 64,                     Examples/Sec = 2407.99, Accuracy = 0.61, Loss = 1.296
[2020-11-20 18:46] Train Step 2149/1000000.000000, Batch Size = 64,                     Examples/Sec = 2335.95, Accuracy = 0.62, Loss = 1.260
[2020-11-20 18:46] Train Step 2199/1000000.000000, Batch Size = 64,                     Examples/Sec = 2592.23, Accuracy = 0.61, Loss = 1.265
[2020-11-20 18:46] Train Step 2249/1000000.000000, Batch Size = 64,                     Examples/Sec = 2258.57, Accuracy = 0.60, Loss = 1.293
[2020-11-20 18:46] Train Step 2299/1000000.000000, Batch Size = 64,                     Examples/Sec = 2215.20, Accuracy = 0.62, Loss = 1.235
[2020-11-20 18:46] Train Step 2349/1000000.000000, Batch Size = 64,                     Examples/Sec = 2300.34, Accuracy = 0.61, Loss = 1.270
[2020-11-20 18:46] Train Step 2399/1000000.000000, Batch Size = 64,                     Examples/Sec = 2320.18, Accuracy = 0.61, Loss = 1.226
[2020-11-20 18:46] Train Step 2449/1000000.000000, Batch Size = 64,                     Examples/Sec = 2421.78, Accuracy = 0.61, Loss = 1.255
[2020-11-20 18:46] Train Step 2499/1000000.000000, Batch Size = 64,                     Examples/Sec = 2269.40, Accuracy = 0.59, Loss = 1.293
[2020-11-20 18:46] Train Step 2549/1000000.000000, Batch Size = 64,                     Examples/Sec = 2217.74, Accuracy = 0.60, Loss = 1.294
[2020-11-20 18:46] Train Step 2599/1000000.000000, Batch Size = 64,                     Examples/Sec = 2326.23, Accuracy = 0.60, Loss = 1.306
[2020-11-20 18:46] Train Step 2649/1000000.000000, Batch Size = 64,                     Examples/Sec = 2348.89, Accuracy = 0.63, Loss = 1.256
[2020-11-20 18:47] Train Step 2699/1000000.000000, Batch Size = 64,                     Examples/Sec = 2338.76, Accuracy = 0.61, Loss = 1.236
[2020-11-20 18:47] Train Step 2749/1000000.000000, Batch Size = 64,                     Examples/Sec = 2253.36, Accuracy = 0.61, Loss = 1.234
[2020-11-20 18:47] Train Step 2799/1000000.000000, Batch Size = 64,                     Examples/Sec = 2229.64, Accuracy = 0.60, Loss = 1.268
[2020-11-20 18:47] Train Step 2849/1000000.000000, Batch Size = 64,                     Examples/Sec = 2186.76, Accuracy = 0.62, Loss = 1.253
[2020-11-20 18:47] Train Step 2899/1000000.000000, Batch Size = 64,                     Examples/Sec = 2612.76, Accuracy = 0.61, Loss = 1.249
[2020-11-20 18:47] Train Step 2949/1000000.000000, Batch Size = 64,                     Examples/Sec = 2339.88, Accuracy = 0.60, Loss = 1.267
[2020-11-20 18:47] Train Step 2999/1000000.000000, Batch Size = 64,                     Examples/Sec = 2437.80, Accuracy = 0.62, Loss = 1.223
[2020-11-20 18:47] Train Step 3049/1000000.000000, Batch Size = 64,                     Examples/Sec = 2258.53, Accuracy = 0.61, Loss = 1.259
[2020-11-20 18:47] Train Step 3099/1000000.000000, Batch Size = 64,                     Examples/Sec = 2304.48, Accuracy = 0.59, Loss = 1.277
[2020-11-20 18:47] Train Step 3149/1000000.000000, Batch Size = 64,                     Examples/Sec = 2429.57, Accuracy = 0.60, Loss = 1.274
[2020-11-20 18:47] Train Step 3199/1000000.000000, Batch Size = 64,                     Examples/Sec = 2514.92, Accuracy = 0.64, Loss = 1.186
[2020-11-20 18:47] Train Step 3249/1000000.000000, Batch Size = 64,                     Examples/Sec = 2360.76, Accuracy = 0.63, Loss = 1.201
[2020-11-20 18:47] Train Step 3299/1000000.000000, Batch Size = 64,                     Examples/Sec = 2104.42, Accuracy = 0.63, Loss = 1.232
[2020-11-20 18:47] Train Step 3349/1000000.000000, Batch Size = 64,                     Examples/Sec = 2515.49, Accuracy = 0.62, Loss = 1.191
[2020-11-20 18:47] Train Step 3399/1000000.000000, Batch Size = 64,                     Examples/Sec = 2352.16, Accuracy = 0.62, Loss = 1.191
[2020-11-20 18:47] Train Step 3449/1000000.000000, Batch Size = 64,                     Examples/Sec = 2333.82, Accuracy = 0.63, Loss = 1.193
[2020-11-20 18:47] Train Step 3499/1000000.000000, Batch Size = 64,                     Examples/Sec = 2167.20, Accuracy = 0.62, Loss = 1.217
[2020-11-20 18:47] Train Step 3549/1000000.000000, Batch Size = 64,                     Examples/Sec = 2273.64, Accuracy = 0.63, Loss = 1.188
[2020-11-20 18:47] Train Step 3599/1000000.000000, Batch Size = 64,                     Examples/Sec = 2568.29, Accuracy = 0.60, Loss = 1.285
[2020-11-20 18:47] Train Step 3649/1000000.000000, Batch Size = 64,                     Examples/Sec = 2285.51, Accuracy = 0.63, Loss = 1.168
[2020-11-20 18:47] Train Step 3699/1000000.000000, Batch Size = 64,                     Examples/Sec = 2493.76, Accuracy = 0.63, Loss = 1.205
[2020-11-20 18:47] Train Step 3749/1000000.000000, Batch Size = 64,                     Examples/Sec = 2252.05, Accuracy = 0.63, Loss = 1.217
[2020-11-20 18:47] Train Step 3799/1000000.000000, Batch Size = 64,                     Examples/Sec = 2199.17, Accuracy = 0.61, Loss = 1.244
[2020-11-20 18:47] Train Step 3849/1000000.000000, Batch Size = 64,                     Examples/Sec = 2387.41, Accuracy = 0.63, Loss = 1.208
[2020-11-20 18:47] Train Step 3899/1000000.000000, Batch Size = 64,                     Examples/Sec = 2247.94, Accuracy = 0.65, Loss = 1.132
[2020-11-20 18:47] Train Step 3949/1000000.000000, Batch Size = 64,                     Examples/Sec = 2316.84, Accuracy = 0.61, Loss = 1.211
[2020-11-20 18:47] Train Step 3999/1000000.000000, Batch Size = 64,                     Examples/Sec = 2246.25, Accuracy = 0.65, Loss = 1.144
[2020-11-20 18:47] Train Step 4049/1000000.000000, Batch Size = 64,                     Examples/Sec = 2209.18, Accuracy = 0.63, Loss = 1.220
[2020-11-20 18:47] Train Step 4099/1000000.000000, Batch Size = 64,                     Examples/Sec = 2207.29, Accuracy = 0.61, Loss = 1.213
[2020-11-20 18:47] Train Step 4149/1000000.000000, Batch Size = 64,                     Examples/Sec = 2331.57, Accuracy = 0.63, Loss = 1.185
[2020-11-20 18:47] Train Step 4199/1000000.000000, Batch Size = 64,                     Examples/Sec = 2255.31, Accuracy = 0.63, Loss = 1.189
[2020-11-20 18:47] Train Step 4249/1000000.000000, Batch Size = 64,                     Examples/Sec = 2118.18, Accuracy = 0.60, Loss = 1.220
[2020-11-20 18:47] Train Step 4299/1000000.000000, Batch Size = 64,                     Examples/Sec = 2245.23, Accuracy = 0.62, Loss = 1.199
[2020-11-20 18:47] Train Step 4349/1000000.000000, Batch Size = 64,                     Examples/Sec = 2389.15, Accuracy = 0.64, Loss = 1.149
[2020-11-20 18:47] Train Step 4399/1000000.000000, Batch Size = 64,                     Examples/Sec = 2242.42, Accuracy = 0.63, Loss = 1.181
[2020-11-20 18:47] Train Step 4449/1000000.000000, Batch Size = 64,                     Examples/Sec = 2450.59, Accuracy = 0.64, Loss = 1.176
[2020-11-20 18:47] Train Step 4499/1000000.000000, Batch Size = 64,                     Examples/Sec = 2301.46, Accuracy = 0.61, Loss = 1.201
[2020-11-20 18:47] Train Step 4549/1000000.000000, Batch Size = 64,                     Examples/Sec = 2411.49, Accuracy = 0.62, Loss = 1.199
[2020-11-20 18:47] Train Step 4599/1000000.000000, Batch Size = 64,                     Examples/Sec = 2349.67, Accuracy = 0.63, Loss = 1.162
[2020-11-20 18:47] Train Step 4649/1000000.000000, Batch Size = 64,                     Examples/Sec = 2243.66, Accuracy = 0.64, Loss = 1.183
[2020-11-20 18:48] Train Step 4699/1000000.000000, Batch Size = 64,                     Examples/Sec = 2382.09, Accuracy = 0.64, Loss = 1.149
[2020-11-20 18:48] Train Step 4749/1000000.000000, Batch Size = 64,                     Examples/Sec = 2396.51, Accuracy = 0.64, Loss = 1.155
[2020-11-20 18:48] Train Step 4799/1000000.000000, Batch Size = 64,                     Examples/Sec = 2273.78, Accuracy = 0.65, Loss = 1.120
[2020-11-20 18:48] Train Step 4849/1000000.000000, Batch Size = 64,                     Examples/Sec = 2368.22, Accuracy = 0.66, Loss = 1.124
[2020-11-20 18:48] Train Step 4899/1000000.000000, Batch Size = 64,                     Examples/Sec = 2349.34, Accuracy = 0.65, Loss = 1.148
[2020-11-20 18:48] Train Step 4949/1000000.000000, Batch Size = 64,                     Examples/Sec = 2255.04, Accuracy = 0.62, Loss = 1.166
[2020-11-20 18:48] Train Step 4999/1000000.000000, Batch Size = 64,                     Examples/Sec = 2358.11, Accuracy = 0.62, Loss = 1.187
[2020-11-20 18:48] Train Step 5049/1000000.000000, Batch Size = 64,                     Examples/Sec = 2224.69, Accuracy = 0.65, Loss = 1.146
[2020-11-20 18:48] Train Step 5099/1000000.000000, Batch Size = 64,                     Examples/Sec = 2278.80, Accuracy = 0.63, Loss = 1.170
[2020-11-20 18:48] Train Step 5149/1000000.000000, Batch Size = 64,                     Examples/Sec = 2481.68, Accuracy = 0.63, Loss = 1.184
[2020-11-20 18:48] Train Step 5199/1000000.000000, Batch Size = 64,                     Examples/Sec = 2240.53, Accuracy = 0.66, Loss = 1.113
[2020-11-20 18:48] Train Step 5249/1000000.000000, Batch Size = 64,                     Examples/Sec = 2215.29, Accuracy = 0.65, Loss = 1.119
[2020-11-20 18:48] Train Step 5299/1000000.000000, Batch Size = 64,                     Examples/Sec = 2363.59, Accuracy = 0.62, Loss = 1.203
[2020-11-20 18:48] Train Step 5349/1000000.000000, Batch Size = 64,                     Examples/Sec = 2273.20, Accuracy = 0.63, Loss = 1.158
[2020-11-20 18:48] Train Step 5399/1000000.000000, Batch Size = 64,                     Examples/Sec = 2682.96, Accuracy = 0.63, Loss = 1.188
[2020-11-20 18:48] Train Step 5449/1000000.000000, Batch Size = 64,                     Examples/Sec = 2561.53, Accuracy = 0.64, Loss = 1.160
[2020-11-20 18:48] Train Step 5499/1000000.000000, Batch Size = 64,                     Examples/Sec = 2295.91, Accuracy = 0.64, Loss = 1.150
[2020-11-20 18:48] Train Step 5549/1000000.000000, Batch Size = 64,                     Examples/Sec = 2419.10, Accuracy = 0.64, Loss = 1.156
[2020-11-20 18:48] Train Step 5599/1000000.000000, Batch Size = 64,                     Examples/Sec = 2242.03, Accuracy = 0.64, Loss = 1.181
[2020-11-20 18:48] Train Step 5649/1000000.000000, Batch Size = 64,                     Examples/Sec = 2330.11, Accuracy = 0.66, Loss = 1.143
[2020-11-20 18:48] Train Step 5699/1000000.000000, Batch Size = 64,                     Examples/Sec = 2667.76, Accuracy = 0.66, Loss = 1.072
[2020-11-20 18:48] Train Step 5749/1000000.000000, Batch Size = 64,                     Examples/Sec = 2312.88, Accuracy = 0.65, Loss = 1.096
[2020-11-20 18:48] Train Step 5799/1000000.000000, Batch Size = 64,                     Examples/Sec = 2796.90, Accuracy = 0.66, Loss = 1.111
[2020-11-20 18:48] Train Step 5849/1000000.000000, Batch Size = 64,                     Examples/Sec = 2367.66, Accuracy = 0.62, Loss = 1.194
[2020-11-20 18:48] Train Step 5899/1000000.000000, Batch Size = 64,                     Examples/Sec = 2535.88, Accuracy = 0.67, Loss = 1.084
[2020-11-20 18:48] Train Step 5949/1000000.000000, Batch Size = 64,                     Examples/Sec = 2280.33, Accuracy = 0.66, Loss = 1.117
[2020-11-20 18:48] Train Step 5999/1000000.000000, Batch Size = 64,                     Examples/Sec = 2241.84, Accuracy = 0.64, Loss = 1.127
[2020-11-20 18:48] Train Step 6049/1000000.000000, Batch Size = 64,                     Examples/Sec = 2240.57, Accuracy = 0.67, Loss = 1.049
[2020-11-20 18:48] Train Step 6099/1000000.000000, Batch Size = 64,                     Examples/Sec = 2252.18, Accuracy = 0.63, Loss = 1.169
[2020-11-20 18:48] Train Step 6149/1000000.000000, Batch Size = 64,                     Examples/Sec = 2388.13, Accuracy = 0.65, Loss = 1.089
[2020-11-20 18:48] Train Step 6199/1000000.000000, Batch Size = 64,                     Examples/Sec = 2184.28, Accuracy = 0.66, Loss = 1.079
[2020-11-20 18:48] Train Step 6249/1000000.000000, Batch Size = 64,                     Examples/Sec = 2324.10, Accuracy = 0.64, Loss = 1.132
[2020-11-20 18:48] Train Step 6299/1000000.000000, Batch Size = 64,                     Examples/Sec = 2433.73, Accuracy = 0.66, Loss = 1.105
[2020-11-20 18:48] Train Step 6349/1000000.000000, Batch Size = 64,                     Examples/Sec = 2491.72, Accuracy = 0.65, Loss = 1.145
[2020-11-20 18:48] Train Step 6399/1000000.000000, Batch Size = 64,                     Examples/Sec = 2269.89, Accuracy = 0.65, Loss = 1.052
[2020-11-20 18:48] Train Step 6449/1000000.000000, Batch Size = 64,                     Examples/Sec = 2303.46, Accuracy = 0.65, Loss = 1.115
[2020-11-20 18:48] Train Step 6499/1000000.000000, Batch Size = 64,                     Examples/Sec = 2413.36, Accuracy = 0.65, Loss = 1.105
[2020-11-20 18:48] Train Step 6549/1000000.000000, Batch Size = 64,                     Examples/Sec = 2497.21, Accuracy = 0.63, Loss = 1.098
[2020-11-20 18:48] Train Step 6599/1000000.000000, Batch Size = 64,                     Examples/Sec = 2552.49, Accuracy = 0.64, Loss = 1.136
[2020-11-20 18:48] Train Step 6649/1000000.000000, Batch Size = 64,                     Examples/Sec = 2422.09, Accuracy = 0.64, Loss = 1.143
[2020-11-20 18:49] Train Step 6699/1000000.000000, Batch Size = 64,                     Examples/Sec = 2230.29, Accuracy = 0.64, Loss = 1.127
[2020-11-20 18:49] Train Step 6749/1000000.000000, Batch Size = 64,                     Examples/Sec = 2239.76, Accuracy = 0.67, Loss = 1.088
[2020-11-20 18:49] Train Step 6799/1000000.000000, Batch Size = 64,                     Examples/Sec = 2657.54, Accuracy = 0.63, Loss = 1.145
[2020-11-20 18:49] Train Step 6849/1000000.000000, Batch Size = 64,                     Examples/Sec = 2459.51, Accuracy = 0.67, Loss = 1.094
[2020-11-20 18:49] Train Step 6899/1000000.000000, Batch Size = 64,                     Examples/Sec = 2873.98, Accuracy = 0.65, Loss = 1.123
[2020-11-20 18:49] Train Step 6949/1000000.000000, Batch Size = 64,                     Examples/Sec = 2449.85, Accuracy = 0.67, Loss = 1.070
[2020-11-20 18:49] Train Step 6999/1000000.000000, Batch Size = 64,                     Examples/Sec = 2581.09, Accuracy = 0.66, Loss = 1.066
[2020-11-20 18:49] Train Step 7049/1000000.000000, Batch Size = 64,                     Examples/Sec = 2362.20, Accuracy = 0.65, Loss = 1.136
[2020-11-20 18:49] Train Step 7099/1000000.000000, Batch Size = 64,                     Examples/Sec = 2259.22, Accuracy = 0.64, Loss = 1.135
[2020-11-20 18:49] Train Step 7149/1000000.000000, Batch Size = 64,                     Examples/Sec = 2386.03, Accuracy = 0.65, Loss = 1.117
[2020-11-20 18:49] Train Step 7199/1000000.000000, Batch Size = 64,                     Examples/Sec = 2521.59, Accuracy = 0.64, Loss = 1.099
[2020-11-20 18:49] Train Step 7249/1000000.000000, Batch Size = 64,                     Examples/Sec = 2293.71, Accuracy = 0.67, Loss = 1.090
[2020-11-20 18:49] Train Step 7299/1000000.000000, Batch Size = 64,                     Examples/Sec = 2402.90, Accuracy = 0.66, Loss = 1.072
[2020-11-20 18:49] Train Step 7349/1000000.000000, Batch Size = 64,                     Examples/Sec = 2432.21, Accuracy = 0.65, Loss = 1.097
[2020-11-20 18:49] Train Step 7399/1000000.000000, Batch Size = 64,                     Examples/Sec = 2452.99, Accuracy = 0.64, Loss = 1.108
[2020-11-20 18:49] Train Step 7449/1000000.000000, Batch Size = 64,                     Examples/Sec = 2243.84, Accuracy = 0.65, Loss = 1.139
[2020-11-20 18:49] Train Step 7499/1000000.000000, Batch Size = 64,                     Examples/Sec = 2536.91, Accuracy = 0.66, Loss = 1.102
[2020-11-20 18:49] Train Step 7549/1000000.000000, Batch Size = 64,                     Examples/Sec = 2456.09, Accuracy = 0.65, Loss = 1.078
[2020-11-20 18:49] Train Step 7599/1000000.000000, Batch Size = 64,                     Examples/Sec = 2422.83, Accuracy = 0.67, Loss = 1.080
[2020-11-20 18:49] Train Step 7649/1000000.000000, Batch Size = 64,                     Examples/Sec = 2373.62, Accuracy = 0.65, Loss = 1.082
[2020-11-20 18:49] Train Step 7699/1000000.000000, Batch Size = 64,                     Examples/Sec = 2577.81, Accuracy = 0.65, Loss = 1.137
[2020-11-20 18:49] Train Step 7749/1000000.000000, Batch Size = 64,                     Examples/Sec = 2315.78, Accuracy = 0.65, Loss = 1.112
[2020-11-20 18:49] Train Step 7799/1000000.000000, Batch Size = 64,                     Examples/Sec = 2638.24, Accuracy = 0.66, Loss = 1.125
[2020-11-20 18:49] Train Step 7849/1000000.000000, Batch Size = 64,                     Examples/Sec = 2251.14, Accuracy = 0.65, Loss = 1.086
[2020-11-20 18:49] Train Step 7899/1000000.000000, Batch Size = 64,                     Examples/Sec = 2254.91, Accuracy = 0.67, Loss = 1.037
[2020-11-20 18:49] Train Step 7949/1000000.000000, Batch Size = 64,                     Examples/Sec = 2598.40, Accuracy = 0.66, Loss = 1.076
[2020-11-20 18:49] Train Step 7999/1000000.000000, Batch Size = 64,                     Examples/Sec = 2298.45, Accuracy = 0.65, Loss = 1.137
[2020-11-20 18:49] Train Step 8049/1000000.000000, Batch Size = 64,                     Examples/Sec = 2261.99, Accuracy = 0.65, Loss = 1.077
[2020-11-20 18:49] Train Step 8099/1000000.000000, Batch Size = 64,                     Examples/Sec = 2331.83, Accuracy = 0.66, Loss = 1.089
[2020-11-20 18:49] Train Step 8149/1000000.000000, Batch Size = 64,                     Examples/Sec = 2510.53, Accuracy = 0.65, Loss = 1.087
[2020-11-20 18:49] Train Step 8199/1000000.000000, Batch Size = 64,                     Examples/Sec = 2309.80, Accuracy = 0.65, Loss = 1.090
[2020-11-20 18:49] Train Step 8249/1000000.000000, Batch Size = 64,                     Examples/Sec = 2336.62, Accuracy = 0.68, Loss = 1.075
[2020-11-20 18:49] Train Step 8299/1000000.000000, Batch Size = 64,                     Examples/Sec = 2348.54, Accuracy = 0.67, Loss = 1.055
[2020-11-20 18:49] Train Step 8349/1000000.000000, Batch Size = 64,                     Examples/Sec = 2414.34, Accuracy = 0.65, Loss = 1.091
[2020-11-20 18:49] Train Step 8399/1000000.000000, Batch Size = 64,                     Examples/Sec = 2323.09, Accuracy = 0.65, Loss = 1.106
[2020-11-20 18:49] Train Step 8449/1000000.000000, Batch Size = 64,                     Examples/Sec = 2357.74, Accuracy = 0.66, Loss = 1.076
[2020-11-20 18:49] Train Step 8499/1000000.000000, Batch Size = 64,                     Examples/Sec = 2307.04, Accuracy = 0.66, Loss = 1.062
[2020-11-20 18:49] Train Step 8549/1000000.000000, Batch Size = 64,                     Examples/Sec = 2561.48, Accuracy = 0.66, Loss = 1.079
[2020-11-20 18:49] Train Step 8599/1000000.000000, Batch Size = 64,                     Examples/Sec = 2298.98, Accuracy = 0.65, Loss = 1.136
Done training.
