Namespace(batch_size=64, device='cuda', dropout_keep_prob=1.0, learning_rate=0.002, learning_rate_decay=0.96, learning_rate_step=5000, load_model=None, lstm_num_hidden=512, lstm_num_layers=2, max_epochs=5, max_norm=5.0, plot=False, print_every=250, sample_every=1000, seq_length=30, summary_path='./summaries/', train=True, train_steps=50000, txt_file='./assets/book_EN_democracy_in_the_US.txt')
Device: cuda
Txt file: ./assets/book_EN_democracy_in_the_US.txt
Initialize dataset with 1148437 characters, 86 unique.
[2020-11-28 13:32] EPOCH 0 Train Step 0249/50000, Batch Size = 64,                         Examples/Sec = 6196.86, Accuracy = 0.44, Loss = 1.948
[2020-11-28 13:34] EPOCH 0 Train Step 6749/50000, Batch Size = 64,                         Examples/Sec = 5988.39, Accuracy = 0.65, Loss = 1.134
[2020-11-28 13:34] EPOCH 0 Train Step 6999/50000, Batch Size = 64,                         Examples/Sec = 5946.34, Accuracy = 0.65, Loss = 1.149
[2020-11-28 13:34] EPOCH 0 Train Step 7249/50000, Batch Size = 64,                         Examples/Sec = 6159.32, Accuracy = 0.64, Loss = 1.176
[2020-11-28 13:34] EPOCH 0 Train Step 7499/50000, Batch Size = 64,                         Examples/Sec = 5784.50, Accuracy = 0.64, Loss = 1.159
[2020-11-28 13:34] EPOCH 0 Train Step 7749/50000, Batch Size = 64,                         Examples/Sec = 6108.16, Accuracy = 0.63, Loss = 1.195
[2020-11-28 13:34] EPOCH 0 Train Step 7999/50000, Batch Size = 64,                         Examples/Sec = 5550.32, Accuracy = 0.65, Loss = 1.131
[2020-11-28 13:34] EPOCH 0 Train Step 8249/50000, Batch Size = 64,                         Examples/Sec = 6154.94, Accuracy = 0.67, Loss = 1.079
[2020-11-28 13:35] EPOCH 0 Train Step 8499/50000, Batch Size = 64,                         Examples/Sec = 6159.88, Accuracy = 0.64, Loss = 1.156
[2020-11-28 13:35] EPOCH 0 Train Step 8749/50000, Batch Size = 64,                         Examples/Sec = 5530.42, Accuracy = 0.64, Loss = 1.113
[2020-11-28 13:35] EPOCH 0 Train Step 8999/50000, Batch Size = 64,                         Examples/Sec = 5789.49, Accuracy = 0.67, Loss = 1.131
[2020-11-28 13:35] EPOCH 0 Train Step 9249/50000, Batch Size = 64,                         Examples/Sec = 5998.16, Accuracy = 0.66, Loss = 1.110
[2020-11-28 13:35] EPOCH 0 Train Step 9499/50000, Batch Size = 64,                         Examples/Sec = 5968.28, Accuracy = 0.67, Loss = 1.107
[2020-11-28 13:35] EPOCH 0 Train Step 9749/50000, Batch Size = 64,                         Examples/Sec = 5438.54, Accuracy = 0.66, Loss = 1.099
[2020-11-28 13:35] EPOCH 0 Train Step 9999/50000, Batch Size = 64,                         Examples/Sec = 6178.74, Accuracy = 0.65, Loss = 1.094
[2020-11-28 13:35] EPOCH 0 Train Step 10249/50000, Batch Size = 64,                         Examples/Sec = 6154.24, Accuracy = 0.64, Loss = 1.149
[2020-11-28 13:35] EPOCH 0 Train Step 10499/50000, Batch Size = 64,                         Examples/Sec = 5625.81, Accuracy = 0.65, Loss = 1.096
[2020-11-28 13:35] EPOCH 0 Train Step 10749/50000, Batch Size = 64,                         Examples/Sec = 5767.84, Accuracy = 0.65, Loss = 1.136
[2020-11-28 13:35] EPOCH 0 Train Step 10999/50000, Batch Size = 64,                         Examples/Sec = 5745.13, Accuracy = 0.64, Loss = 1.126
[2020-11-28 13:35] EPOCH 0 Train Step 11249/50000, Batch Size = 64,                         Examples/Sec = 5710.66, Accuracy = 0.66, Loss = 1.077
[2020-11-28 13:35] EPOCH 0 Train Step 11499/50000, Batch Size = 64,                         Examples/Sec = 6043.39, Accuracy = 0.66, Loss = 1.083
[2020-11-28 13:35] EPOCH 0 Train Step 11749/50000, Batch Size = 64,                         Examples/Sec = 6209.76, Accuracy = 0.68, Loss = 1.043
[2020-11-28 13:35] EPOCH 0 Train Step 11999/50000, Batch Size = 64,                         Examples/Sec = 6204.16, Accuracy = 0.66, Loss = 1.085
[2020-11-28 13:35] EPOCH 0 Train Step 12249/50000, Batch Size = 64,                         Examples/Sec = 5925.47, Accuracy = 0.67, Loss = 1.074
[2020-11-28 13:36] EPOCH 0 Train Step 12499/50000, Batch Size = 64,                         Examples/Sec = 6089.18, Accuracy = 0.66, Loss = 1.089
[2020-11-28 13:36] EPOCH 0 Train Step 12749/50000, Batch Size = 64,                         Examples/Sec = 5522.91, Accuracy = 0.66, Loss = 1.083
[2020-11-28 13:36] EPOCH 0 Train Step 12999/50000, Batch Size = 64,                         Examples/Sec = 5436.78, Accuracy = 0.66, Loss = 1.083
[2020-11-28 13:36] EPOCH 0 Train Step 13249/50000, Batch Size = 64,                         Examples/Sec = 5930.05, Accuracy = 0.68, Loss = 1.027
[2020-11-28 13:36] EPOCH 0 Train Step 13499/50000, Batch Size = 64,                         Examples/Sec = 5970.81, Accuracy = 0.66, Loss = 1.092
[2020-11-28 13:36] EPOCH 0 Train Step 13749/50000, Batch Size = 64,                         Examples/Sec = 5557.09, Accuracy = 0.66, Loss = 1.120
[2020-11-28 13:36] EPOCH 0 Train Step 13999/50000, Batch Size = 64,                         Examples/Sec = 5883.26, Accuracy = 0.65, Loss = 1.105
[2020-11-28 13:36] EPOCH 0 Train Step 14249/50000, Batch Size = 64,                         Examples/Sec = 5586.47, Accuracy = 0.66, Loss = 1.117
[2020-11-28 13:36] EPOCH 0 Train Step 14499/50000, Batch Size = 64,                         Examples/Sec = 5958.35, Accuracy = 0.67, Loss = 1.072
[2020-11-28 13:36] EPOCH 0 Train Step 14749/50000, Batch Size = 64,                         Examples/Sec = 6217.53, Accuracy = 0.68, Loss = 1.030
[2020-11-28 13:36] EPOCH 0 Train Step 14999/50000, Batch Size = 64,                         Examples/Sec = 6082.56, Accuracy = 0.66, Loss = 1.091
[2020-11-28 13:36] EPOCH 0 Train Step 15249/50000, Batch Size = 64,                         Examples/Sec = 5868.72, Accuracy = 0.69, Loss = 1.054
[2020-11-28 13:36] EPOCH 0 Train Step 15499/50000, Batch Size = 64,                         Examples/Sec = 6006.61, Accuracy = 0.67, Loss = 1.101
[2020-11-28 13:36] EPOCH 0 Train Step 15749/50000, Batch Size = 64,                         Examples/Sec = 5617.33, Accuracy = 0.66, Loss = 1.112
[2020-11-28 13:36] EPOCH 0 Train Step 15999/50000, Batch Size = 64,                         Examples/Sec = 5617.10, Accuracy = 0.65, Loss = 1.091
[2020-11-28 13:36] EPOCH 0 Train Step 16249/50000, Batch Size = 64,                         Examples/Sec = 5905.78, Accuracy = 0.68, Loss = 1.067
[2020-11-28 13:37] EPOCH 0 Train Step 16499/50000, Batch Size = 64,                         Examples/Sec = 5862.70, Accuracy = 0.65, Loss = 1.080
[2020-11-28 13:37] EPOCH 0 Train Step 16749/50000, Batch Size = 64,                         Examples/Sec = 6257.38, Accuracy = 0.67, Loss = 1.031
[2020-11-28 13:37] EPOCH 0 Train Step 16999/50000, Batch Size = 64,                         Examples/Sec = 5337.75, Accuracy = 0.66, Loss = 1.106
[2020-11-28 13:37] EPOCH 0 Train Step 17249/50000, Batch Size = 64,                         Examples/Sec = 5577.53, Accuracy = 0.68, Loss = 1.024
[2020-11-28 13:37] EPOCH 0 Train Step 17499/50000, Batch Size = 64,                         Examples/Sec = 5814.82, Accuracy = 0.67, Loss = 1.054
[2020-11-28 13:37] EPOCH 0 Train Step 17749/50000, Batch Size = 64,                         Examples/Sec = 6304.71, Accuracy = 0.68, Loss = 1.040
[2020-11-28 13:37] EPOCH 1 Train Step 17999/50000, Batch Size = 64,                         Examples/Sec = 6143.25, Accuracy = 0.68, Loss = 1.028
[2020-11-28 13:37] EPOCH 1 Train Step 18249/50000, Batch Size = 64,                         Examples/Sec = 6193.00, Accuracy = 0.67, Loss = 1.074
[2020-11-28 13:37] EPOCH 1 Train Step 18499/50000, Batch Size = 64,                         Examples/Sec = 6140.44, Accuracy = 0.69, Loss = 1.029
[2020-11-28 13:37] EPOCH 1 Train Step 18749/50000, Batch Size = 64,                         Examples/Sec = 5852.22, Accuracy = 0.68, Loss = 1.044
[2020-11-28 13:37] EPOCH 1 Train Step 18999/50000, Batch Size = 64,                         Examples/Sec = 5889.84, Accuracy = 0.67, Loss = 1.037
[2020-11-28 13:37] EPOCH 1 Train Step 19249/50000, Batch Size = 64,                         Examples/Sec = 5485.22, Accuracy = 0.68, Loss = 1.046
[2020-11-28 13:37] EPOCH 1 Train Step 19499/50000, Batch Size = 64,                         Examples/Sec = 5897.74, Accuracy = 0.67, Loss = 1.057
[2020-11-28 13:37] EPOCH 1 Train Step 19749/50000, Batch Size = 64,                         Examples/Sec = 5595.79, Accuracy = 0.68, Loss = 1.040
[2020-11-28 13:37] EPOCH 1 Train Step 19999/50000, Batch Size = 64,                         Examples/Sec = 5988.39, Accuracy = 0.68, Loss = 1.010
[2020-11-28 13:38] EPOCH 1 Train Step 20249/50000, Batch Size = 64,                         Examples/Sec = 5925.47, Accuracy = 0.67, Loss = 1.034
[2020-11-28 13:38] EPOCH 1 Train Step 20499/50000, Batch Size = 64,                         Examples/Sec = 6242.83, Accuracy = 0.66, Loss = 1.097
[2020-11-28 13:38] EPOCH 1 Train Step 20749/50000, Batch Size = 64,                         Examples/Sec = 5797.37, Accuracy = 0.68, Loss = 1.048
[2020-11-28 13:38] EPOCH 1 Train Step 20999/50000, Batch Size = 64,                         Examples/Sec = 5956.89, Accuracy = 0.68, Loss = 1.057
[2020-11-28 13:38] EPOCH 1 Train Step 21249/50000, Batch Size = 64,                         Examples/Sec = 5587.75, Accuracy = 0.67, Loss = 1.021
[2020-11-28 13:38] EPOCH 1 Train Step 21499/50000, Batch Size = 64,                         Examples/Sec = 6104.41, Accuracy = 0.68, Loss = 1.030
[2020-11-28 13:38] EPOCH 1 Train Step 21749/50000, Batch Size = 64,                         Examples/Sec = 5887.00, Accuracy = 0.67, Loss = 1.016
[2020-11-28 13:38] EPOCH 1 Train Step 21999/50000, Batch Size = 64,                         Examples/Sec = 5640.94, Accuracy = 0.67, Loss = 1.061
[2020-11-28 13:38] EPOCH 1 Train Step 22249/50000, Batch Size = 64,                         Examples/Sec = 5942.78, Accuracy = 0.68, Loss = 1.039
[2020-11-28 13:38] EPOCH 1 Train Step 22499/50000, Batch Size = 64,                         Examples/Sec = 5298.24, Accuracy = 0.67, Loss = 1.027
[2020-11-28 13:38] EPOCH 1 Train Step 22749/50000, Batch Size = 64,                         Examples/Sec = 5625.69, Accuracy = 0.68, Loss = 1.010
[2020-11-28 13:38] EPOCH 1 Train Step 22999/50000, Batch Size = 64,                         Examples/Sec = 5514.51, Accuracy = 0.68, Loss = 0.995
[2020-11-28 13:38] EPOCH 1 Train Step 23249/50000, Batch Size = 64,                         Examples/Sec = 5620.86, Accuracy = 0.67, Loss = 1.036
[2020-11-28 13:38] EPOCH 1 Train Step 23499/50000, Batch Size = 64,                         Examples/Sec = 6184.01, Accuracy = 0.67, Loss = 1.039
[2020-11-28 13:38] EPOCH 1 Train Step 23749/50000, Batch Size = 64,                         Examples/Sec = 5875.02, Accuracy = 0.67, Loss = 1.055
[2020-11-28 13:38] EPOCH 1 Train Step 23999/50000, Batch Size = 64,                         Examples/Sec = 5481.18, Accuracy = 0.65, Loss = 1.082
[2020-11-28 13:39] EPOCH 1 Train Step 24249/50000, Batch Size = 64,                         Examples/Sec = 5890.49, Accuracy = 0.68, Loss = 0.996
[2020-11-28 13:39] EPOCH 1 Train Step 24499/50000, Batch Size = 64,                         Examples/Sec = 6011.99, Accuracy = 0.65, Loss = 1.072
[2020-11-28 13:39] EPOCH 1 Train Step 24749/50000, Batch Size = 64,                         Examples/Sec = 6218.68, Accuracy = 0.67, Loss = 1.045
[2020-11-28 13:39] EPOCH 1 Train Step 24999/50000, Batch Size = 64,                         Examples/Sec = 5586.47, Accuracy = 0.68, Loss = 1.017
[2020-11-28 13:39] EPOCH 1 Train Step 25249/50000, Batch Size = 64,                         Examples/Sec = 5984.12, Accuracy = 0.68, Loss = 1.099
[2020-11-28 13:39] EPOCH 1 Train Step 25499/50000, Batch Size = 64,                         Examples/Sec = 6114.70, Accuracy = 0.69, Loss = 1.006
[2020-11-28 13:39] EPOCH 1 Train Step 25749/50000, Batch Size = 64,                         Examples/Sec = 5526.77, Accuracy = 0.67, Loss = 1.022
[2020-11-28 13:39] EPOCH 1 Train Step 25999/50000, Batch Size = 64,                         Examples/Sec = 5724.91, Accuracy = 0.69, Loss = 1.012
[2020-11-28 13:39] EPOCH 1 Train Step 26249/50000, Batch Size = 64,                         Examples/Sec = 5890.88, Accuracy = 0.66, Loss = 1.058
[2020-11-28 13:39] EPOCH 1 Train Step 26499/50000, Batch Size = 64,                         Examples/Sec = 5622.16, Accuracy = 0.68, Loss = 1.012
[2020-11-28 13:39] EPOCH 1 Train Step 26749/50000, Batch Size = 64,                         Examples/Sec = 5932.93, Accuracy = 0.69, Loss = 1.037
[2020-11-28 13:39] EPOCH 1 Train Step 26999/50000, Batch Size = 64,                         Examples/Sec = 6047.21, Accuracy = 0.68, Loss = 1.030
[2020-11-28 13:39] EPOCH 1 Train Step 27249/50000, Batch Size = 64,                         Examples/Sec = 5844.96, Accuracy = 0.65, Loss = 1.102
[2020-11-28 13:39] EPOCH 1 Train Step 27499/50000, Batch Size = 64,                         Examples/Sec = 6048.98, Accuracy = 0.69, Loss = 0.996
[2020-11-28 13:39] EPOCH 1 Train Step 27749/50000, Batch Size = 64,                         Examples/Sec = 5670.01, Accuracy = 0.69, Loss = 1.005
[2020-11-28 13:39] EPOCH 1 Train Step 27999/50000, Batch Size = 64,                         Examples/Sec = 6117.63, Accuracy = 0.69, Loss = 1.000
[2020-11-28 13:40] EPOCH 1 Train Step 28249/50000, Batch Size = 64,                         Examples/Sec = 6242.83, Accuracy = 0.69, Loss = 0.982
[2020-11-28 13:40] EPOCH 1 Train Step 28499/50000, Batch Size = 64,                         Examples/Sec = 6043.26, Accuracy = 0.69, Loss = 0.998
[2020-11-28 13:40] EPOCH 1 Train Step 28749/50000, Batch Size = 64,                         Examples/Sec = 5606.30, Accuracy = 0.68, Loss = 1.015
[2020-11-28 13:40] EPOCH 1 Train Step 28999/50000, Batch Size = 64,                         Examples/Sec = 5789.74, Accuracy = 0.68, Loss = 1.029
[2020-11-28 13:40] EPOCH 1 Train Step 29249/50000, Batch Size = 64,                         Examples/Sec = 5507.72, Accuracy = 0.68, Loss = 0.997
[2020-11-28 13:40] EPOCH 1 Train Step 29499/50000, Batch Size = 64,                         Examples/Sec = 6230.51, Accuracy = 0.73, Loss = 0.931
[2020-11-28 13:40] EPOCH 1 Train Step 29749/50000, Batch Size = 64,                         Examples/Sec = 5549.97, Accuracy = 0.70, Loss = 1.000
[2020-11-28 13:40] EPOCH 1 Train Step 29999/50000, Batch Size = 64,                         Examples/Sec = 6128.38, Accuracy = 0.68, Loss = 1.030
[2020-11-28 13:40] EPOCH 1 Train Step 30249/50000, Batch Size = 64,                         Examples/Sec = 6009.97, Accuracy = 0.68, Loss = 1.025
[2020-11-28 13:40] EPOCH 1 Train Step 30499/50000, Batch Size = 64,                         Examples/Sec = 5588.91, Accuracy = 0.67, Loss = 1.045
[2020-11-28 13:40] EPOCH 1 Train Step 30749/50000, Batch Size = 64,                         Examples/Sec = 5899.55, Accuracy = 0.70, Loss = 0.986
[2020-11-28 13:40] EPOCH 1 Train Step 30999/50000, Batch Size = 64,                         Examples/Sec = 5607.94, Accuracy = 0.68, Loss = 1.014
[2020-11-28 13:40] EPOCH 1 Train Step 31249/50000, Batch Size = 64,                         Examples/Sec = 5367.21, Accuracy = 0.70, Loss = 0.978
[2020-11-28 13:40] EPOCH 1 Train Step 31499/50000, Batch Size = 64,                         Examples/Sec = 6131.74, Accuracy = 0.68, Loss = 1.020
[2020-11-28 13:40] EPOCH 1 Train Step 31749/50000, Batch Size = 64,                         Examples/Sec = 6120.56, Accuracy = 0.69, Loss = 1.003
[2020-11-28 13:40] EPOCH 1 Train Step 31999/50000, Batch Size = 64,                         Examples/Sec = 5902.79, Accuracy = 0.70, Loss = 0.984
[2020-11-28 13:41] EPOCH 1 Train Step 32249/50000, Batch Size = 64,                         Examples/Sec = 5806.90, Accuracy = 0.68, Loss = 1.019
[2020-11-28 13:41] EPOCH 1 Train Step 32499/50000, Batch Size = 64,                         Examples/Sec = 5493.86, Accuracy = 0.69, Loss = 1.017
[2020-11-28 13:41] EPOCH 1 Train Step 32749/50000, Batch Size = 64,                         Examples/Sec = 5863.60, Accuracy = 0.68, Loss = 1.016
[2020-11-28 13:41] EPOCH 1 Train Step 32999/50000, Batch Size = 64,                         Examples/Sec = 5581.36, Accuracy = 0.69, Loss = 0.990
[2020-11-28 13:41] EPOCH 1 Train Step 33249/50000, Batch Size = 64,                         Examples/Sec = 5729.43, Accuracy = 0.69, Loss = 0.994
[2020-11-28 13:41] EPOCH 1 Train Step 33499/50000, Batch Size = 64,                         Examples/Sec = 6014.28, Accuracy = 0.68, Loss = 1.006
[2020-11-28 13:41] EPOCH 1 Train Step 33749/50000, Batch Size = 64,                         Examples/Sec = 5810.04, Accuracy = 0.69, Loss = 0.996
[2020-11-28 13:41] EPOCH 1 Train Step 33999/50000, Batch Size = 64,                         Examples/Sec = 5365.49, Accuracy = 0.67, Loss = 1.038
[2020-11-28 13:41] EPOCH 1 Train Step 34249/50000, Batch Size = 64,                         Examples/Sec = 5866.03, Accuracy = 0.67, Loss = 1.031
[2020-11-28 13:41] EPOCH 1 Train Step 34499/50000, Batch Size = 64,                         Examples/Sec = 6151.84, Accuracy = 0.67, Loss = 1.042
[2020-11-28 13:41] EPOCH 1 Train Step 34749/50000, Batch Size = 64,                         Examples/Sec = 5650.56, Accuracy = 0.70, Loss = 0.976
[2020-11-28 13:41] EPOCH 1 Train Step 34999/50000, Batch Size = 64,                         Examples/Sec = 5420.86, Accuracy = 0.68, Loss = 0.995
[2020-11-28 13:41] EPOCH 1 Train Step 35249/50000, Batch Size = 64,                         Examples/Sec = 5897.22, Accuracy = 0.69, Loss = 0.996
[2020-11-28 13:41] EPOCH 1 Train Step 35499/50000, Batch Size = 64,                         Examples/Sec = 6028.87, Accuracy = 0.69, Loss = 1.002
[2020-11-28 13:41] EPOCH 1 Train Step 35749/50000, Batch Size = 64,                         Examples/Sec = 6159.88, Accuracy = 0.68, Loss = 1.014
[2020-11-28 13:41] EPOCH 2 Train Step 35999/50000, Batch Size = 64,                         Examples/Sec = 5848.14, Accuracy = 0.68, Loss = 0.991
[2020-11-28 13:42] EPOCH 2 Train Step 36249/50000, Batch Size = 64,                         Examples/Sec = 6285.22, Accuracy = 0.69, Loss = 1.010
[2020-11-28 13:42] EPOCH 2 Train Step 36499/50000, Batch Size = 64,                         Examples/Sec = 6149.86, Accuracy = 0.68, Loss = 1.026
[2020-11-28 13:42] EPOCH 2 Train Step 36749/50000, Batch Size = 64,                         Examples/Sec = 6084.76, Accuracy = 0.68, Loss = 0.994
[2020-11-28 13:42] EPOCH 2 Train Step 36999/50000, Batch Size = 64,                         Examples/Sec = 5974.53, Accuracy = 0.70, Loss = 0.985
[2020-11-28 13:42] EPOCH 2 Train Step 37249/50000, Batch Size = 64,                         Examples/Sec = 5634.55, Accuracy = 0.69, Loss = 0.973
[2020-11-28 13:42] EPOCH 2 Train Step 37499/50000, Batch Size = 64,                         Examples/Sec = 5603.61, Accuracy = 0.68, Loss = 1.030
[2020-11-28 13:42] EPOCH 2 Train Step 37749/50000, Batch Size = 64,                         Examples/Sec = 5879.26, Accuracy = 0.68, Loss = 1.033
[2020-11-28 13:42] EPOCH 2 Train Step 37999/50000, Batch Size = 64,                         Examples/Sec = 5888.81, Accuracy = 0.69, Loss = 0.978
[2020-11-28 13:42] EPOCH 2 Train Step 38249/50000, Batch Size = 64,                         Examples/Sec = 5441.74, Accuracy = 0.69, Loss = 0.992
[2020-11-28 13:42] EPOCH 2 Train Step 38499/50000, Batch Size = 64,                         Examples/Sec = 5962.98, Accuracy = 0.70, Loss = 0.988
[2020-11-28 13:42] EPOCH 2 Train Step 38749/50000, Batch Size = 64,                         Examples/Sec = 5784.87, Accuracy = 0.67, Loss = 1.035
[2020-11-28 13:42] EPOCH 2 Train Step 38999/50000, Batch Size = 64,                         Examples/Sec = 6200.87, Accuracy = 0.70, Loss = 0.937
[2020-11-28 13:42] EPOCH 2 Train Step 39249/50000, Batch Size = 64,                         Examples/Sec = 5723.94, Accuracy = 0.69, Loss = 1.005
[2020-11-28 13:42] EPOCH 2 Train Step 39499/50000, Batch Size = 64,                         Examples/Sec = 6131.18, Accuracy = 0.69, Loss = 0.941
[2020-11-28 13:42] EPOCH 2 Train Step 39749/50000, Batch Size = 64,                         Examples/Sec = 5847.38, Accuracy = 0.70, Loss = 0.991
[2020-11-28 13:42] EPOCH 2 Train Step 39999/50000, Batch Size = 64,                         Examples/Sec = 6332.82, Accuracy = 0.67, Loss = 0.994
[2020-11-28 13:43] EPOCH 2 Train Step 40249/50000, Batch Size = 64,                         Examples/Sec = 5938.57, Accuracy = 0.68, Loss = 0.960
[2020-11-28 13:43] EPOCH 2 Train Step 40499/50000, Batch Size = 64,                         Examples/Sec = 5410.48, Accuracy = 0.68, Loss = 1.029
[2020-11-28 13:43] EPOCH 2 Train Step 40749/50000, Batch Size = 64,                         Examples/Sec = 5817.09, Accuracy = 0.70, Loss = 0.953
[2020-11-28 13:43] EPOCH 2 Train Step 40999/50000, Batch Size = 64,                         Examples/Sec = 5427.76, Accuracy = 0.71, Loss = 0.968
[2020-11-28 13:43] EPOCH 2 Train Step 41249/50000, Batch Size = 64,                         Examples/Sec = 5670.01, Accuracy = 0.70, Loss = 0.951
[2020-11-28 13:43] EPOCH 2 Train Step 41499/50000, Batch Size = 64,                         Examples/Sec = 5603.61, Accuracy = 0.70, Loss = 0.950
[2020-11-28 13:43] EPOCH 2 Train Step 41749/50000, Batch Size = 64,                         Examples/Sec = 5958.35, Accuracy = 0.70, Loss = 0.987
[2020-11-28 13:43] EPOCH 2 Train Step 41999/50000, Batch Size = 64,                         Examples/Sec = 6144.38, Accuracy = 0.69, Loss = 0.963
[2020-11-28 13:43] EPOCH 2 Train Step 42249/50000, Batch Size = 64,                         Examples/Sec = 6246.61, Accuracy = 0.70, Loss = 0.961
[2020-11-28 13:43] EPOCH 2 Train Step 42499/50000, Batch Size = 64,                         Examples/Sec = 5406.23, Accuracy = 0.70, Loss = 0.946
[2020-11-28 13:43] EPOCH 2 Train Step 42749/50000, Batch Size = 64,                         Examples/Sec = 5660.21, Accuracy = 0.70, Loss = 0.970
[2020-11-28 13:43] EPOCH 2 Train Step 42999/50000, Batch Size = 64,                         Examples/Sec = 5137.82, Accuracy = 0.68, Loss = 1.004
[2020-11-28 13:43] EPOCH 2 Train Step 43249/50000, Batch Size = 64,                         Examples/Sec = 5409.28, Accuracy = 0.69, Loss = 0.984
[2020-11-28 13:43] EPOCH 2 Train Step 43499/50000, Batch Size = 64,                         Examples/Sec = 5511.46, Accuracy = 0.68, Loss = 1.027
[2020-11-28 13:43] EPOCH 2 Train Step 43749/50000, Batch Size = 64,                         Examples/Sec = 5811.93, Accuracy = 0.70, Loss = 0.957
[2020-11-28 13:44] EPOCH 2 Train Step 43999/50000, Batch Size = 64,                         Examples/Sec = 5975.06, Accuracy = 0.68, Loss = 0.964
