Namespace(batch_size=64, device='cuda:0', dropout_keep_prob=1.0, learning_rate=0.002, learning_rate_decay=0.96, learning_rate_step=5000, lstm_num_hidden=128, lstm_num_layers=2, max_norm=5.0, print_every=50, sample_every=100, seq_length=30, summary_path='./summaries/', train_steps=1000000.0, txt_file='./assets/book_NL_darwin_reis_om_de_wereld.txt')
cuda:0
./assets/book_NL_darwin_reis_om_de_wereld.txt
Initialize dataset with 1366815 characters, 115 unique.
[2020-11-20 19:11] Train Step 0049/1000000.000000, Batch Size = 64,                     Examples/Sec = 2293.03, Accuracy = 0.26, Loss = 2.820
[2020-11-20 19:14] Train Step 6099/1000000.000000, Batch Size = 64,                     Examples/Sec = 2348.11, Accuracy = 0.60, Loss = 1.347
[2020-11-20 19:14] Train Step 6149/1000000.000000, Batch Size = 64,                     Examples/Sec = 2212.66, Accuracy = 0.58, Loss = 1.379
[2020-11-20 19:14] Train Step 6199/1000000.000000, Batch Size = 64,                     Examples/Sec = 2329.87, Accuracy = 0.56, Loss = 1.406
[2020-11-20 19:14] Train Step 6249/1000000.000000, Batch Size = 64,                     Examples/Sec = 2349.34, Accuracy = 0.57, Loss = 1.380
[2020-11-20 19:14] Train Step 6299/1000000.000000, Batch Size = 64,                     Examples/Sec = 2131.46, Accuracy = 0.57, Loss = 1.379
[2020-11-20 19:14] Train Step 6349/1000000.000000, Batch Size = 64,                     Examples/Sec = 2306.78, Accuracy = 0.56, Loss = 1.394
[2020-11-20 19:14] Train Step 6399/1000000.000000, Batch Size = 64,                     Examples/Sec = 2421.92, Accuracy = 0.58, Loss = 1.359
[2020-11-20 19:14] Train Step 6449/1000000.000000, Batch Size = 64,                     Examples/Sec = 2254.60, Accuracy = 0.57, Loss = 1.358
[2020-11-20 19:14] Train Step 6499/1000000.000000, Batch Size = 64,                     Examples/Sec = 2527.07, Accuracy = 0.59, Loss = 1.364
[2020-11-20 19:14] Train Step 6549/1000000.000000, Batch Size = 64,                     Examples/Sec = 2344.41, Accuracy = 0.58, Loss = 1.377
[2020-11-20 19:15] Train Step 6599/1000000.000000, Batch Size = 64,                     Examples/Sec = 2316.68, Accuracy = 0.59, Loss = 1.324
[2020-11-20 19:15] Train Step 6649/1000000.000000, Batch Size = 64,                     Examples/Sec = 2243.36, Accuracy = 0.58, Loss = 1.362
[2020-11-20 19:15] Train Step 6699/1000000.000000, Batch Size = 64,                     Examples/Sec = 2338.65, Accuracy = 0.58, Loss = 1.344
[2020-11-20 19:15] Train Step 6749/1000000.000000, Batch Size = 64,                     Examples/Sec = 2433.71, Accuracy = 0.57, Loss = 1.417
[2020-11-20 19:15] Train Step 6799/1000000.000000, Batch Size = 64,                     Examples/Sec = 2437.00, Accuracy = 0.57, Loss = 1.409
[2020-11-20 19:15] Train Step 6849/1000000.000000, Batch Size = 64,                     Examples/Sec = 2285.47, Accuracy = 0.56, Loss = 1.408
[2020-11-20 19:15] Train Step 6899/1000000.000000, Batch Size = 64,                     Examples/Sec = 2355.79, Accuracy = 0.62, Loss = 1.300
[2020-11-20 19:15] Train Step 6949/1000000.000000, Batch Size = 64,                     Examples/Sec = 2347.28, Accuracy = 0.57, Loss = 1.424
[2020-11-20 19:15] Train Step 6999/1000000.000000, Batch Size = 64,                     Examples/Sec = 2314.54, Accuracy = 0.56, Loss = 1.416
[2020-11-20 19:15] Train Step 7049/1000000.000000, Batch Size = 64,                     Examples/Sec = 2718.14, Accuracy = 0.56, Loss = 1.431
[2020-11-20 19:15] Train Step 7099/1000000.000000, Batch Size = 64,                     Examples/Sec = 2537.68, Accuracy = 0.59, Loss = 1.334
[2020-11-20 19:15] Train Step 7149/1000000.000000, Batch Size = 64,                     Examples/Sec = 2281.95, Accuracy = 0.60, Loss = 1.335
[2020-11-20 19:15] Train Step 7199/1000000.000000, Batch Size = 64,                     Examples/Sec = 2308.59, Accuracy = 0.57, Loss = 1.377
[2020-11-20 19:15] Train Step 7249/1000000.000000, Batch Size = 64,                     Examples/Sec = 2327.62, Accuracy = 0.60, Loss = 1.328
[2020-11-20 19:15] Train Step 7299/1000000.000000, Batch Size = 64,                     Examples/Sec = 2209.47, Accuracy = 0.57, Loss = 1.401
[2020-11-20 19:15] Train Step 7349/1000000.000000, Batch Size = 64,                     Examples/Sec = 2386.05, Accuracy = 0.60, Loss = 1.331
[2020-11-20 19:15] Train Step 7399/1000000.000000, Batch Size = 64,                     Examples/Sec = 2322.73, Accuracy = 0.58, Loss = 1.372
[2020-11-20 19:15] Train Step 7449/1000000.000000, Batch Size = 64,                     Examples/Sec = 2324.92, Accuracy = 0.58, Loss = 1.381
[2020-11-20 19:15] Train Step 7499/1000000.000000, Batch Size = 64,                     Examples/Sec = 2580.84, Accuracy = 0.59, Loss = 1.307
[2020-11-20 19:15] Train Step 7549/1000000.000000, Batch Size = 64,                     Examples/Sec = 2551.60, Accuracy = 0.58, Loss = 1.340
[2020-11-20 19:15] Train Step 7599/1000000.000000, Batch Size = 64,                     Examples/Sec = 2301.82, Accuracy = 0.59, Loss = 1.371
[2020-11-20 19:15] Train Step 7649/1000000.000000, Batch Size = 64,                     Examples/Sec = 2255.42, Accuracy = 0.61, Loss = 1.315
[2020-11-20 19:15] Train Step 7699/1000000.000000, Batch Size = 64,                     Examples/Sec = 2346.07, Accuracy = 0.59, Loss = 1.295
[2020-11-20 19:15] Train Step 7749/1000000.000000, Batch Size = 64,                     Examples/Sec = 2321.30, Accuracy = 0.58, Loss = 1.321
[2020-11-20 19:15] Train Step 7799/1000000.000000, Batch Size = 64,                     Examples/Sec = 2339.14, Accuracy = 0.60, Loss = 1.301
[2020-11-20 19:15] Train Step 7849/1000000.000000, Batch Size = 64,                     Examples/Sec = 2347.67, Accuracy = 0.60, Loss = 1.303
[2020-11-20 19:15] Train Step 7899/1000000.000000, Batch Size = 64,                     Examples/Sec = 2336.07, Accuracy = 0.56, Loss = 1.456
[2020-11-20 19:15] Train Step 7949/1000000.000000, Batch Size = 64,                     Examples/Sec = 2326.92, Accuracy = 0.55, Loss = 1.403
[2020-11-20 19:15] Train Step 7999/1000000.000000, Batch Size = 64,                     Examples/Sec = 2686.56, Accuracy = 0.58, Loss = 1.345
[2020-11-20 19:15] Train Step 8049/1000000.000000, Batch Size = 64,                     Examples/Sec = 2550.55, Accuracy = 0.58, Loss = 1.363
[2020-11-20 19:15] Train Step 8099/1000000.000000, Batch Size = 64,                     Examples/Sec = 2527.21, Accuracy = 0.58, Loss = 1.323
[2020-11-20 19:15] Train Step 8149/1000000.000000, Batch Size = 64,                     Examples/Sec = 2418.29, Accuracy = 0.59, Loss = 1.366
[2020-11-20 19:15] Train Step 8199/1000000.000000, Batch Size = 64,                     Examples/Sec = 2248.96, Accuracy = 0.59, Loss = 1.306
[2020-11-20 19:15] Train Step 8249/1000000.000000, Batch Size = 64,                     Examples/Sec = 2332.86, Accuracy = 0.58, Loss = 1.386
[2020-11-20 19:15] Train Step 8299/1000000.000000, Batch Size = 64,                     Examples/Sec = 2218.03, Accuracy = 0.59, Loss = 1.360
[2020-11-20 19:15] Train Step 8349/1000000.000000, Batch Size = 64,                     Examples/Sec = 2226.04, Accuracy = 0.59, Loss = 1.304
[2020-11-20 19:15] Train Step 8399/1000000.000000, Batch Size = 64,                     Examples/Sec = 2524.91, Accuracy = 0.60, Loss = 1.285
[2020-11-20 19:15] Train Step 8449/1000000.000000, Batch Size = 64,                     Examples/Sec = 2366.82, Accuracy = 0.57, Loss = 1.382
[2020-11-20 19:15] Train Step 8499/1000000.000000, Batch Size = 64,                     Examples/Sec = 2411.10, Accuracy = 0.57, Loss = 1.429
[2020-11-20 19:15] Train Step 8549/1000000.000000, Batch Size = 64,                     Examples/Sec = 2363.51, Accuracy = 0.59, Loss = 1.360
[2020-11-20 19:16] Train Step 8599/1000000.000000, Batch Size = 64,                     Examples/Sec = 2367.97, Accuracy = 0.58, Loss = 1.364
[2020-11-20 19:16] Train Step 8649/1000000.000000, Batch Size = 64,                     Examples/Sec = 2453.57, Accuracy = 0.60, Loss = 1.290
[2020-11-20 19:16] Train Step 8699/1000000.000000, Batch Size = 64,                     Examples/Sec = 2205.42, Accuracy = 0.59, Loss = 1.351
[2020-11-20 19:16] Train Step 8749/1000000.000000, Batch Size = 64,                     Examples/Sec = 2353.36, Accuracy = 0.60, Loss = 1.306
[2020-11-20 19:16] Train Step 8799/1000000.000000, Batch Size = 64,                     Examples/Sec = 2337.84, Accuracy = 0.58, Loss = 1.370
[2020-11-20 19:16] Train Step 8849/1000000.000000, Batch Size = 64,                     Examples/Sec = 2256.39, Accuracy = 0.59, Loss = 1.332
[2020-11-20 19:16] Train Step 8899/1000000.000000, Batch Size = 64,                     Examples/Sec = 2362.86, Accuracy = 0.62, Loss = 1.304
[2020-11-20 19:16] Train Step 8949/1000000.000000, Batch Size = 64,                     Examples/Sec = 2346.26, Accuracy = 0.58, Loss = 1.314
[2020-11-20 19:16] Train Step 8999/1000000.000000, Batch Size = 64,                     Examples/Sec = 2569.89, Accuracy = 0.61, Loss = 1.256
[2020-11-20 19:16] Train Step 9049/1000000.000000, Batch Size = 64,                     Examples/Sec = 2214.23, Accuracy = 0.61, Loss = 1.265
[2020-11-20 19:16] Train Step 9099/1000000.000000, Batch Size = 64,                     Examples/Sec = 2329.74, Accuracy = 0.61, Loss = 1.267
[2020-11-20 19:16] Train Step 9149/1000000.000000, Batch Size = 64,                     Examples/Sec = 2379.45, Accuracy = 0.58, Loss = 1.339
[2020-11-20 19:16] Train Step 9199/1000000.000000, Batch Size = 64,                     Examples/Sec = 2264.59, Accuracy = 0.59, Loss = 1.301
[2020-11-20 19:16] Train Step 9249/1000000.000000, Batch Size = 64,                     Examples/Sec = 2246.19, Accuracy = 0.57, Loss = 1.369
[2020-11-20 19:16] Train Step 9299/1000000.000000, Batch Size = 64,                     Examples/Sec = 2411.15, Accuracy = 0.60, Loss = 1.328
[2020-11-20 19:16] Train Step 9349/1000000.000000, Batch Size = 64,                     Examples/Sec = 2913.22, Accuracy = 0.60, Loss = 1.291
