Namespace(batch_size=256, dataset='bipalindrome', device='cuda:0', gpu_mem_frac=0.5, input_dim=1, input_length=10, learning_rate=0.0001, log_device_placement=False, max_norm=10.0, model_type='LSTM', num_classes=1, num_hidden=256, summary_path='./summaries/', train_steps=3000)
cuda:0
Load binary palindrome dataset ...
input length: 10
input length: 41
Initializing LSTM model ...
seq length: 41
input dim: 1
hidden dim: 256
num classes: 2
batch_size: 256
device: cuda:0


[2020-11-20 00:59] Train Step 0000/3000, Batch Size = 256,                    Examples/Sec = 426.99, Accuracy = 0.69, Loss = 0.691
[2020-11-20 01:02] Train Step 1620/3000, Batch Size = 256,                    Examples/Sec = 2397.06, Accuracy = 0.68, Loss = 0.606
[2020-11-20 01:02] Train Step 1680/3000, Batch Size = 256,                    Examples/Sec = 3009.70, Accuracy = 0.69, Loss = 0.622
[2020-11-20 01:02] Train Step 1740/3000, Batch Size = 256,                    Examples/Sec = 2367.49, Accuracy = 0.67, Loss = 0.627
[2020-11-20 01:02] Train Step 1800/3000, Batch Size = 256,                    Examples/Sec = 2104.04, Accuracy = 0.70, Loss = 0.591
[2020-11-20 01:02] Train Step 1860/3000, Batch Size = 256,                    Examples/Sec = 2327.89, Accuracy = 0.67, Loss = 0.591
[2020-11-20 01:02] Train Step 1920/3000, Batch Size = 256,                    Examples/Sec = 2373.95, Accuracy = 0.71, Loss = 0.585
[2020-11-20 01:02] Train Step 1980/3000, Batch Size = 256,                    Examples/Sec = 3013.13, Accuracy = 0.70, Loss = 0.598
[2020-11-20 01:02] Train Step 2040/3000, Batch Size = 256,                    Examples/Sec = 2257.16, Accuracy = 0.61, Loss = 0.627
[2020-11-20 01:02] Train Step 2100/3000, Batch Size = 256,                    Examples/Sec = 2263.43, Accuracy = 0.70, Loss = 0.576
[2020-11-20 01:03] Train Step 2160/3000, Batch Size = 256,                    Examples/Sec = 2949.90, Accuracy = 0.68, Loss = 0.603
[2020-11-20 01:03] Train Step 2220/3000, Batch Size = 256,                    Examples/Sec = 2926.82, Accuracy = 0.67, Loss = 0.605
[2020-11-20 01:03] Train Step 2280/3000, Batch Size = 256,                    Examples/Sec = 2206.43, Accuracy = 0.68, Loss = 0.598
[2020-11-20 01:03] Train Step 2340/3000, Batch Size = 256,                    Examples/Sec = 3068.82, Accuracy = 1.00, Loss = 0.000
[2020-11-20 01:03] Train Step 2400/3000, Batch Size = 256,                    Examples/Sec = 3070.55, Accuracy = 1.00, Loss = 0.000
[2020-11-20 01:03] Train Step 2460/3000, Batch Size = 256,                    Examples/Sec = 2875.53, Accuracy = 1.00, Loss = 0.000
[2020-11-20 01:03] Train Step 2520/3000, Batch Size = 256,                    Examples/Sec = 2207.06, Accuracy = 1.00, Loss = 0.000
[2020-11-20 01:03] Train Step 2580/3000, Batch Size = 256,                    Examples/Sec = 2338.37, Accuracy = 1.00, Loss = 0.000
[2020-11-20 01:03] Train Step 2640/3000, Batch Size = 256,                    Examples/Sec = 2324.25, Accuracy = 1.00, Loss = 0.000
[2020-11-20 01:03] Train Step 2700/3000, Batch Size = 256,                    Examples/Sec = 2278.01, Accuracy = 1.00, Loss = 0.000
[2020-11-20 01:04] Train Step 2760/3000, Batch Size = 256,                    Examples/Sec = 2297.83, Accuracy = 1.00, Loss = 0.000
[2020-11-20 01:04] Train Step 2820/3000, Batch Size = 256,                    Examples/Sec = 2231.99, Accuracy = 1.00, Loss = 0.000
[2020-11-20 01:04] Train Step 2880/3000, Batch Size = 256,                    Examples/Sec = 3127.12, Accuracy = 1.00, Loss = 0.000
[2020-11-20 01:04] Train Step 2940/3000, Batch Size = 256,                    Examples/Sec = 2175.20, Accuracy = 1.00, Loss = 0.000
[2020-11-20 01:04] Train Step 3000/3000, Batch Size = 256,                    Examples/Sec = 2244.27, Accuracy = 1.00, Loss = 0.000
Done training.
